ticker,timeframe,strategy,signal_type,signal_date,current_price,signal_price,score,screen_type,price,volume,glb_level,breakout_high,signal_strength,bars_since_pivot,confirmed,days_since_signal,analysis_date,screener
GOOGL,daily,,,2025-09-05,0.0000,0.0000,89.1000,drwish,235.0000,46566300,197.9500,235.7600,19.1000,30,True,11,2025-09-16,DrWish GLB
GOOG,daily,,,2025-09-05,0.0000,0.0000,88.6800,drwish,235.1700,26106200,198.9700,236.1300,18.6800,30,True,11,2025-09-16,DrWish GLB
GOOGL,daily,,,2025-09-04,0.0000,0.0000,87.3900,drwish,235.0000,46566300,197.9500,232.3700,17.3900,29,True,12,2025-09-16,DrWish GLB
GOOG,daily,,,2025-09-04,0.0000,0.0000,86.9900,drwish,235.1700,26106200,198.9700,232.7700,16.9900,29,True,12,2025-09-16,DrWish GLB
GOOGL,daily,,,2025-09-03,0.0000,0.0000,86.8500,drwish,235.0000,46566300,197.9500,231.3100,16.8500,28,True,13,2025-09-16,DrWish GLB
GOOG,daily,,,2025-09-03,0.0000,0.0000,86.5000,drwish,235.1700,26106200,198.9700,231.8000,16.5000,28,True,13,2025-09-16,DrWish GLB
AVGO,daily,,,2025-09-05,0.0000,0.0000,82.2900,drwish,334.8900,78335000,317.3500,356.3400,12.2900,16,True,11,2025-09-16,DrWish GLB
AZN,daily,,,2025-09-05,0.0000,0.0000,80.0900,drwish,81.7000,2464400,74.8600,82.4100,10.0900,58,True,11,2025-09-16,DrWish GLB
AZN,daily,,,2025-09-04,0.0000,0.0000,79.9100,drwish,81.7000,2464400,74.8600,82.2800,9.9100,57,True,12,2025-09-16,DrWish GLB
AZN,daily,,,2025-09-03,0.0000,0.0000,79.7900,drwish,81.7000,2464400,74.8600,82.1900,9.7900,56,True,13,2025-09-16,DrWish GLB
PDD,daily,,,2025-08-25,0.0000,0.0000,79.7500,drwish,124.6800,8490800,121.4900,133.3300,9.7500,23,True,22,2025-09-16,DrWish GLB
PDD,daily,,,2025-08-26,0.0000,0.0000,79.2300,drwish,124.6800,8490800,121.4900,132.7000,9.2300,24,True,21,2025-09-16,DrWish GLB
AZN,daily,,,2025-08-22,0.0000,0.0000,78.9500,drwish,81.7000,2464400,74.8600,81.5600,8.9500,49,True,25,2025-09-16,DrWish GLB
AZN,daily,,,2025-08-25,0.0000,0.0000,78.9000,drwish,81.7000,2464400,74.8600,81.5200,8.9000,50,True,22,2025-09-16,DrWish GLB
GOOGL,daily,,,2025-08-29,0.0000,0.0000,78.4400,drwish,235.0000,46566300,197.9500,214.6500,8.4400,26,True,18,2025-09-16,DrWish GLB
AZN,daily,,,2025-08-20,0.0000,0.0000,78.3800,drwish,81.7000,2464400,74.8600,81.1300,8.3800,47,True,27,2025-09-16,DrWish GLB
GOOG,daily,,,2025-08-29,0.0000,0.0000,78.2300,drwish,235.1700,26106200,198.9700,215.3400,8.2300,26,True,18,2025-09-16,DrWish GLB
AZN,daily,,,2025-08-21,0.0000,0.0000,78.1800,drwish,81.7000,2464400,74.8600,80.9800,8.1800,48,True,26,2025-09-16,DrWish GLB
APP,daily,,,2025-09-04,0.0000,0.0000,77.8700,drwish,490.2400,8139600,473.7000,511.0000,7.8700,17,True,12,2025-09-16,DrWish GLB
AZN,daily,,,2025-09-02,0.0000,0.0000,77.6600,drwish,81.7000,2464400,74.8600,80.5900,7.6600,55,True,14,2025-09-16,DrWish GLB
