ticker,signal_date,signal_type,screen_type,price,volume,separation_pct,st_ema_avg,lt_ema_avg,volume_confirmation,rs_score,strength,raw_data
MELI,2025-09-05,bullish_alignment,guppy_alignment,2417.489990234375,493500.0,0.5642833895065764,2406.2026705118096,2392.7010558928578,True,,weak,"{'Open': 2421.6298828125, 'High': 2450.219970703125, 'Low': 2321.330078125, 'Close': 2417.489990234375, 'Volume': 493500.0, 'EMA_3': 2412.0916904810506, 'EMA_5': 2411.6607995567692, 'EMA_8': 2409.111502536195, 'EMA_10': 2406.3330085344746, 'EMA_12': 2403.4896462335105, 'EMA_25': 2394.5293757288573, 'EMA_30': 2394.353358896876, 'EMA_35': 2394.524480787973, 'EMA_40': 2394.4221990166984, 'EMA_45': 2393.705497488108, 'EMA_50': 2392.2292328830567, 'EMA_60': 2386.971566284433}"
REGN,2025-09-05,bullish_alignment,guppy_alignment,573.3800048828125,960100.0,1.0847401136343122,573.2744199173046,567.1226134358744,False,,weak,"{'Open': 565.1500244140625, 'High': 577.75, 'Low': 565.0, 'Close': 573.3800048828125, 'Volume': 960100.0, 'EMA_3': 571.4427550487239, 'EMA_5': 572.7802271877947, 'EMA_8': 574.4377153396224, 'EMA_10': 574.8683645795277, 'EMA_12': 574.8924834386488, 'EMA_25': 571.2249739095099, 'EMA_30': 569.5148118647566, 'EMA_35': 568.0447806831194, 'EMA_40': 566.9146916141647, 'EMA_45': 566.168654346076, 'EMA_50': 565.8186158889173, 'EMA_60': 566.2741262182124}"
META,2025-09-05,bullish_alignment,guppy_alignment,752.4500122070312,9657600.0,1.4451567654807793,747.6240950634651,736.973670208633,False,,weak,"{'Open': 752.6199951171875, 'High': 757.9500122070312, 'Low': 745.030029296875, 'Close': 752.4500122070312, 'Volume': 9657600.0, 'EMA_3': 748.0063952439435, 'EMA_5': 746.5848673960218, 'EMA_8': 747.0710600508061, 'EMA_10': 747.8516221635872, 'EMA_12': 748.5503408341012, 'EMA_25': 747.6802846923314, 'EMA_30': 745.4828158040664, 'EMA_35': 742.6944117407038, 'EMA_40': 739.5155639456513, 'EMA_45': 736.1024174601403, 'EMA_50': 732.5726036766664, 'EMA_60': 725.4742086245702}"
ASML,2025-09-05,bullish_alignment,guppy_alignment,781.7000122070312,1885900.0,1.2492405073649289,754.5573024923052,745.2473704604414,True,,moderate,"{'Open': 774.8800048828125, 'High': 783.0999755859375, 'Low': 766.239990234375, 'Close': 781.7000122070312, 'Volume': 1885900.0, 'EMA_3': 763.743157682816, 'EMA_5': 757.9021938867884, 'EMA_8': 754.5195572115017, 'EMA_10': 752.9834521774294, 'EMA_12': 751.6022686783767, 'EMA_25': 746.5931853169187, 'EMA_30': 746.0451700686497, 'EMA_35': 745.7486512998199, 'EMA_40': 745.5105500361565, 'EMA_45': 745.2384939047769, 'EMA_50': 744.9004467720977, 'EMA_60': 744.0409106811471}"
NFLX,2025-09-05,bullish_alignment,guppy_alignment,1243.8199462890625,2378700.0,1.3482640213244739,1230.9374570955222,1214.561955236375,False,,weak,"{'Open': 1260.0, 'High': 1267.0999755859375, 'Low': 1239.02001953125, 'Close': 1243.8199462890625, 'Volume': 2378700.0, 'EMA_3': 1241.5216107107492, 'EMA_5': 1236.3267365553934, 'EMA_8': 1231.3726567091949, 'EMA_10': 1228.9910788177813, 'EMA_12': 1227.001084529852, 'EMA_25': 1220.411575250161, 'EMA_30': 1219.3243941301064, 'EMA_35': 1218.1819950142865, 'EMA_40': 1216.700334254138, 'EMA_45': 1214.7552951608168, 'EMA_50': 1212.3192700720285, 'EMA_60': 1206.090442786875}"
IDXX,2025-09-05,bullish_alignment,guppy_alignment,642.989990234375,370400.0,5.28552452657552,638.7821016759491,606.7140801627594,False,,strong,"{'Open': 640.0, 'High': 649.1599731445312, 'Low': 630.8699951171875, 'Close': 642.989990234375, 'Volume': 370400.0, 'EMA_3': 641.164123364562, 'EMA_5': 641.0313487509113, 'EMA_8': 641.1331597539815, 'EMA_10': 640.8938443996516, 'EMA_12': 640.2318747253319, 'EMA_25': 628.238259061256, 'EMA_30': 622.2253311512355, 'EMA_35': 616.1604649810392, 'EMA_40': 610.1995925203746, 'EMA_45': 604.4175323972947, 'EMA_50': 598.8513979376332, 'EMA_60': 588.4301619889792}"
TMUS,2025-09-05,bullish_alignment,guppy_alignment,252.75999450683597,3294200.0,2.1597724607008235,252.15263630893688,246.8218460509354,False,,weak,"{'Open': 252.8300018310547, 'High': 255.7400054931641, 'Low': 251.6100006103516, 'Close': 252.75999450683597, 'Volume': 3294200.0, 'EMA_3': 252.70982368589847, 'EMA_5': 252.73999812572302, 'EMA_8': 252.73012679941763, 'EMA_10': 252.61526958382854, 'EMA_12': 252.39499683749514, 'EMA_25': 249.72560282125838, 'EMA_30': 248.68325942502085, 'EMA_35': 247.7787143927677, 'EMA_40': 247.02258133725118, 'EMA_45': 246.40288772423804, 'EMA_50': 245.89858254989062, 'EMA_60': 245.14505087644395}"
BIIB,2025-09-05,bullish_alignment,guppy_alignment,140.6699981689453,1561800.0,3.1517276219781056,138.2332527182011,134.0096340652547,False,,moderate,"{'Open': 140.1300048828125, 'High': 144.1999969482422, 'Low': 139.9600067138672, 'Close': 140.6699981689453, 'Volume': 1561800.0, 'EMA_3': 140.0910663822814, 'EMA_5': 139.31695149488345, 'EMA_8': 138.5118203099244, 'EMA_10': 138.09188317639627, 'EMA_12': 137.70717402728297, 'EMA_25': 135.68062091843808, 'EMA_30': 135.08731538753844, 'EMA_35': 134.57554081853345, 'EMA_40': 134.1362777451986, 'EMA_45': 133.7647446180649, 'EMA_50': 133.4584461305296, 'EMA_60': 133.03547969166297}"
QCOM,2025-09-05,bullish_alignment,guppy_alignment,159.83999633789062,7951600.0,1.6010514303464927,158.4266646838204,155.9301429005695,False,,weak,"{'Open': 160.0800018310547, 'High': 163.49000549316406, 'Low': 159.14999389648438, 'Close': 159.83999633789062, 'Volume': 7951600.0, 'EMA_3': 159.28048544230163, 'EMA_5': 159.0555123779888, 'EMA_8': 158.723026754315, 'EMA_10': 158.45249683639878, 'EMA_12': 158.1739125926613, 'EMA_25': 156.87455409925695, 'EMA_30': 156.5624080678659, 'EMA_35': 156.29122495518587, 'EMA_40': 156.04457518552528, 'EMA_45': 155.81732784700424, 'EMA_50': 155.60928166448014, 'EMA_60': 155.25603968335565}"
GOOGL,2025-09-05,bullish_alignment,guppy_alignment,235.0,46566300.0,9.915645774123153,220.55341314958517,200.656977990943,False,,strong,"{'Open': 232.1999969482422, 'High': 235.75999450683597, 'Low': 231.8999938964844, 'Close': 235.0, 'Volume': 46566300.0, 'EMA_3': 230.81135458848937, 'EMA_5': 226.40380406787534, 'EMA_8': 221.5484829823873, 'EMA_10': 219.1274060956765, 'EMA_12': 217.11401764750912, 'EMA_25': 208.3154135155734, 'EMA_30': 205.81696221369126, 'EMA_35': 203.5810319950784, 'EMA_40': 201.56078661197424, 'EMA_45': 199.72895437189078, 'EMA_50': 198.06644094749362, 'EMA_60': 195.18769180552968}"
