ticker,signal_date,signal_type,screen_type,price,volume,direction,expansion_ratio,st_spread,lt_spread,separation_pct,volume_confirmation,rs_score,strength,raw_data
MAGS,2025-09-05,expansion_signal,guppy_expansion,61.21,3593600,bullish,0.05546498579364939,0.02358178965597205,0.03188319613767734,3.354876743490835,True,,very_strong,"{'Open': 61.5, 'High': 61.709999084472656, 'Low': 60.68999862670898, 'Close': 61.209999084472656, 'Volume': 3593600.0, 'EMA_3': 60.95784787069958, 'EMA_5': 60.70851733132882, 'EMA_8': 60.475398365850694, 'EMA_10': 60.35988192138642, 'EMA_12': 60.25525921375042, 'EMA_25': 59.55347045709717, 'EMA_30': 59.252278762247855, 'EMA_35': 58.94018559837217, 'EMA_40': 58.62390412138637, 'EMA_45': 58.30963604418274, 'EMA_50': 58.002357042127414, 'EMA_60': 57.42149788273344}"
