ticker,signal_date,signal_type,screen_type,price,volume,direction,expansion_ratio,st_spread,lt_spread,separation_pct,volume_confirmation,rs_score,strength,raw_data
CHTR,2025-09-05,expansion_signal,guppy_expansion,261.5,2245900.0,bearish,0.1649340473112403,0.06201094281295567,0.10292310449828465,10.714709892131323,False,,strong,"{'Open': 259.3399963378906, 'High': 266.57000732421875, 'Low': 259.04998779296875, 'Close': 261.5, 'Volume': 2245900.0, 'EMA_3': 261.4354511308783, 'EMA_5': 262.3795448314879, 'EMA_8': 263.65365496287694, 'EMA_10': 264.45141781329926, 'EMA_12': 265.41303758777036, 'EMA_25': 277.64730994023444, 'EMA_30': 283.66239556834796, 'EMA_35': 289.57082908829386, 'EMA_40': 295.1357633940693, 'EMA_45': 300.2555749185063, 'EMA_50': 304.90418005036673, 'EMA_60': 312.8578099496628}"
LULU,2025-09-05,expansion_signal,guppy_expansion,167.8000030517578,36736100.0,bearish,0.1708367630102363,0.08740551479288723,0.08343124821734905,8.161541634886756,True,,very_strong,"{'Open': 165.13999938964844, 'High': 176.17999267578125, 'Low': 163.97999572753906, 'Close': 167.8000030517578, 'Volume': 36736100.0, 'EMA_3': 185.46397923356554, 'EMA_5': 191.0697313865159, 'EMA_8': 194.67789319731943, 'EMA_10': 195.90330095309852, 'EMA_12': 196.7637886426607, 'EMA_25': 201.67455381401268, 'EMA_30': 204.0838419199385, 'EMA_35': 206.7257805689293, 'EMA_40': 209.51660684484656, 'EMA_45': 212.39208875644047, 'EMA_50': 215.30503042439878, 'EMA_60': 221.1108115923111}"
VRTX,2025-09-05,expansion_signal,guppy_expansion,396.1199951171875,1171100.0,bearish,0.061718437193771764,0.020986345429743883,0.04073209176402788,4.3593629944587,False,,strong,"{'Open': 397.8699951171875, 'High': 402.739990234375, 'Low': 393.4299926757813, 'Close': 396.1199951171875, 'Volume': 1171100.0, 'EMA_3': 396.3609936380535, 'EMA_5': 395.8176868465745, 'EMA_8': 395.09858937196924, 'EMA_10': 395.0389120171999, 'EMA_12': 395.39155751859715, 'EMA_25': 403.32933508298305, 'EMA_30': 406.9431946178062, 'EMA_35': 410.34292980751377, 'EMA_40': 413.4740544174192, 'EMA_45': 416.33701297884636, 'EMA_50': 418.950272790148, 'EMA_60': 423.51884216372537}"
INTU,2025-09-05,expansion_signal,guppy_expansion,672.8200073242188,1614100.0,bearish,0.059146345492259306,0.04341411278999369,0.015732232702265612,4.902316764948635,False,,strong,"{'Open': 672.219970703125, 'High': 677.0, 'Low': 667.25, 'Close': 672.8200073242188, 'Volume': 1614100.0, 'EMA_3': 670.0982519665188, 'EMA_5': 669.2644793578478, 'EMA_8': 671.063874214722, 'EMA_10': 673.6807430849183, 'EMA_12': 676.9102804107428, 'EMA_25': 698.3200029510258, 'EMA_30': 704.2176772796239, 'EMA_35': 708.6325551747648, 'EMA_40': 711.7471073287588, 'EMA_45': 713.7764111502286, 'EMA_50': 714.9274738837908, 'EMA_60': 715.2965936516359}"
IDXX,2025-09-05,expansion_signal,guppy_expansion,642.989990234375,370400.0,bullish,0.07800754204996047,0.020574780534092924,0.057432761515867535,5.28552452657552,False,,strong,"{'Open': 640.0, 'High': 649.1599731445312, 'Low': 630.8699951171875, 'Close': 642.989990234375, 'Volume': 370400.0, 'EMA_3': 641.164123364562, 'EMA_5': 641.0313487509113, 'EMA_8': 641.1331597539815, 'EMA_10': 640.8938443996516, 'EMA_12': 640.2318747253319, 'EMA_25': 628.238259061256, 'EMA_30': 622.2253311512355, 'EMA_35': 616.1604649810392, 'EMA_40': 610.1995925203746, 'EMA_45': 604.4175323972947, 'EMA_50': 598.8513979376332, 'EMA_60': 588.4301619889792}"
MSTR,2025-09-05,expansion_signal,guppy_expansion,335.8699951171875,13968300.0,bearish,0.09999993904312998,0.07227681784897358,0.027723121194156396,7.234316796694375,True,,very_strong,"{'Open': 334.8099975585937, 'High': 337.20001220703125, 'Low': 320.0, 'Close': 335.8699951171875, 'Volume': 13968300.0, 'EMA_3': 333.61087706397853, 'EMA_5': 334.81468166094436, 'EMA_8': 337.8019317928519, 'EMA_10': 340.1846663629306, 'EMA_12': 342.7170157245754, 'EMA_25': 357.723209657968, 'EMA_30': 361.87250743108746, 'EMA_35': 365.1147429621779, 'EMA_40': 367.5731362468889, 'EMA_45': 369.37506558237754, 'EMA_50': 370.63563911405697, 'EMA_60': 371.90474281143275}"
GOOGL,2025-09-05,expansion_signal,guppy_expansion,235.0,46566300.0,bullish,0.1624464691821043,0.10798980590667719,0.054456663275427114,9.915645774123153,False,,strong,"{'Open': 232.1999969482422, 'High': 235.75999450683597, 'Low': 231.8999938964844, 'Close': 235.0, 'Volume': 46566300.0, 'EMA_3': 230.81135458848937, 'EMA_5': 226.40380406787534, 'EMA_8': 221.5484829823873, 'EMA_10': 219.1274060956765, 'EMA_12': 217.11401764750912, 'EMA_25': 208.3154135155734, 'EMA_30': 205.81696221369126, 'EMA_35': 203.5810319950784, 'EMA_40': 201.56078661197424, 'EMA_45': 199.72895437189078, 'EMA_50': 198.06644094749362, 'EMA_60': 195.18769180552968}"
GOOG,2025-09-05,expansion_signal,guppy_expansion,235.1699981689453,26106200.0,bullish,0.1591286420466719,0.10579558739176319,0.05333305465490872,9.724769284417759,False,,strong,"{'Open': 232.66000366210935, 'High': 236.1300048828125, 'Low': 232.3800048828125, 'Close': 235.1699981689453, 'Volume': 26106200.0, 'EMA_3': 231.12378205608996, 'EMA_5': 226.80829250819662, 'EMA_8': 222.04312720313936, 'EMA_10': 219.66413738903617, 'EMA_12': 217.68404496475713, 'EMA_25': 209.01130795904237, 'EMA_30': 206.54581976569307, 'EMA_35': 204.34053728544055, 'EMA_40': 202.34981167791943, 'EMA_45': 200.5468010642379, 'EMA_50': 198.91247931604133, 'EMA_60': 196.08785545362124}"
PDD,2025-09-05,expansion_signal,guppy_expansion,124.68000030517578,8490800.0,bullish,0.06906495710625818,0.03634001776222501,0.03272493934403317,4.921447602802626,False,,strong,"{'Open': 125.81999969482422, 'High': 126.58999633789062, 'Low': 124.12999725341795, 'Close': 124.68000030517578, 'Volume': 8490800.0, 'EMA_3': 124.0595999730644, 'EMA_5': 123.65054398245545, 'EMA_8': 123.17344818200378, 'EMA_10': 122.81355541270156, 'EMA_12': 122.41960710304224, 'EMA_25': 119.70935971472665, 'EMA_30': 118.76743855603041, 'EMA_35': 117.92030175869034, 'EMA_40': 117.17012871322038, 'EMA_45': 116.51198216120643, 'EMA_50': 115.93764661421591, 'EMA_60': 115.00394154465678}"
AMAT,2025-09-05,expansion_signal,guppy_expansion,162.75,7034900.0,bearish,0.06703398135936565,0.05103109584322209,0.01600288551614357,5.343574712585859,False,,strong,"{'Open': 160.25999450683594, 'High': 162.85000610351562, 'Low': 158.82000732421875, 'Close': 162.75, 'Volume': 7034900.0, 'EMA_3': 160.48025839778745, 'EMA_5': 160.35392214376026, 'EMA_8': 161.1318945830405, 'EMA_10': 161.94378206168787, 'EMA_12': 162.8694515120956, 'EMA_25': 168.53695851351506, 'EMA_30': 170.00117485567375, 'EMA_35': 171.06137724481187, 'EMA_40': 171.78996265659072, 'EMA_45': 172.26108837016463, 'EMA_50': 172.53984490033872, 'EMA_60': 172.721684194499}"
