ticker,signal_date,signal_type,screen_type,price,volume,direction,compression_ratio,expansion_ratio,breakout_strength,volume_confirmation,rs_score,strength,raw_data
TTWO,2025-09-05,compression_breakout,guppy_compression,239.68,979400,bullish,0.015507893060954445,0.03521382254096504,2.2707032091693944,False,,moderate,"{'Open': 242.0, 'High': 242.69000244140625, 'Low': 236.94000244140625, 'Close': 239.67999267578125, 'Volume': 979400.0, 'EMA_3': 239.49354170032686, 'EMA_5': 238.49539303789982, 'EMA_8': 237.0082505740654, 'EMA_10': 236.17709529814925, 'EMA_12': 235.47187401220293, 'EMA_25': 233.0699952989688, 'EMA_30': 232.6934114542992, 'EMA_35': 232.4148121425707, 'EMA_40': 232.16609793522056, 'EMA_45': 231.90860150988493, 'EMA_50': 231.6216867622062, 'EMA_60': 230.92608028339728}"
