ticker,signal_date,signal_type,screen_type,price,volume,crossover_direction,crossover_strength,confirmation_days,volume_confirmation,rs_score,strength,raw_data
GEHC,2025-09-05,bullish_crossover,guppy_crossover,75.7300033569336,3009500.0,bullish,0.012239732277330207,3,False,,weak,"{'Open': 74.25, 'High': 75.75, 'Low': 74.20999908447266, 'Close': 75.7300033569336, 'Volume': 3009500.0, 'EMA_3': 74.53389632063488, 'EMA_5': 74.1153898330989, 'EMA_8': 73.91427770815966, 'EMA_10': 73.85310979698625, 'EMA_12': 73.81209758062627, 'EMA_25': 73.73350500534455, 'EMA_30': 73.72056569809047, 'EMA_35': 73.70269893764672, 'EMA_40': 73.68352875596644, 'EMA_45': 73.66858310616489, 'EMA_50': 73.66264226292184, 'EMA_60': 73.68893930871705}"
