ticker,timeframe,signal_date,signal_type,current_price,sma,price_breakout,volume_breakout,trend_aligned,pvb_score,screen_type,signal_price,volume,volume_highest,days_since_signal,price_change_pct,volume_change_pct,volume_surge,score,signal_day_change_abs,signal_day_change_pct,performance_since_signal
AFRM,weekly,2025-08-25,Buy,87.3500,72.3370,False,False,False,0.0000,pvb,88.4600,88966200.0000,37325000.0000,7,20.7542,24.5273,138.3555,133.0185,9.5300,12.0740,-1.2548
AVGO,weekly,2025-09-01,Buy,334.8900,294.9310,False,False,False,0.0000,pvb,334.8900,147778200.0000,122453300.0000,0,13.5486,20.6813,20.6813,41.7353,45.5500,15.7427,0.0000
CIBR,weekly,2025-08-25,Close Buy,73.5100,73.2230,False,False,False,0.0000,pvb,73.1400,2966300.0000,11547700.0000,7,0.3920,-76.6577,-74.3126,0.0000,0.9620,1.3328,0.5059
HD,weekly,2025-08-16,Buy,416.5866,376.8530,False,False,False,0.0000,pvb,412.7900,24459000.0000,20803200.0000,16,10.5435,-22.6970,17.5733,20.6827,16.2200,4.0901,0.9197
HPQ,weekly,2025-08-23,Buy,29.3400,26.0510,False,False,False,0.0000,pvb,28.5400,64768400.0000,55382600.0000,9,12.6252,-24.5817,16.9472,23.5025,0.8900,3.2188,2.8031
UNH,weekly,2025-09-01,Close Sell,315.3900,290.3030,False,False,False,0.0000,pvb,315.3900,42435500.0000,149453300.0000,0,8.6417,-71.6062,-71.6062,0.0000,7.0800,2.2964,0.0000
VRSN,weekly,2025-08-23,Close Buy,280.0900,278.7427,False,False,False,0.0000,pvb,273.3700,4090100.0000,10848900.0000,9,0.4834,-80.0634,-62.2994,0.0000,3.2700,1.2107,2.4582
