ticker,date,timeframe,current_price,data_points,weekly_ema10,weekly_ema10slope,weekly_sma20,weekly_sma20slope,weekly_price2_sma20pct,weekly_sma50,weekly_sma50slope,weekly_price2_sma50pct,weekly_sma10,weekly_sma10slope,weekly_price2_sma10pct,weekly_rsi_14,weekly_price_position_52w,weekly_macd,weekly_macd_signal,weekly_macd_histogram,atr,atr_pct,sma50,atrext_dollar,atrext_percent,weekly_weekly_weekly_1w_pct_change,weekly_5period_pct_change,weekly_10period_pct_change,weekly_weekly_weekly_3w_pct_change,weekly_weekly_weekly_5w_pct_change,weekly_weekly_weekly_10w_pct_change,weekly_weekly_weekly_15w_pct_change,weekly_momentum_20,weekly_quarter_pct_change,weekly_avg_volume_20,weekly_volume_trend,obv,obv_trend,weekly_ATH,weekly_ATL,weekly_is_new_ATH,weekly_is_new_ATL,weekly_distance_from_ATH_pct,weekly_distance_from_ATL_pct,weekly_ATH_ATL_position_pct,weekly_candle_strength,weekly_candle_strength_pct,weekly_body_ratio,weekly_upper_wick_ratio,weekly_lower_wick_ratio,weekly_oppression_factor,weekly_candle_type,weekly_is_bullish,total_range,body_size,weekly_wick_dominance,directional_strength,weekly_avg_candle_strength_5,weekly_avg_candle_strength_5_pct,trend_days_10_pct,weekly_priceabovesma10,weekly_priceaboveema20,weekly_priceabovesma50,weekly_sma10vssma20,weekly_sma20vssma50,weekly_at_20day_high,weekly_at_20day_low,weekly_5day_low_vs_30day_high,SP500,NASDAQ100,Russell1000,Russell3000,SP100,NASDAQComposite,DowJonesIndustrialAverage,SP500CommunicationServices,SP500ConsumerDiscretionary,SP500ConsumerStaples,SP500Energy,SP500Financials,SP500HealthCare,SP500Industrials,SP500InformationTechnology,SP500Utilities
BRK-B,2025-09-01,weekly,499.7700,88,488.5335,0.6739,494.1875,-1.4973,1.1296,484.0194,0.5708,3.2541,482.5920,-0.4242,3.5595,47.9370,0.7728,-0.1280,-0.1870,0.0590,17.8709,3.5758,484.0194,0.8814,0.9100,0.0000,7.3850,3.0454,2.2025,7.3850,3.0454,-0.8314,-6.4528,15.0298,22478630.0000,-0.0137,197353800,-3795430.0000,539.8000,363.6200,False,False,-7.4157,37.4429,77.2789,0.2790,27.9000,0.4038,0.3089,0.2873,0.3089,Moderate Body,False,11.0700,4.4700,0.5962,0.4038,0.4699,46.9900,44.4444,True,True,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,,,,,
JPM,2025-09-01,weekly,294.3800,88,290.1971,1.6788,277.6781,3.1818,6.0149,254.2101,1.6953,15.8019,293.1991,2.4201,0.4028,69.1932,0.9490,13.7518,13.0840,0.6678,12.2720,4.1688,254.2101,3.2733,3.7905,0.0000,1.9463,-0.0682,-0.6279,1.9463,-0.0682,12.0448,15.7325,43.4791,39221520.0000,-0.3033,1262923600,12395560.0000,301.4200,163.4726,False,False,-2.3356,80.0791,94.8966,0.2977,29.7700,0.5424,0.4511,0.0065,0.4511,Moderate Body,False,10.8400,5.8800,0.4576,0.5424,0.3052,30.5200,55.5556,True,True,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,,,,,
WMT,2025-09-01,weekly,100.5100,1341,98.0709,0.0889,97.4380,0.4375,3.1527,92.8060,0.4062,8.3012,97.9067,0.1707,2.6589,55.3505,0.9547,2.0291,2.2350,-0.2059,4.0953,4.0745,92.8060,1.8812,2.0373,0.0000,0.7448,6.7211,3.6399,0.7448,6.7211,3.3598,0.8018,45.8574,80262030.0000,0.2038,7344498000,14572515.0000,103.4883,9.2497,False,False,-2.8779,986.6242,96.8396,0.5644,56.4400,0.6600,0.1952,0.1449,0.1449,Moderate Body,True,4.9700,3.2800,0.3400,0.6600,0.3622,36.2200,66.6667,True,True,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,0.7400,108.0884,115.1577,True,True
LLY,2025-09-01,weekly,727.2100,1341,733.6564,-3.5014,750.7192,-3.9688,-3.1316,791.3567,-3.7887,-8.1059,736.0881,-5.9156,-1.2061,45.8897,0.7231,-21.8386,-19.6445,-2.1941,58.9851,8.1112,791.3567,-1.0875,-0.9994,0.0000,3.9327,-8.0961,-0.7330,3.9327,-8.0961,-5.3350,-4.0020,-8.8023,21184605.0000,-0.0765,1564903800,2661845.0000,952.7339,17.6118,False,False,-23.6712,4029.1069,75.8829,0.0071,0.7100,0.0319,0.7781,0.1899,0.7781,Doji,False,24.4300,0.7800,0.9681,0.0319,0.3849,38.4900,44.4444,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,0.7300,67.1323,425.9359,True,False
V,2025-09-01,weekly,343.2200,912,346.8756,-0.3930,349.7569,0.7609,-1.8690,330.1000,1.3581,3.9745,347.4246,-0.9446,-1.2102,41.2048,0.8655,4.0516,6.1821,-2.1305,14.6643,4.2726,330.1000,0.8947,0.9302,0.0000,2.0916,-4.1900,-1.9484,2.0916,-4.1900,-5.8507,-1.3427,30.4616,29339045.0000,-0.1242,3766170100,4096015.0000,369.5697,9.8326,False,False,-7.1298,3390.6380,92.6753,0.3591,35.9100,0.4899,0.2671,0.2430,0.2671,Moderate Body,False,12.4300,6.0900,0.5101,0.4899,0.3689,36.8900,55.5556,False,False,True,False,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,0.7700,55.1070,69.0069,True,True
ORCL,2025-09-01,weekly,232.8000,1341,229.6563,0.9839,210.2991,5.0396,10.6995,182.6685,1.5837,27.4440,238.4821,2.5990,-2.3826,70.7398,0.9129,19.6425,19.8614,-0.2189,16.6477,7.1511,182.6685,3.0113,3.8377,0.0000,-6.2349,1.1861,2.9496,-6.2349,1.1861,34.0620,49.6942,69.2223,56518045.0000,-0.1140,6997708500,6168395.0000,250.0500,6.3601,False,False,-6.8986,3560.3146,92.9213,0.5439,54.3900,0.6822,0.1150,0.2028,0.2028,Moderate Body,True,15.8300,10.8000,0.3178,0.6822,0.3389,33.8900,33.3333,False,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,0.9800,125.9747,347.3130,True,True
MA,2025-09-01,weekly,584.2200,1007,577.0743,3.7687,567.7485,3.4813,2.9012,542.1496,2.1452,7.7599,573.3167,2.3452,1.9018,49.8512,0.9539,13.7244,11.8976,1.8268,23.6056,4.0405,542.1496,1.7822,1.9205,0.0000,1.7238,2.7704,-2.4609,1.7238,2.7704,-0.1007,4.6322,32.4308,12618235.0000,-0.1264,4828438200,2652305.0000,598.9600,3.9991,False,False,-2.4609,14508.6395,97.5225,0.4948,49.4800,0.5831,0.1514,0.2655,0.1514,Moderate Body,False,19.5500,11.4000,0.4169,0.5831,0.3605,36.0500,55.5556,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,0.7700,58.1074,79.1500,True,True
NFLX,2025-09-01,weekly,1243.8199,88,1214.2363,3.0389,1209.4235,14.6599,2.8440,1014.4930,10.6215,22.6051,1219.7930,-2.1614,1.9698,53.7119,0.9066,61.4941,73.8729,-12.3788,64.8165,5.2111,1014.4930,3.5381,4.3379,0.0000,2.6559,-4.1135,3.2516,2.6559,-4.1135,3.0309,5.7514,96.3905,16388550.0000,-0.3693,274719900,-439020.0000,1323.1200,474.0600,False,False,-5.9934,162.3761,90.6603,0.4618,46.1800,0.5554,0.2762,0.1684,0.1684,Moderate Body,True,84.2999,46.8199,0.4446,0.5554,0.4371,43.7100,44.4444,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,,,,,
XOM,2025-09-01,weekly,109.2300,1341,110.1487,0.3751,108.3207,0.2377,0.8395,109.1299,0.0071,0.0917,109.9567,0.1405,-0.6609,55.9799,0.8751,0.9148,0.4834,0.4313,5.2044,4.7646,109.1299,0.0192,0.0192,0.0000,3.5275,-4.4907,-4.4273,3.5275,-4.4907,5.7317,6.8030,-2.7609,77416385.0000,-0.0941,6636716100,7202860.0000,120.4740,15.2145,False,False,-9.3331,617.9340,89.3178,0.6602,66.0200,0.7958,0.1704,0.0338,0.1704,Strong Body,False,6.2200,4.9500,0.2042,0.7958,0.5809,58.0900,33.3333,False,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,0.6800,11.6756,258.6544,True,False
JNJ,2025-09-01,weekly,178.4300,1341,171.1310,1.9843,161.4741,1.1507,10.5007,155.5143,0.3565,14.7354,170.7040,2.3760,4.5260,77.1477,1.0000,6.5868,4.5630,2.0238,5.6317,3.1563,155.5143,4.0691,4.6686,0.0000,1.7548,14.5568,1.4504,1.7548,14.5568,15.9386,16.6038,15.5353,38934190.0000,-0.1862,4720485800,15537205.0000,178.4300,18.0141,True,False,0.0000,890.5035,100.0000,0.2205,22.0500,0.3221,0.3624,0.3154,0.3154,Weak Body,True,2.9800,0.9600,0.6779,0.3221,0.3061,30.6100,66.6667,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,0.7300,21.9380,40.6016,True,True
COST,2025-09-01,weekly,963.4800,88,963.9644,-0.8885,981.5098,1.1770,-1.8369,960.0319,1.4798,0.3592,960.8024,-3.7094,0.2787,33.0958,0.7484,-1.6048,3.3616,-4.9664,39.4200,4.0914,960.0319,0.0875,0.0878,0.0000,-1.7839,-2.2497,0.5154,-1.7839,-2.2497,-7.2454,-3.9851,15.7103,9836680.0000,-0.0600,119513300,-599900.0000,1068.9742,649.7333,False,False,-9.8687,48.2885,74.8368,0.7019,70.1900,0.7510,0.1837,0.0654,0.0654,Strong Body,True,33.0500,24.8200,0.2490,0.7510,0.3326,33.2600,33.3333,True,False,True,False,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,,,,,
HD,2025-09-01,weekly,416.5866,1341,395.1239,4.8095,377.1868,2.7244,10.4457,383.7302,0.7108,8.5624,390.6322,4.6048,6.6442,70.2924,0.9526,9.7467,3.8815,5.8652,16.9749,4.0748,383.7302,1.9356,2.1013,0.0000,4.3083,12.5697,2.4133,4.3083,12.5697,14.1142,11.6187,18.6706,16315055.0000,0.1053,2609669200,-335045.0000,426.0023,11.9718,False,False,-2.2103,3379.7295,97.7258,0.8196,81.9600,0.8652,0.0822,0.0527,0.0527,Strong Body,True,17.5504,15.1839,0.1348,0.8652,0.4399,43.9900,55.5556,True,True,True,True,False,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,0.5400,49.0168,73.2393,True,False
PLTR,2025-09-01,weekly,153.1100,88,155.0891,2.7936,142.3935,3.9954,7.5260,101.3316,2.6652,51.0980,157.5740,3.3550,-2.8330,58.9224,0.8020,18.6053,19.2474,-0.6421,15.9418,10.4120,101.3316,3.2480,4.9076,0.0000,-18.1055,13.9550,-3.5467,-18.1055,13.9550,16.1861,37.1383,435.7243,385423720.0000,0.2838,6626643200,-26801755.0000,186.9600,15.9800,False,False,-18.1055,858.1352,80.2024,0.1106,11.0600,0.1457,0.6133,0.2410,0.2410,Weak Body,True,13.1100,1.9100,0.8543,0.1457,0.3963,39.6300,44.4444,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,,,,,
BAC,2025-09-01,weekly,49.4947,1341,48.3000,0.4594,46.2626,0.5953,6.9865,44.2423,0.2131,11.8719,48.1284,0.3353,2.8389,62.9467,0.9537,1.9098,1.5330,0.3768,2.2963,4.6395,44.2423,2.2873,2.5589,0.0000,5.4425,5.9163,-2.4543,5.4425,5.9163,10.7102,15.6787,21.6888,183001505.0000,-0.1763,-16229352168,62795335.0000,50.7400,2.4497,False,False,-2.4543,1920.4117,97.4212,0.1740,17.4000,0.2812,0.3813,0.3375,0.3813,Weak Body,False,1.5912,0.4475,0.7188,0.2812,0.6015,60.1500,66.6667,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,0.7600,83.3290,107.3725,True,True
ABBV,2025-09-01,weekly,212.5600,663,202.8315,2.5040,193.4008,1.2461,9.9065,187.5939,0.4062,13.3086,200.4977,2.3695,6.0162,73.9085,0.9978,6.4069,3.9205,2.4864,9.0623,4.2634,187.5939,2.7550,3.1216,0.0000,2.8997,11.9444,1.0266,2.8997,11.9444,13.3410,12.1460,21.0080,27221766.3500,-0.2945,1850843300,8507855.0000,212.8378,20.4318,False,False,-0.1305,940.3399,99.8556,0.3551,35.5100,0.4523,0.3327,0.2150,0.2150,Moderate Body,True,5.3500,2.4200,0.5477,0.4523,0.3185,31.8500,77.7778,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,0.5900,68.9341,150.9920,True,True
PG,2025-09-01,weekly,160.0200,1341,157.4025,0.1398,158.4944,-0.3246,0.9626,162.7011,-0.2417,-1.6479,155.9620,-0.2296,2.6019,46.0862,0.7578,-1.6953,-2.0251,0.3298,5.3676,3.3543,162.7011,-0.4995,-0.4913,0.0000,3.6668,2.5879,1.8976,3.6668,2.5879,-1.7715,-3.0221,-2.9826,36331755.0000,-0.3175,4631469400,1830770.0000,175.8671,13.6837,False,False,-9.0108,1069.4196,90.2289,0.5164,51.6400,0.6552,0.1330,0.2118,0.2118,Moderate Body,True,4.0600,2.6600,0.3448,0.6552,0.3881,38.8100,55.5556,True,True,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,0.6800,15.5356,29.2788,True,False
CVX,2025-09-01,weekly,153.6600,1341,153.9306,1.1332,147.1099,0.8106,4.4526,147.5608,0.3960,4.1333,154.4285,1.3262,-0.4976,63.0391,0.8824,3.4464,2.1126,1.3338,7.0417,4.5827,147.5608,0.8662,0.9020,0.0000,-0.7534,0.0390,-4.3213,-0.7534,0.0390,10.8127,15.9314,2.9062,45228410.0000,-0.3708,3174216800,12205815.0000,164.9406,13.4302,False,False,-6.8392,1044.1410,92.5546,0.6805,68.0500,0.8148,0.1649,0.0203,0.1649,Strong Body,False,8.3700,6.8200,0.1852,0.8148,0.3745,37.4500,55.5556,False,True,True,True,False,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,0.7300,8.2854,122.2977,True,False
KO,2025-09-01,weekly,67.9600,1341,69.3427,-0.1207,70.0739,-0.0813,-3.0166,67.4005,-0.0129,0.8301,69.4080,-0.1179,-2.0862,37.2133,0.8514,0.2487,0.6723,-0.4237,2.2233,3.2715,67.4005,0.2517,0.2537,0.0000,-2.8032,-2.7337,-1.4930,-2.8032,-2.7337,-4.0740,-2.6785,4.3214,73656045.0000,-0.0844,6736883100,-24325825.0000,72.4846,9.7260,False,False,-6.2422,598.7459,92.7904,0.3640,36.4000,0.4785,0.2392,0.2823,0.2392,Moderate Body,False,2.0900,1.0000,0.5215,0.4785,0.2230,22.3000,22.2222,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,0.7100,18.9304,48.9533,True,True
ASML,2025-09-01,weekly,781.7000,88,747.6569,2.0231,741.4783,4.4774,5.4245,724.8677,-1.6065,7.8404,747.5770,-1.1916,4.5645,57.3528,0.3772,6.2791,3.4066,2.8725,48.7205,6.2326,724.8677,1.1665,1.2580,0.0000,8.2207,-1.6111,3.5515,8.2207,-1.6111,6.0982,5.4405,-11.8955,7562710.0000,-0.4666,4631100,564640.0000,1075.4083,603.8342,False,False,-27.3113,29.4561,37.7175,0.9494,94.9400,0.9640,0.0209,0.0151,0.0151,Strong Body,True,66.9000,64.4900,0.0360,0.9640,0.4348,43.4800,55.5556,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,
GE,2025-09-01,weekly,279.2300,1341,267.5367,2.2496,253.0494,4.3678,10.3461,212.7673,1.9310,31.2373,269.8308,2.6564,3.4834,62.1572,1.0000,19.8130,19.3715,0.4415,13.9182,4.9845,212.7673,4.7752,6.2669,0.0000,4.2486,9.4816,1.4644,4.2486,9.4816,9.3916,20.5501,65.4968,27238495.0000,-0.3572,-58220412,12412590.0000,279.2300,24.0521,True,False,0.0000,1060.9373,100.0000,0.2083,20.8300,0.3250,0.3159,0.3591,0.3591,Weak Body,True,16.4000,5.3300,0.6750,0.3250,0.4121,41.2100,55.5556,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,0.7800,234.6808,486.3565,True,True
TMUS,2025-09-01,weekly,252.7600,88,246.0262,1.8941,240.5191,-0.2942,5.0894,237.9319,1.0985,6.2321,243.1895,1.6697,3.9354,55.3527,0.8556,3.4283,2.1328,1.2956,11.8756,4.6984,237.9319,1.2486,1.3264,0.0000,3.1758,4.9886,0.3215,3.1758,4.9886,4.7452,4.0511,40.7807,20739380.0000,-0.1460,119024900,-1002155.0000,268.9253,156.9720,False,False,-6.0111,61.0223,85.5607,0.1179,11.7900,0.1340,0.7459,0.1201,0.1201,Weak Body,True,7.9100,1.0600,0.8660,0.1340,0.3204,32.0400,44.4444,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,,,,,
UNH,2025-09-01,weekly,315.3900,1341,303.2054,2.4564,304.5576,-9.4903,3.5568,438.0488,-5.3570,-28.0012,290.3030,0.3323,8.6417,53.9772,0.2105,-39.1840,-49.3656,10.1816,30.1217,9.5506,438.0488,-4.0721,-2.9319,0.0000,3.7433,3.7126,1.7814,3.7433,3.7126,4.7520,-6.7314,-43.5959,88142395.0000,-0.0642,2360057000,3796580.0000,606.5408,4.9958,False,False,-48.0018,6213.1054,51.5995,0.3362,33.6200,0.4972,0.1791,0.3237,0.3237,Moderate Body,True,14.2400,7.0800,0.5028,0.4972,0.3085,30.8500,55.5556,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,0.5900,-34.4067,1.2752,False,False
CSCO,2025-09-01,weekly,66.9000,88,67.4216,0.2047,65.4493,0.5539,2.2166,60.9613,0.3859,9.7417,68.2055,0.3020,-1.9141,57.3342,0.8235,2.4000,2.5704,-0.1704,2.8930,4.3244,60.9613,2.0528,2.2527,0.0000,-6.8115,-2.9807,-0.6239,-6.8115,-2.9807,6.7613,13.4899,45.2549,95074670.0000,0.1266,830970900,23994125.0000,71.7900,44.0831,False,False,-6.8115,51.7590,82.3510,0.5295,52.9500,0.6269,0.1554,0.2176,0.1554,Moderate Body,False,1.9300,1.2100,0.3731,0.6269,0.6542,65.4200,55.5556,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,,,
