Date,Open,,Date,High,,Date,Low,,Date,Close,,Date,Volume
Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),6125.01,,Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),6136.5,,Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),5987.53,,Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),6010.64,,Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),0
Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),6039.85,,Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),6293.01,,Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),6032.97,,Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),6259.37,,Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),0
Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),6246.3,,Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),6421.36,,Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),6167.48,,Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),6421.36,,Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),0
Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),6451.82,,Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),6547.61,,Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),6407.32,,Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),6480.57,,Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),0
Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),6488.38,,Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),6639.13,,Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),6373.53,,Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),6621.01,,Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),0
Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),6632.49,,Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),6804.16,,Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),6577.61,,Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),6796.71,,Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),0
Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),6797.56,,Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),6817.39,,Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),6612.65,,Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),6695.72,,Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),0
Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),6653.29,,Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),6895.39,,Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),6544.66,,Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),6824.12,,Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),0
Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),6834.4,,Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),6920.62,,Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),6754.28,,Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),6913.29,,Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),0
Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),6899.32,,Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),6973.6,,Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),6723.21,,Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),6810.21,,Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),0
Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6782.02,,Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6915.88,,Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6745.07,,Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6792.95,,Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),0
Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6884.1,,Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),7029.21,,Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6796.66,,Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6987.9,,Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),0
Thu Mar 28 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6943.88,,Thu Mar 28 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6991.53,,Thu Mar 28 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6891.32,,Thu Mar 28 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6922.04,,Thu Mar 28 2024 12:00:00 GMT-0400 (Eastern Daylight Time),0
Fri Apr 05 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6929.17,,Fri Apr 05 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6974.38,,Fri Apr 05 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6795.24,,Fri Apr 05 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6900.92,,Fri Apr 05 2024 12:00:00 GMT-0400 (Eastern Daylight Time),0
Fri Apr 12 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6914.83,,Fri Apr 12 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6992.79,,Fri Apr 12 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6823.27,,Fri Apr 12 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6887.21,,Fri Apr 12 2024 12:00:00 GMT-0400 (Eastern Daylight Time),0
Fri Apr 19 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6931.41,,Fri Apr 19 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6941.75,,Fri Apr 19 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6482.29,,Fri Apr 19 2024 12:00:00 GMT-0400 (Eastern Daylight Time),6505.8,,Fri Apr 19 2024 12:00:00 GMT-0400 (Eastern Daylight Time),0
