ticker,description,market_cap,market_cap_currency,sector,industry,exchange,analyst rating,upcoming earnings date,recent earnings date,index,NASDAQComposite,SP500,SP500ConsumerDiscretionary,Russell3000,Russell1000,NASDAQIndustrials,NASDAQBank,NasdaqUSLargeCapGrowth,Russell2000,SPMidCap400,MiniRussell2000,SP500ESG,NASDAQ100,SP100,NASDAQUSBenchmarkFoodProducers,NasdaqUSSmallCapGrowth,NASDAQComputer,DowJonesIndustrialAverage,KBWNASDAQBank,SP500Financials,DowJonesCompositeAverage,SP500HealthCare,NASDAQBiotechnology,SP500Industrials,PHLXSemiconductorSector,SP500InformationTechnology,SP500CommunicationServices,NASDAQTelecommunications,NASDAQRealEstateandOtherFinancialServices,NASDAQ100TechnologySector,NASDAQCBInsightsMetaverseUSIndex,NasdaqUSMidCapGrowth,PHLXHousingSector,SP500Energy,NYSEArcaMajorMarket,SP500Materials,SP500ConsumerStaples,NASDAQInsurance,NASDAQTransportation,DowJonesTransportationAverage,ISECTACloudComputing,KBWNASDAQFinancialTechnologyIndex,NASDAQCleanEdgeGreenEnergy,SP500RealEstate,NASDAQGoldenDragonChina,SP500Utilities,PHLXUtilitiesSector,DowJonesUtilityAverage,PHLXGoldSilverSector,PHLXOilServiceSector,MainIndex,filter_applied,universe_name,generation_source,generation_date
LNG,"Cheniere Energy, Inc.",53091580943.0,USD,Industrial services,Oil & gas pipelines,NYSE,Buy,2025-10-30,2025-08-07,"Russell 3000, Russell 1000",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Oil & gas pipelines,ticker_universe_industry_Oil_gas_pipelines,simple_universe_generator,2025-09-17T23:34:06.099650
OKE,"ONEOK, Inc.",46866438986.0,USD,Industrial services,Oil & gas pipelines,NYSE,Buy,2025-11-04,2025-08-04,"S&P 500, S&P 500 Energy, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, S&P 500 ESG",False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Oil & gas pipelines,ticker_universe_industry_Oil_gas_pipelines,simple_universe_generator,2025-09-17T23:34:06.099650
MPLX,MPLX LP,51737974023.0,USD,Industrial services,Oil & gas pipelines,NYSE,Buy,2025-11-04,2025-08-05,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Oil & gas pipelines,ticker_universe_industry_Oil_gas_pipelines,simple_universe_generator,2025-09-17T23:34:06.099650
DTM,"DT Midstream, Inc.",10374627033.0,USD,Industrial services,Oil & gas pipelines,NYSE,Buy,2025-10-30,2025-07-31,"S&P MidCap 400, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Oil & gas pipelines,ticker_universe_industry_Oil_gas_pipelines,simple_universe_generator,2025-09-17T23:34:06.099650
WES,"Western Midstream Partners, LP",14585818291.0,USD,Industrial services,Oil & gas pipelines,NYSE,Neutral,2025-11-05,2025-08-06,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Oil & gas pipelines,ticker_universe_industry_Oil_gas_pipelines,simple_universe_generator,2025-09-17T23:34:06.099650
TRP,TC Energy Corporation,52967200000.0,USD,Industrial services,Oil & gas pipelines,NYSE,Buy,2025-11-05,2025-07-31,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Oil & gas pipelines,ticker_universe_industry_Oil_gas_pipelines,simple_universe_generator,2025-09-17T23:34:06.099650
DKL,"Delek Logistics Partners, L.P.",2310706756.0,USD,Industrial services,Oil & gas pipelines,NYSE,Buy,2025-11-11,2025-08-06,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Oil & gas pipelines,ticker_universe_industry_Oil_gas_pipelines,simple_universe_generator,2025-09-17T23:34:06.099650
EPD,Enterprise Products Partners L.P.,68595043317.0,USD,Industrial services,Oil & gas pipelines,NYSE,Buy,2025-11-04,2025-07-28,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Oil & gas pipelines,ticker_universe_industry_Oil_gas_pipelines,simple_universe_generator,2025-09-17T23:34:06.099650
PBA,Pembina Pipeline Corp.,21732665863.5197,USD,Industrial services,Oil & gas pipelines,NYSE,Buy,2025-10-30,2025-08-07,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Oil & gas pipelines,ticker_universe_industry_Oil_gas_pipelines,simple_universe_generator,2025-09-17T23:34:06.099650
ENB,Enbridge Inc,103443615402.649,USD,Industrial services,Oil & gas pipelines,NYSE,Buy,2025-10-31,2025-08-01,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Oil & gas pipelines,ticker_universe_industry_Oil_gas_pipelines,simple_universe_generator,2025-09-17T23:34:06.099650
