ticker,description,market_cap,market_cap_currency,sector,industry,exchange,analyst rating,upcoming earnings date,recent earnings date,index,NASDAQComposite,SP500,SP500ConsumerDiscretionary,Russell3000,Russell1000,NASDAQIndustrials,NASDAQBank,NasdaqUSLargeCapGrowth,Russell2000,SPMidCap400,MiniRussell2000,SP500ESG,NASDAQ100,SP100,NASDAQUSBenchmarkFoodProducers,NasdaqUSSmallCapGrowth,NASDAQComputer,DowJonesIndustrialAverage,KBWNASDAQBank,SP500Financials,DowJonesCompositeAverage,SP500HealthCare,NASDAQBiotechnology,SP500Industrials,PHLXSemiconductorSector,SP500InformationTechnology,SP500CommunicationServices,NASDAQTelecommunications,NASDAQRealEstateandOtherFinancialServices,NASDAQ100TechnologySector,NASDAQCBInsightsMetaverseUSIndex,NasdaqUSMidCapGrowth,PHLXHousingSector,SP500Energy,NYSEArcaMajorMarket,SP500Materials,SP500ConsumerStaples,NASDAQInsurance,NASDAQTransportation,DowJonesTransportationAverage,ISECTACloudComputing,KBWNASDAQFinancialTechnologyIndex,NASDAQCleanEdgeGreenEnergy,SP500RealEstate,NASDAQGoldenDragonChina,SP500Utilities,PHLXUtilitiesSector,DowJonesUtilityAverage,PHLXGoldSilverSector,PHLXOilServiceSector,MainIndex,filter_applied,universe_name,generation_source,generation_date
PDS,Precision Drilling Corporation,763976204.244811,USD,Industrial services,Contract drilling,NYSE,Buy,2025-10-23,2025-07-29,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Contract drilling,ticker_universe_industry_Contract_drilling,simple_universe_generator,2025-09-17T23:34:06.212158
VAL,Valaris Limited,3478777923.0,USD,Industrial services,Contract drilling,NYSE,Neutral,2025-11-04,2025-07-30,"Russell 2000, S&P MidCap 400, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Contract drilling,ticker_universe_industry_Contract_drilling,simple_universe_generator,2025-09-17T23:34:06.212158
BKR,Baker Hughes Company,43822328987.0,USD,Industrial services,Contract drilling,NASDAQ,Buy,2025-10-15,2025-07-22,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Energy, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",True,True,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Contract drilling,ticker_universe_industry_Contract_drilling,simple_universe_generator,2025-09-17T23:34:06.212158
SLB,Schlumberger N.V.,53010641539.0,USD,Industrial services,Contract drilling,NYSE,Strong buy,2025-10-17,2025-07-18,"S&P 500, S&P 500 Energy, Russell 3000, Russell 1000, PHLX Oil Service Sector, S&P 500 ESG",False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,industry=Contract drilling,ticker_universe_industry_Contract_drilling,simple_universe_generator,2025-09-17T23:34:06.212158
NE,Noble Corporation plc A,4448682645.0,USD,Industrial services,Contract drilling,NYSE,Buy,2025-10-29,2025-08-05,"Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Contract drilling,ticker_universe_industry_Contract_drilling,simple_universe_generator,2025-09-17T23:34:06.212158
SDRL,Seadrill Limited,1918499217.0,USD,Industrial services,Contract drilling,NYSE,Strong buy,2025-11-05,2025-08-06,"Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Contract drilling,ticker_universe_industry_Contract_drilling,simple_universe_generator,2025-09-17T23:34:06.212158
BORR,Borr Drilling Limited,753416402.0,USD,Industrial services,Contract drilling,NYSE,Buy,2025-11-27,2025-08-13,"Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Contract drilling,ticker_universe_industry_Contract_drilling,simple_universe_generator,2025-09-17T23:34:06.212158
HP,"Helmerich & Payne, Inc.",1884384941.0,USD,Industrial services,Contract drilling,NYSE,Neutral,2025-11-12,2025-08-06,"Russell 2000, Russell 3000, Mini-Russell 2000, PHLX Oil Service Sector",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,industry=Contract drilling,ticker_universe_industry_Contract_drilling,simple_universe_generator,2025-09-17T23:34:06.212158
RIG,Transocean Ltd (Switzerland),2867099964.0,USD,Industrial services,Contract drilling,NYSE,Neutral,2025-11-03,2025-08-04,"Russell 2000, Russell 3000, Mini-Russell 2000, PHLX Oil Service Sector",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,industry=Contract drilling,ticker_universe_industry_Contract_drilling,simple_universe_generator,2025-09-17T23:34:06.212158
PTEN,"Patterson-UTI Energy, Inc.",2183899817.0,USD,Industrial services,Contract drilling,NASDAQ,Buy,2025-10-23,2025-07-23,"NASDAQ Composite, Russell 2000, Russell 3000, NASDAQ Industrials, Mini-Russell 2000",True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,industry=Contract drilling,ticker_universe_industry_Contract_drilling,simple_universe_generator,2025-09-17T23:34:06.212158
