ticker,description,market_cap,market_cap_currency,sector,industry,exchange,analyst rating,upcoming earnings date,recent earnings date,index,NASDAQComposite,SP500,SP500ConsumerDiscretionary,Russell3000,Russell1000,NASDAQIndustrials,NASDAQBank,NasdaqUSLargeCapGrowth,Russell2000,SPMidCap400,MiniRussell2000,SP500ESG,NASDAQ100,SP100,NASDAQUSBenchmarkFoodProducers,NasdaqUSSmallCapGrowth,NASDAQComputer,DowJonesIndustrialAverage,KBWNASDAQBank,SP500Financials,DowJonesCompositeAverage,SP500HealthCare,NASDAQBiotechnology,SP500Industrials,PHLXSemiconductorSector,SP500InformationTechnology,SP500CommunicationServices,NASDAQTelecommunications,NASDAQRealEstateandOtherFinancialServices,NASDAQ100TechnologySector,NASDAQCBInsightsMetaverseUSIndex,NasdaqUSMidCapGrowth,PHLXHousingSector,SP500Energy,NYSEArcaMajorMarket,SP500Materials,SP500ConsumerStaples,NASDAQInsurance,NASDAQTransportation,DowJonesTransportationAverage,ISECTACloudComputing,KBWNASDAQFinancialTechnologyIndex,NASDAQCleanEdgeGreenEnergy,SP500RealEstate,NASDAQGoldenDragonChina,SP500Utilities,PHLXUtilitiesSector,DowJonesUtilityAverage,PHLXGoldSilverSector,PHLXOilServiceSector,MainIndex,filter_applied,universe_name,generation_source,generation_date
MLM,"Martin Marietta Materials, Inc.",37211215118.0,USD,Non-energy minerals,Construction materials,NYSE,Buy,2025-10-29,2025-08-07,"S&P 500, S&P 500 Materials, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sector=Non-energy minerals,ticker_universe_sectors_Non-energy_minerals,simple_universe_generator,2025-09-17T23:34:05.951249
RS,"Reliance, Inc.",15532977094.0,USD,Non-energy minerals,Steel,NYSE,Buy,2025-10-23,2025-07-23,"S&P MidCap 400, Russell 3000, Russell 1000",False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sector=Non-energy minerals,ticker_universe_sectors_Non-energy_minerals,simple_universe_generator,2025-09-17T23:34:05.951249
EXP,Eagle Materials Inc,7696323561.0,USD,Non-energy minerals,Construction materials,NYSE,Neutral,2025-10-23,2025-07-29,"S&P MidCap 400, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sector=Non-energy minerals,ticker_universe_sectors_Non-energy_minerals,simple_universe_generator,2025-09-17T23:34:05.951249
CRS,Carpenter Technology Corporation,12059236384.0,USD,Non-energy minerals,Other metals/Minerals,NYSE,Strong buy,2025-10-23,2025-07-31,"S&P MidCap 400, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000",False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sector=Non-energy minerals,ticker_universe_sectors_Non-energy_minerals,simple_universe_generator,2025-09-17T23:34:05.951249
VMC,Vulcan Materials Company (Holding Company),38474557228.0,USD,Non-energy minerals,Construction materials,NYSE,Buy,2025-10-29,2025-07-31,"S&P 500, S&P 500 Materials, Nasdaq US Large Cap Growth, Russell 3000, PHLX Housing Sector, Russell 1000",False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sector=Non-energy minerals,ticker_universe_sectors_Non-energy_minerals,simple_universe_generator,2025-09-17T23:34:05.951249
MSB,Mesabi Trust,410000294.0,USD,Non-energy minerals,Steel,NYSE,Neutral,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sector=Non-energy minerals,ticker_universe_sectors_Non-energy_minerals,simple_universe_generator,2025-09-17T23:34:05.951249
STLD,"Steel Dynamics, Inc.",19391259991.0,USD,Non-energy minerals,Steel,NASDAQ,Buy,2025-10-15,2025-07-21,"S&P 500, NASDAQ Composite, S&P 500 Materials, Russell 3000, Russell 1000, NASDAQ Industrials",True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sector=Non-energy minerals,ticker_universe_sectors_Non-energy_minerals,simple_universe_generator,2025-09-17T23:34:05.951249
RGLD,"Royal Gold, Inc.",11710686278.0,USD,Non-energy minerals,Precious metals,NASDAQ,Strong buy,2025-10-29,2025-08-06,"NASDAQ Composite, PHLX Gold/Silver Sector, S&P MidCap 400, Nasdaq US Mid Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials",True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,sector=Non-energy minerals,ticker_universe_sectors_Non-energy_minerals,simple_universe_generator,2025-09-17T23:34:05.951249
RIO,Rio Tinto Plc,105110012735.645,USD,Non-energy minerals,Other metals/Minerals,NYSE,Buy,2026-03-04,2025-07-30,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sector=Non-energy minerals,ticker_universe_sectors_Non-energy_minerals,simple_universe_generator,2025-09-17T23:34:05.951249
LEU,Centrus Energy Corp.,3799430302.0,USD,Non-energy minerals,Other metals/Minerals,AMEX,Buy,2025-11-11,2025-08-05,"Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,sector=Non-energy minerals,ticker_universe_sectors_Non-energy_minerals,simple_universe_generator,2025-09-17T23:34:05.951249
