analysis_date,timeframe,total_models_run,simple_trend_count,mean_reversion_count,volatility_count,portfolio_correlation_count,portfolio_assets,avg_correlation,diversification_ratio
2025-09-01,weekly,145,48,48,48,1,48,0.5182558721405138,0.48174412785948606
