analysis_date,timeframe,total_models_run,simple_trend_count,mean_reversion_count,volatility_count,portfolio_correlation_count,portfolio_assets,avg_correlation,diversification_ratio
2025-08-25,weekly,97,32,32,32,1,32,0.4936781517435914,0.5063218482564086
