ticker,model_type,current_price,data_points,above_sma_10,above_sma_20,above_sma_50,sma_10_slope,sma_20_slope,sma_50_slope,trend_score,predicted_price_5d,predicted_return_5d,prediction_confidence,sma_20,upper_band,lower_band,band_position,rsi,oversold_signal,overbought_signal,reversion_score,predicted_direction,reversion_target,potential_return,volatility_daily,volatility_annualized,current_vol_20d,avg_vol_50d,volatility_percentile,volatility_regime,vol_clustering_signal,downside_volatility,analysis_date,assets_analyzed,overlapping_periods,highest_correlation,highest_corr_pair,lowest_correlation,lowest_corr_pair,avg_correlation,diversification_ratio
^DJUSST,simple_trend,597.1599731445312,87.0,True,True,True,5.8146008300781435,3.415150604248049,-0.7825598144531284,100.0,612.3495980960856,0.0254364418826813,0.7333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^DJUSST,mean_reversion,597.1599731445312,,,,,,,,,,,,545.918505859375,627.9954642887591,463.841547429991,0.8121550083342968,75.88068826822435,False,True,-24.119311731775653,down,545.918505859375,-0.0858086100703106,,,,,,,,,,,,,,,,,
^DJUSST,volatility,597.1599731445312,,,,,,,,,,,,,,,,,,,,,,,0.04001662146862431,0.6352441722899292,0.560410658174443,0.691137744649814,25.581395348837212,normal,0.8291368979154047,0.502596881818638,,,,,,,,,
DIA,simple_trend,454.989990234375,88.0,True,True,True,2.6355297851562454,1.6509915161132824,0.8011165771484372,100.0,491.3741153360933,0.0799668693436005,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIA,mean_reversion,454.989990234375,,,,,,,,,,,,433.1745101928711,467.5596090534169,398.78941133232524,0.8172228779969489,69.51810311213679,False,False,0.0,neutral,433.1745101928711,-0.04794716479425476,,,,,,,,,,,,,,,,,
DIA,volatility,454.989990234375,,,,,,,,,,,,,,,,,,,,,,,0.01979571043727466,0.3142471610572466,0.29918724242162287,0.3265299171602142,34.48275862068966,normal,0.5076712130502147,0.23478926896088054,,,,,,,,,
IWM,simple_trend,237.7700042724609,88.0,True,True,True,2.13945343017578,1.232589187622068,0.1691669464111328,100.0,280.0031486119034,0.17762183446423066,0.7333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWM,mean_reversion,237.7700042724609,,,,,,,,,,,,215.74591751098632,241.08113910515598,190.41069591681665,0.9346535253226864,77.28964323312073,False,True,-22.710356766879272,down,215.74591751098632,-0.09262769216354627,,,,,,,,,,,,,,,,,
IWM,volatility,237.7700042724609,,,,,,,,,,,,,,,,,,,,,,,0.029013722556974895,0.4605785669638837,0.3879330628072597,0.5020124680660272,14.942528735632186,low,0.4352297674602399,0.32891886032815887,,,,,,,,,
IWC,simple_trend,143.4199981689453,88.0,True,True,True,1.6107427978515603,1.0705117034912106,0.20446398925781253,100.0,173.34715997477656,0.20866798346056153,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWC,mean_reversion,143.4199981689453,,,,,,,,,,,,127.58283424377441,147.66363083619086,107.50203765135795,0.8943360476832836,75.09470976603549,False,True,-24.905290233964507,down,127.58283424377441,-0.11042507409960434,,,,,,,,,,,,,,,,,
IWC,volatility,143.4199981689453,,,,,,,,,,,,,,,,,,,,,,,0.03463441522113916,0.5498042968757061,0.4742331486090618,0.5913397841243182,13.793103448275861,low,0.5229905709797925,0.36505176399569805,,,,,,,,,
TLT,simple_trend,88.22457122802734,88.0,True,True,True,0.145435028076173,-0.08530719757080192,-0.08505210876464844,25.075721740722642,89.04385723412287,0.009286369938573921,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLT,mean_reversion,88.22457122802734,,,,,,,,,,,,86.1250072479248,88.37191257012574,83.87810192572385,0.9672123830402269,62.012652455538785,False,False,0.0,neutral,86.1250072479248,-0.02379795051285616,,,,,,,,,,,,,,,,,
TLT,volatility,88.22457122802734,,,,,,,,,,,,,,,,,,,,,,,0.01904040621244648,0.3022570781986959,0.20395727822069257,0.323390234814166,2.2988505747126435,low,0.6623741653656217,0.186546314452148,,,,,,,,,
GLD,simple_trend,331.04998779296875,88.0,True,True,True,0.8751989746093727,1.6555500793456985,1.6974900054931623,100.0,372.0903023233883,0.12397014361494321,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLD,mean_reversion,331.04998779296875,,,,,,,,,,,,308.5660003662109,323.8798935109562,293.2521072214656,1.2341042285668828,68.98075717833848,False,False,0.0,neutral,308.5660003662109,-0.06791719757083581,,,,,,,,,,,,,,,,,
GLD,volatility,331.04998779296875,,,,,,,,,,,,,,,,,,,,,,,0.021241862713735533,0.337204116745919,0.39508163043038996,0.33593994573040137,62.06896551724138,normal,0.9975163320279249,0.183560936364009,,,,,,,,,
UUP,simple_trend,27.399999618530277,88.0,True,True,False,0.007799987792968466,-0.05569999694824226,0.00015390777587889203,-14.412768046061572,26.951621877461474,-0.016364151361723728,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UUP,mean_reversion,27.399999618530277,,,,,,,,,,,,27.37800006866455,27.78842201299774,26.967578124331364,0.5268011374263482,48.90827148329329,False,False,0.0,neutral,27.37800006866455,-0.0008029032909492306,,,,,,,,,,,,,,,,,
UUP,volatility,27.399999618530277,,,,,,,,,,,,,,,,,,,,,,,0.011821047002376303,0.18765330362815952,0.12961963033816346,0.21745746228356486,27.586206896551722,normal,0.27933276863125267,0.1530171703463763,,,,,,,,,
MDY,simple_trend,602.8900146484375,88.0,True,True,True,3.5140026855468705,2.5740759277343725,0.5154322509765621,100.0,668.9893035209303,0.10963739200596523,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDY,mean_reversion,602.8900146484375,,,,,,,,,,,,565.1339508056641,611.7207365662052,518.5471650451229,0.9052228891347198,73.30608115150636,False,True,-26.693918848493638,down,565.1339508056641,-0.06262512717977264,,,,,,,,,,,,,,,,,
MDY,volatility,602.8900146484375,,,,,,,,,,,,,,,,,,,,,,,0.024215215039838048,0.38440462163617506,0.3453061915880389,0.41651492579390703,18.39080459770115,low,0.37635454216723924,0.29716152850657634,,,,,,,,,
ARKK,simple_trend,75.37000274658203,88.0,True,True,True,1.227200088500976,1.1496500396728506,0.44616999816894526,100.0,86.08238720732149,0.14213060992923,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARKK,mean_reversion,75.37000274658203,,,,,,,,,,,,66.67649993896484,85.89981419188678,47.4531856860429,0.7261187299244142,76.35960785671048,False,False,0.0,neutral,66.67649993896484,-0.11534433449402304,,,,,,,,,,,,,,,,,
ARKK,volatility,75.37000274658203,,,,,,,,,,,,,,,,,,,,,,,0.05379334232867702,0.8539428359558614,0.8511109627059227,0.8867642710773594,36.7816091954023,normal,0.5246403018733188,0.5128563518565413,,,,,,,,,
FFTY,simple_trend,35.18000030517578,88.0,True,True,True,0.385799942016601,0.3015000343322754,0.09926212120056147,100.0,39.568260655021795,0.12473735962988033,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFTY,mean_reversion,35.18000030517578,,,,,,,,,,,,31.628000259399414,36.82885684675765,26.427143672041176,0.8414822141424011,73.56628945290075,False,True,-26.433710547099253,down,31.628000259399414,-0.10096645864024589,,,,,,,,,,,,,,,,,
FFTY,volatility,35.18000030517578,,,,,,,,,,,,,,,,,,,,,,,0.039617861283511975,0.6289140505945614,0.406146607196777,0.6937698351946884,2.2988505747126435,low,0.3045395247384817,0.4637820442676134,,,,,,,,,
VUG,simple_trend,462.6000061035156,88.0,True,True,True,3.9190753173828172,3.6307087707519488,1.3112250671386705,100.0,502.6867835671029,0.08665537599369832,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUG,mean_reversion,462.6000061035156,,,,,,,,,,,,430.37184753417966,484.74696184007917,375.99673322828016,0.7963502604153544,79.4974434851955,False,False,0.0,neutral,430.37184753417966,-0.06966744086493659,,,,,,,,,,,,,,,,,
VUG,volatility,462.6000061035156,,,,,,,,,,,,,,,,,,,,,,,0.02812697109838043,0.44650182395889526,0.41458197849423956,0.4591885840862245,29.88505747126437,normal,0.5459823005147083,0.3076208858518321,,,,,,,,,
VTV,simple_trend,182.5500030517578,88.0,True,True,True,0.8889035034179699,0.5657659149169916,0.28379780578613206,100.0,195.51377689609316,0.07101491989928789,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTV,mean_reversion,182.5500030517578,,,,,,,,,,,,175.00911560058594,186.58037854531634,163.43785265585555,0.8258454797540499,72.9471175084779,False,True,-27.052882491522098,down,175.00911560058594,-0.041308613120284776,,,,,,,,,,,,,,,,,
VTV,volatility,182.5500030517578,,,,,,,,,,,,,,,,,,,,,,,0.01760795589077218,0.27951763429906784,0.23787149962471696,0.2988663631472509,21.839080459770116,normal,0.5215330004002272,0.23067297264501746,,,,,,,,,
