signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-03-19,0,210.48065185546875,210.48065185546875,1.52156170194324,206.63691040039063
2,2024-04-11,1,218.1787872314453,218.1787872314453,19.874182839829242,214.27475494384765
3,2024-08-13,2,193.8832092285156,193.8832092285156,12.254571291378236,184.82719329833984
4,2024-08-30,3,191.67616271972656,191.67616271972656,7.147959191036915,191.29975708007814
5,2024-11-21,4,217.40719604492188,217.40719604492188,17.336251270524965,202.35841857910154
6,2025-05-27,5,163.927978515625,163.927978515625,16.356633451103434,159.97557830810547
7,2025-07-17,6,162.22999572753906,162.22999572753906,11.593208860951819,163.55899139404298
