level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
415.2699890136719,2024-11-13,219,2024-11-13,-1,2025-05-15,343.0,True,True
391.6099853515625,2025-03-07,295,2025-03-07,-1,2025-04-30,332.0,True,True
437.05999755859375,2025-05-16,344,2025-05-16,-1,,,True,False
