level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
77.05952852823515,2024-09-17,178,2024-09-17,-1,2024-11-06,214.0,True,True
81.13550991895539,2024-11-13,219,2024-11-13,-1,2025-01-30,270.0,True,True
81.50280208366101,2024-12-17,242,2024-12-17,-1,2025-01-30,270.0,True,True
89.76576552221094,2025-02-14,281,2025-02-14,-1,,,True,False
81.55721161200931,2025-05-19,345,2025-05-19,-1,,,True,False
81.24858449870241,2025-07-07,377,2025-07-07,-1,,,True,False
