signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-04-05,0,74.50399780273438,74.50399780273438,1.264754383625358,72.09194641113281
2,2024-04-16,1,72.63400268554688,72.63400268554688,0.6955706052487581,72.60469329833984
3,2024-09-09,2,74.9346694946289,74.9346694946289,19.427145498735303,72.83393341064453
4,2024-11-05,3,77.4886703491211,77.4886703491211,18.973668393703544,77.06610641479492
5,2024-11-21,4,80.31600189208984,80.31600189208984,10.04740350001782,78.48871994018555
6,2024-12-20,5,81.27400207519531,81.27400207519531,1.9865115206704578,81.22517364501954
7,2024-12-24,6,81.4433364868164,81.4433364868164,13.245156555203039,81.27689361572266
8,2025-02-20,7,87.49600219726562,87.49600219726562,16.341617745280697,83.76069351196288
9,2025-03-14,8,88.49400329589844,88.49400329589844,5.871253105280937,85.84982666015625
10,2025-04-09,9,89.89666748046875,89.89666748046875,8.54677237189821,89.55769348144531
11,2025-04-28,10,91.34400177001952,91.34400177001952,18.290068927791186,90.50413345336914
12,2025-05-15,11,91.34200286865234,91.34200286865234,13.337487023390503,91.22198669433594
13,2025-06-20,12,89.69000244140625,89.69000244140625,12.451188812396639,91.23733352661132
14,2025-08-19,13,103.05999755859376,103.05999755859376,13.681653413296388,94.78106735229493
