signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-05-21,0,32.84255599975586,32.84255599975586,18.823795236366724,30.655658836364747
2,2024-05-29,1,32.552425384521484,32.552425384521484,14.634378583367745,31.14401351928711
3,2024-06-13,2,32.93926239013672,32.93926239013672,0.7144371816725954,31.99789352416992
4,2024-10-10,3,35.75164794921875,35.75164794921875,14.438527433580113,35.42382629394531
5,2025-03-11,4,32.787010192871094,32.787010192871094,3.92155664724498,31.66822998046875
6,2025-03-13,5,32.658782958984375,32.658782958984375,19.54528952984657,31.703890838623046
7,2025-04-29,6,33.99171447753906,33.99171447753906,6.5328175753723645,33.70578704833984
8,2025-05-12,7,33.27672576904297,33.27672576904297,2.4392278030460193,33.83547248840332
9,2025-05-15,8,33.3065185546875,33.3065185546875,13.100565047390294,33.81537864685058
10,2025-07-29,9,33.849998474121094,33.849998474121094,18.120862071614003,33.17273002624512
