signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-04-22,0,177.22999572753906,177.22999572753906,7.287215603021122,177.32059997558594
2,2024-04-25,1,173.6699981689453,173.6699981689453,19.289611410171748,177.6079998779297
3,2024-05-17,2,184.6999969482422,184.6999969482422,10.033545516094307,181.24680053710938
4,2024-05-21,3,183.1499938964844,183.1499938964844,9.03007188810932,181.63440002441405
5,2024-05-28,4,182.1499938964844,182.1499938964844,8.140929729809962,182.07360015869142
6,2024-07-16,5,193.0200042724609,193.0200042724609,18.225653612082258,187.84500030517577
7,2024-10-04,6,186.509994506836,186.509994506836,7.453433809034388,179.2540005493164
8,2024-10-09,7,185.1699981689453,185.1699981689453,17.296928794448707,179.27960052490235
9,2024-10-24,8,186.3800048828125,186.3800048828125,13.02687144229631,183.26820068359376
10,2024-11-25,9,201.4499969482422,201.4499969482422,6.798985271288469,193.32840026855467
11,2025-01-03,10,224.19000244140625,224.19000244140625,15.367146800965626,211.15799987792968
12,2025-01-15,11,223.3500061035156,223.3500061035156,12.341753432926332,215.81980010986328
13,2025-02-10,12,233.13999938964844,233.13999938964844,19.747854519476544,226.09400024414063
14,2025-05-27,13,206.0200042724609,206.0200042724609,18.481466712649897,191.26120025634765
15,2025-06-24,14,212.7700042724609,212.7700042724609,10.459910235913222,198.8306005859375
16,2025-08-06,15,222.3099975585937,222.3099975585937,9.279178711346377,218.45580078125
17,2025-08-22,16,228.83999633789065,228.83999633789065,19.294704803828605,222.43480072021484
