signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-04-05,0,66.68878936767578,66.68878936767578,4.249953879722754,66.8641512298584
2,2024-04-19,1,65.0429916381836,65.0429916381836,16.836495720707074,66.62892539978027
3,2024-05-30,2,70.19570922851562,70.19570922851562,12.986959224445533,68.57571533203125
4,2024-07-03,3,71.5967025756836,71.5967025756836,9.756201228100798,71.15064651489257
5,2024-07-11,4,71.86912536621094,71.86912536621094,18.61831931735022,71.47512939453125
6,2024-09-11,5,77.36608123779297,77.36608123779297,18.151824938999177,73.72582626342773
7,2024-10-02,6,75.73157501220703,75.73157501220703,9.836047307957907,75.6391569519043
8,2024-10-04,7,75.89698028564453,75.89698028564453,11.913931911509259,75.81700546264648
9,2024-10-08,8,75.03108978271484,75.03108978271484,15.753253212612352,75.93064163208008
10,2025-01-14,9,74.51832580566406,74.51832580566406,8.454078106233824,75.78957397460937
11,2025-03-05,10,83.82198333740234,83.82198333740234,18.927407511469497,78.85442245483398
12,2025-03-11,11,82.51551055908203,82.51551055908203,3.0913380662487913,79.43124893188477
13,2025-04-09,12,84.21788024902344,84.21788024902344,4.352156038434342,83.09490966796875
14,2025-05-15,13,86.91000366210938,86.91000366210938,16.958055870816874,85.78505142211914
15,2025-06-30,14,92.72000122070312,92.72000122070312,10.565118855477987,90.01782104492187
16,2025-07-16,15,95.4499969482422,95.4499969482422,16.363658432125234,91.56097045898437
17,2025-08-04,16,97.87999725341795,97.87999725341795,14.572734278254922,94.2021987915039
