level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
196.69770225879068,2024-12-01,299,2024-12-01,-1,2025-06-01,305.0,True,True
260.3168545823529,2025-07-01,306,2025-07-01,-1,,,True,False
