level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
621.2362092002562,2024-11-01,298,2024-11-01,-1,,,True,False
602.0858924841986,2025-04-01,303,2025-04-01,-1,,,True,False
