signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2004-05-01,0,25.688209533691406,25.688209533691406,11.461330529669965,25.083165486653645
2,2010-07-01,1,24.18870735168457,24.18870735168457,11.227169877718202,23.216872533162434
3,2013-11-01,2,61.99134826660156,61.99134826660156,17.351579059603882,59.394866943359375
4,2014-05-01,3,66.77082824707031,66.77082824707031,15.14830439983193,66.0650266011556
5,2015-05-01,4,102.42707061767578,102.42707061767578,2.2899412718741723,99.26746877034505
6,2015-12-01,5,101.09723663330078,101.09723663330078,18.92553227594656,99.72508748372395
7,2018-04-01,6,211.4180145263672,211.4180145263672,18.81399786450133,201.25479125976562
8,2019-10-01,7,231.2588806152344,231.2588806152344,10.920474838290767,214.11552937825522
9,2021-10-01,8,434.610107421875,434.610107421875,0.6845917546718511,397.8780822753906
10,2022-10-01,9,530.7778930664062,530.7778930664062,11.158332995171252,502.37091064453125
11,2025-08-01,10,309.8699951171875,309.8699951171875,2.296951572313819,289.73366292317706
