signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-03-19,0,144.47640991210938,144.47640991210938,18.49454255780363,141.2436767578125
2,2024-03-27,1,145.22628784179688,145.22628784179688,11.320894829431703,142.42444671630858
3,2024-07-05,2,143.9741668701172,143.9741668701172,3.431466616321141,137.37533294677735
4,2024-07-22,3,143.35098266601562,143.35098266601562,6.731715099938189,140.99721313476562
5,2024-07-29,4,140.3735809326172,140.3735809326172,4.470847490370409,141.8615057373047
6,2024-08-08,5,137.71270751953125,137.71270751953125,9.142120300620904,142.78913848876954
7,2024-09-05,6,151.4819793701172,151.4819793701172,16.970412944567055,144.42285430908203
8,2024-09-10,7,149.52232360839844,149.52232360839844,17.99000970039866,144.6669598388672
9,2024-10-11,8,142.15480041503906,142.15480041503906,14.520563746008447,146.6084976196289
10,2024-12-12,9,152.94659423828125,152.94659423828125,19.878793309283154,144.8506265258789
11,2024-12-24,10,149.5672149658203,149.5672149658203,18.03917880681211,145.98958404541017
12,2025-01-28,11,147.02273559570312,147.02273559570312,10.802421060884232,149.23363433837892
13,2025-02-05,12,146.54566955566406,146.54566955566406,19.139547190021574,150.3014453125
