level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
167.84587743988882,2024-11-22,226,2024-11-22,-1,2025-08-11,402.0,True,True
146.9097640618473,2025-04-03,314,2025-04-03,-1,2025-05-02,334.0,True,True
160.49216086239556,2025-05-07,337,2025-05-07,-1,2025-08-05,398.0,True,True
160.99000549316406,2025-07-01,374,2025-07-01,-1,2025-08-06,399.0,True,True
180.8999938964844,2025-08-14,405,2025-08-14,-1,,,True,False
