signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2004-08-01,0,287.8992919921875,287.8992919921875,13.267832550804016,280.9120178222656
2,2006-12-01,1,375.9324340820313,375.9324340820313,15.122133855724135,347.52759806315106
3,2009-07-01,2,23.66173553466797,23.66173553466797,4.6357667678915595,24.532569249471027
4,2010-09-01,3,29.185306549072266,29.185306549072266,13.235083477995344,29.160415649414062
5,2017-02-01,4,45.3591194152832,45.3591194152832,6.602310317184961,44.25692621866862
6,2019-06-01,5,55.81999206542969,55.81999206542969,1.8054175995690127,53.67857106526693
7,2020-08-01,6,42.48871994018555,42.48871994018555,14.94883200341662,41.89480972290039
8,2020-11-01,7,46.33906936645508,46.33906936645508,7.072222111929474,38.865580240885414
9,2021-02-01,8,55.90776443481445,55.90776443481445,19.322915999856445,52.19605509440104
10,2022-07-01,9,45.82695770263672,45.82695770263672,8.120175287071476,44.53190994262695
