signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2009-11-01,0,39.20779037475586,39.20779037475586,6.818188386181898,38.0140012105306
2,2010-02-01,1,39.618595123291016,39.618595123291016,17.1581802339139,39.88480122884115
3,2010-09-01,2,39.99497604370117,39.99497604370117,3.2853351773492108,37.867960611979164
4,2010-12-01,3,40.26752853393555,40.26752853393555,8.174370210837672,40.38059997558594
5,2011-02-01,4,40.00060272216797,40.00060272216797,2.0779684024354363,39.7271614074707
6,2012-06-01,5,46.43611526489258,46.43611526489258,9.999995887457104,44.415470123291016
7,2014-08-01,6,75.84844207763672,75.84844207763672,0.5978074311955611,75.17817942301433
8,2015-07-01,7,75.315673828125,75.315673828125,6.702731918725635,74.42757670084636
9,2017-10-01,8,111.52197265625,111.52197265625,14.243217299960287,106.9150873819987
10,2019-06-01,9,116.6975326538086,116.6975326538086,19.016552970498644,114.44622548421223
11,2021-12-01,10,153.12490844726562,153.12490844726562,0.6795806875667372,145.5450185139974
12,2023-06-01,11,154.2987823486328,154.2987823486328,12.508932328421185,149.74122111002603
