signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-04-22,0,193.1002349853516,193.1002349853516,15.128810263309399,179.7373648071289
2,2024-05-02,1,188.38189697265625,188.38189697265625,18.00757995439328,185.05510528564454
3,2024-05-17,2,190.28713989257807,190.28713989257807,10.400973624489799,189.94436279296875
4,2024-05-24,3,186.23440551757807,186.23440551757807,3.972530882478403,190.9435791015625
5,2024-07-31,4,194.7538604736328,194.7538604736328,8.828415282414692,190.76193359375
6,2024-08-23,5,190.19415283203125,190.19415283203125,19.920295652894968,191.20081237792968
7,2025-07-02,6,140.95579528808594,140.95579528808594,19.358136909022843,138.67163177490235
8,2025-07-08,7,142.7329864501953,142.7329864501953,12.858061634470141,139.01235870361327
9,2025-07-17,8,139.92320251464844,139.92320251464844,16.759235166646043,139.91200134277344
10,2025-08-13,9,138.97999572753906,138.97999572753906,14.3126030754889,142.41270294189454
