signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2008-07-01,0,23.12111473083496,23.12111473083496,15.867213644279794,22.799294153849285
2,2009-12-01,1,22.945301055908203,22.945301055908203,19.318047147873777,22.797693888346355
3,2010-02-01,2,23.597381591796875,23.597381591796875,1.677107100214378,22.822770436604817
4,2013-09-01,3,47.75359725952149,47.75359725952149,6.79159599983241,47.65066782633463
5,2013-12-01,4,48.56000518798828,48.56000518798828,18.03920682495815,48.63431930541992
6,2015-04-01,5,49.87649917602539,49.87649917602539,0.35045376078597784,47.758795420328774
7,2015-07-01,6,51.72969055175781,51.72969055175781,10.491409378512909,49.757256825764976
8,2018-09-01,7,56.08976745605469,56.08976745605469,12.545975915352631,56.34428278605143
9,2021-12-01,8,78.89039611816406,78.89039611816406,2.129190654421401,76.2551752726237
10,2023-06-01,9,87.786376953125,87.786376953125,7.17073484168231,86.20966084798177
