signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-04-05,0,123.45333099365234,123.45333099365234,13.167097460848565,117.84177612304687
2,2024-04-22,1,119.23899841308594,119.23899841308594,5.093427181038413,119.60966705322265
3,2024-05-24,2,122.2646713256836,122.2646713256836,8.778715547887185,121.64625213623047
4,2024-07-02,3,119.49090576171876,119.49090576171876,10.59783990787117,120.96574645996094
5,2024-09-09,4,125.99675750732422,125.99675750732422,4.201661680972541,123.63967041015626
6,2024-10-29,5,134.11953735351562,134.11953735351562,14.623775187293111,131.49967071533203
7,2024-11-05,6,134.59423828125,134.59423828125,9.240144321166273,132.158253326416
8,2024-11-21,7,139.13345336914062,139.13345336914062,19.15231930445714,135.1099398803711
9,2025-03-05,8,133.0352020263672,133.0352020263672,11.821600421711352,135.0044903564453
10,2025-06-23,9,143.86000061035156,143.86000061035156,13.078904441370142,136.79421295166014
11,2025-09-04,10,151.49000549316406,151.49000549316406,13.725454996963196,150.8077993774414
