level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
47.27267364580023,2024-10-17,200,2024-10-17,-1,2024-11-06,214,True,True
51.03984973013281,2024-11-27,229,2024-11-27,-1,2025-01-27,267,True,True
51.89302079851514,2025-02-07,276,2025-02-07,-1,2025-06-27,372,True,True
52.27035630847109,2025-03-03,291,2025-03-03,-1,2025-06-30,373,True,True
51.593184276355785,2025-05-19,345,2025-05-19,-1,2025-06-26,371,True,True
53.27000045776367,2025-07-03,376,2025-07-03,-1,2025-07-25,391,True,True
53.4900016784668,2025-07-25,391,2025-07-25,-1,2025-08-22,411,True,True
