signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-03-27,0,152.86654663085938,152.86654663085938,8.096828854639512,151.5196875
2,2024-04-08,1,150.92567443847656,150.92567443847656,9.889937272187678,152.11642517089842
3,2024-05-31,2,169.25157165527344,169.25157165527344,15.474652155856655,157.1538836669922
4,2024-06-04,3,167.49131774902344,167.49131774902344,9.002513183338467,157.68896759033203
5,2024-06-25,4,165.35736083984375,165.35736083984375,8.585355749818731,161.86318969726562
6,2024-07-16,5,162.25967407226562,162.25967407226562,8.064565108688875,165.91571685791016
7,2024-10-08,6,165.55250549316406,165.55250549316406,16.090793198946347,164.4217044067383
8,2024-10-28,7,164.1712646484375,164.1712646484375,0.2126493619237905,166.39407501220703
9,2025-03-14,8,171.026123046875,171.026123046875,6.300595710955674,167.88168670654298
10,2025-03-24,9,170.43011474609375,170.43011474609375,18.843628335941325,169.21530975341796
11,2025-04-09,10,168.9301300048828,168.9301300048828,8.898306765235397,171.76536529541016
12,2025-06-11,11,194.11981201171875,194.11981201171875,12.947020270352942,184.31126617431642
13,2025-07-23,12,202.79986572265625,202.79986572265625,18.43051542828847,196.8982083129883
14,2025-07-31,13,200.21878051757807,200.21878051757807,8.41546927506586,198.5616897583008
