signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-04-05,0,37.69428253173828,37.69428253173828,2.5188520099913934,35.974207916259765
2,2024-08-09,1,33.03895568847656,33.03895568847656,18.502057445536074,32.66890369415283
3,2024-08-13,2,33.03397750854492,33.03397750854492,11.747354164913812,32.68134479522705
4,2024-09-05,3,32.436798095703125,32.436798095703125,5.454556131111626,33.12524810791015
5,2024-10-28,4,38.15479278564453,38.15479278564453,18.028085318527463,35.37054306030274
6,2025-03-14,5,37.45310974121094,37.45310974121094,5.156949696191214,37.10475250244141
7,2025-03-24,6,38.289161682128906,38.289161682128906,15.199981927528956,37.34233039855957
8,2025-04-09,7,38.05526351928711,38.05526351928711,7.116963507173182,37.50546028137207
9,2025-05-08,8,39.45863723754883,39.45863723754883,8.216493162446646,38.729180603027345
10,2025-05-12,9,39.88661575317383,39.88661575317383,10.220561779763813,38.81806083679199
11,2025-06-23,10,41.10585403442383,41.10585403442383,8.085053174260425,40.674294052124026
12,2025-08-06,11,46.77999877929688,46.77999877929688,18.975386063670445,43.3680037689209
