signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-03-18,0,560.6300048828125,560.6300048828125,5.431852402037197,548.1518005371094
2,2024-04-03,1,578.8699951171875,578.8699951171875,14.33811968222314,565.2350024414062
3,2024-04-05,2,575.4500122070312,575.4500122070312,6.577173001475411,566.2990014648437
4,2024-07-19,3,563.1199951171875,563.1199951171875,17.34670144694194,586.3647998046876
5,2024-10-17,4,504.6900024414063,504.6900024414063,19.463511686921795,512.2824041748047
6,2024-11-19,5,534.02001953125,534.02001953125,9.08111033095013,516.70740234375
7,2024-12-16,6,522.1099853515625,522.1099853515625,13.198079071770254,530.4724011230469
8,2025-05-27,7,511.7900085449219,511.7900085449219,18.70661943516205,454.74879943847657
9,2025-06-24,8,478.9800109863281,478.9800109863281,19.741732008894346,472.19099853515627
10,2025-08-12,9,625.7999877929688,625.7999877929688,18.381890061189033,548.9530017089844
11,2025-08-22,10,606.52001953125,606.52001953125,14.285689957306076,569.3946008300782
12,2025-08-27,11,603.1699829101562,603.1699829101562,8.358870926597984,576.2528009033203
13,2025-09-03,12,592.1199951171875,592.1199951171875,19.60303964368987,586.4386010742187
