signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-04-10,0,87.0043716430664,87.0043716430664,17.464171998189446,81.29358459472657
2,2024-04-18,1,84.6373062133789,84.6373062133789,13.12687587158352,83.89053726196289
3,2024-04-22,2,79.4863510131836,79.4863510131836,3.925159354606873,84.21010131835938
4,2024-06-25,3,126.05017852783205,126.05017852783205,4.6701138229782355,102.25285202026367
5,2024-07-18,4,121.0517578125,121.0517578125,6.536270842741442,115.56621231079102
6,2024-07-22,5,123.50098419189452,123.50098419189452,6.993347827620413,116.77620727539062
7,2024-07-25,6,112.24453735351562,112.24453735351562,3.5666994782281938,118.37806289672852
8,2024-07-31,7,116.9830322265625,116.9830322265625,5.37247166274854,119.8297364807129
9,2024-11-01,8,135.3688201904297,135.3688201904297,5.280208807213358,125.42233947753907
10,2024-11-29,9,138.21817016601562,138.21817016601562,16.785164297683597,135.6337562561035
11,2025-01-15,10,136.218017578125,136.218017578125,9.525792290555689,139.60174896240235
12,2025-01-17,11,137.68777465820312,137.68777465820312,17.188854820919218,139.59872344970702
13,2025-08-20,12,175.39999389648438,175.39999389648438,1.668454498547109,165.67280029296876
14,2025-09-04,13,171.66000366210938,171.66000366210938,19.710109544836957,172.06480010986328
