signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-07-25,0,141.0696563720703,141.0696563720703,13.407248203761787,136.83284378051758
2,2024-08-13,1,146.1433868408203,146.1433868408203,18.803742610458002,141.0762271118164
3,2024-09-04,2,146.509033203125,146.509033203125,9.316620522686884,144.51143341064454
4,2024-09-11,3,143.1421356201172,143.1421356201172,7.700908845943001,145.0142330932617
5,2025-04-07,4,134.44589233398438,134.44589233398438,2.5683293696972527,133.9517530822754
6,2025-04-09,5,136.4033660888672,136.4033660888672,8.652047448951423,134.65101058959962
7,2025-05-15,6,149.37657165527344,149.37657165527344,19.43776449628964,144.09200408935547
8,2025-05-30,7,143.77999877929688,143.77999877929688,15.245034338847761,145.77984649658202
9,2025-07-30,8,156.25999450683594,156.25999450683594,7.020484414600371,151.07989379882812
10,2025-09-04,9,168.02999877929688,168.02999877929688,5.760009765625,161.32539978027344
