signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-07-31,0,61.20000076293945,61.20000076293945,11.196909064397683,62.8613996887207
2,2024-08-29,1,73.2699966430664,73.2699966430664,15.187311428291963,66.22779960632325
3,2024-09-09,2,68.12999725341797,68.12999725341797,10.483148568010794,66.84739974975587
4,2024-10-28,3,79.87000274658203,79.87000274658203,4.830126669696585,77.23900009155274
5,2024-11-01,4,78.98999786376953,78.98999786376953,17.766867381480015,77.58159988403321
6,2024-12-20,5,108.9499969482422,108.9499969482422,9.060629025953661,98.52899993896484
7,2025-01-03,6,109.25,109.25,19.424315462449233,102.69080001831054
8,2025-01-15,7,104.23999786376952,104.23999786376952,15.68625984353202,106.35019973754883
9,2025-02-24,8,115.4800033569336,115.4800033569336,5.858311617981668,113.25419982910157
10,2025-05-27,9,106.73999786376952,106.73999786376952,18.698585736850315,96.18539962768554
11,2025-06-16,10,108.37000274658205,108.37000274658205,17.38830411441879,98.4247998046875
12,2025-06-23,11,109.9800033569336,109.9800033569336,13.700773873102113,100.51839996337891
13,2025-07-14,12,116.73999786376952,116.73999786376952,11.111099035457318,107.64119995117187
14,2025-08-04,13,125.20999908447266,125.20999908447266,19.865084358021075,114.02979995727539
15,2025-08-22,14,142.11000061035156,142.11000061035156,10.393063621812253,124.35419967651367
