level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
550.5900268554688,2024-10-15,198,2024-10-15,-1,2024-11-06,214.0,True,True
574.6400146484375,2024-11-07,215,2024-11-07,-1,2024-12-04,233.0,True,True
592.989990234375,2024-12-04,233,2024-12-04,-1,2025-07-22,388.0,True,True
556.3099975585938,2025-01-23,265,2025-01-23,-1,2025-07-10,380.0,True,True
521.0999755859375,2025-05-15,343,2025-05-15,-1,2025-07-01,374.0,True,True
651.72998046875,2025-07-30,394,2025-07-30,-1,,,True,False
