level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
580.5225273285189,2025-03-01,226,2025-03-01,-1,2025-05-01,228.0,True,True
593.906402116369,2025-06-01,229,2025-06-01,-1,2025-08-01,231.0,True,True
601.77001953125,2025-08-01,231,2025-08-01,-1,,,True,False
