level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
543.0,2024-11-21,225,2024-11-21,-1,,,True,False
430.3500061035156,2025-05-09,339,2025-05-09,-1,2025-07-11,381.0,True,True
457.2200012207031,2025-07-16,384,2025-07-16,-1,,,True,False
