signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2002-10-01,0,11.798603057861328,11.798603057861328,16.751277895147275,11.092646280924479
2,2004-08-01,1,18.243106842041016,18.243106842041016,17.183752305091947,18.222139358520508
3,2007-03-01,2,27.56707191467285,27.56707191467285,12.151884798096122,26.720650990804035
4,2010-03-01,3,31.402347564697266,31.402347564697266,9.677499400717041,30.668750762939453
5,2010-09-01,4,32.08573913574219,32.08573913574219,3.4883194836140965,29.885774612426758
6,2017-02-01,5,106.70668029785156,106.70668029785156,9.610993655551525,102.64166768391927
7,2019-11-01,6,184.27944946289065,184.27944946289065,16.562653399984022,176.2893269856771
8,2020-11-01,7,231.85044860839844,231.85044860839844,17.352992779979978,214.16311645507812
9,2021-02-01,8,234.333236694336,234.333236694336,0.6451690147861795,234.21385192871094
10,2021-10-01,9,337.0852966308594,337.0852966308594,14.723745144536341,317.95069376627606
11,2022-07-01,10,290.19696044921875,290.19696044921875,19.87006796579623,278.69683837890625
12,2023-03-01,11,274.1081237792969,274.1081237792969,14.780228293843713,265.1067810058593
