signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2001-07-01,0,12.00484561920166,12.00484561920166,11.851819198777287,11.189202626546225
2,2001-09-01,1,10.63040828704834,10.63040828704834,13.320293423240916,10.984757423400879
3,2003-06-01,2,11.639981269836426,11.639981269836426,18.19684114325142,11.754929224650065
4,2003-10-01,3,12.806044578552246,12.806044578552246,19.741775638736986,12.5974973042806
5,2006-05-01,4,10.832220077514648,10.832220077514648,8.397113258097319,10.47418212890625
6,2009-10-01,5,11.837475776672363,11.837475776672363,15.990844124488344,11.863089561462402
7,2012-03-01,6,15.40373420715332,15.40373420715332,19.683190260612133,15.239289283752441
8,2013-06-01,7,19.45102882385254,19.45102882385254,0.3890769025249307,19.683464686075848
9,2020-07-01,8,40.06998062133789,40.06998062133789,19.233553951432942,38.46973419189453
10,2021-10-01,9,47.18098449707031,47.18098449707031,1.0187092089565337,45.928148905436196
11,2023-06-01,10,51.01494216918945,51.01494216918945,19.914426656145597,49.105734507242836
