signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-06-05,0,175.0,175.0,11.734697282111851,172.15279998779297
2,2024-07-22,1,251.509994506836,251.509994506836,16.117119546623563,199.74519989013672
3,2024-07-29,2,232.1000061035156,232.1000061035156,10.001957946429027,205.1582000732422
4,2024-07-31,3,232.07000732421875,232.07000732421875,18.07584414135303,207.20600006103516
5,2024-08-05,4,198.8800048828125,198.8800048828125,3.7815117071069344,208.84100006103515
6,2024-08-08,5,198.83999633789065,198.83999633789065,18.52694734963961,210.0711996459961
7,2024-08-30,6,214.1100006103516,214.1100006103516,14.397197574787604,220.73040069580077
8,2024-10-04,7,250.0800018310547,250.0800018310547,16.378740817173075,224.11620056152344
9,2024-10-08,8,244.5,244.5,11.16453099933004,224.78480041503906
10,2024-10-16,9,221.3300018310547,221.3300018310547,15.57990945037771,226.36360076904296
11,2024-10-24,10,260.4800109863281,260.4800109863281,5.019536029252324,229.46840087890624
12,2025-01-03,11,410.4400024414063,410.4400024414063,5.402588947510822,353.24100006103515
13,2025-01-30,12,400.2799987792969,400.2799987792969,8.360472045147919,396.5105993652344
14,2025-02-04,13,392.2099914550781,392.2099914550781,15.839570140088355,400.0111993408203
15,2025-02-13,14,355.94000244140625,355.94000244140625,12.024455232676873,401.94499938964844
16,2025-06-06,15,295.1400146484375,295.1400146484375,12.158752118468914,291.9192013549805
17,2025-07-02,16,315.6499938964844,315.6499938964844,11.658632065223063,315.7718002319336
18,2025-07-10,17,309.8699951171875,309.8699951171875,13.110850873574641,319.6477996826172
19,2025-08-22,18,340.010009765625,340.010009765625,16.02669710731037,321.47899841308595
