signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2002-11-01,0,35.48195266723633,35.48195266723633,12.442503311222543,31.021155675252277
2,2003-10-01,1,35.35133743286133,35.35133743286133,16.447377226914405,33.99565060933431
3,2005-04-01,2,32.094730377197266,32.094730377197266,12.78686843293434,30.406222025553387
4,2010-03-01,3,24.120981216430664,24.120981216430664,16.550086762082746,23.26233736673991
5,2010-09-01,4,24.994327545166016,24.994327545166016,15.097984146553927,23.90696843465169
6,2016-09-01,5,69.06495666503906,69.06495666503906,3.5143952975645165,68.80764261881511
7,2020-03-01,6,129.91387939453125,129.91387939453125,17.526541530284472,125.843017578125
8,2021-10-01,7,244.99087524414065,244.99087524414065,19.805745578670773,238.25569661458334
9,2022-09-01,8,315.3443603515625,315.3443603515625,12.11342142351943,309.54722086588544
10,2024-08-01,9,951.404541015625,951.404541015625,14.95613288082184,881.9038899739584
