signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value,ema_value
1,2024-01-08,0,171.68704223632812,171.68704223632812,0.0,,171.24621073404947
2,2024-03-18,1,180.3325653076172,180.3325653076172,6.7038732129361644,178.0033976236979,178.84531042450658
3,2024-04-22,2,173.98971557617188,173.98971557617188,5.403205502889072,172.35773722330728,173.19684118674883
4,2024-09-09,3,190.78839111328125,190.78839111328125,1.3134092013812038,185.68696085611978,186.58852410879453
5,2024-12-23,4,228.19081115722656,228.19081115722656,23.071745221562043,229.81975809733072,228.17761595384962
6,2025-01-13,5,228.1058044433593,228.1058044433593,13.52887038645863,224.21149190266922,225.60951850729268
7,2025-04-07,6,189.3174743652344,189.3174743652344,4.550429869306059,189.2672882080078,189.77729449572
8,2025-05-26,7,213.3463897705078,213.3463897705078,20.736854954768962,213.58587646484375,211.2890486445512
9,2025-06-23,8,218.126220703125,218.126220703125,13.006105725363987,213.21665954589844,214.47076043316775
10,2025-08-04,9,223.77999877929688,223.77999877929688,10.643341760615304,221.57999674479166,221.63407200711922
