signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-04-05,0,38.94341278076172,38.94341278076172,17.241314382518794,37.43310340881348
2,2024-04-23,1,37.32614517211914,37.32614517211914,13.518868882875706,38.07187461853027
3,2024-07-22,2,46.374908447265625,46.374908447265625,2.235330076890699,43.7896607208252
4,2024-07-29,3,44.00357437133789,44.00357437133789,17.455156790203905,44.21193618774414
5,2024-07-31,4,44.59889221191406,44.59889221191406,14.41653570175404,44.34965202331543
6,2024-08-30,5,44.29130935668945,44.29130935668945,7.2961256424425525,44.803082122802735
7,2024-10-08,6,47.07936096191406,47.07936096191406,19.99996731254048,44.438155059814456
8,2025-01-03,7,55.540000915527344,55.540000915527344,13.58358799402218,52.40496597290039
9,2025-01-15,8,55.5099983215332,55.5099983215332,10.820788833583014,53.3611661529541
10,2025-02-10,9,54.630001068115234,54.630001068115234,17.05691805805226,55.05358642578125
11,2025-02-13,10,55.27999877929688,55.27999877929688,19.155837721883962,55.27147590637207
12,2025-06-23,11,53.90999984741211,53.90999984741211,17.297295068107868,49.623400115966795
13,2025-08-04,12,57.900001525878906,57.900001525878906,7.033624160212597,54.97160011291504
14,2025-08-22,13,59.810001373291016,59.810001373291016,17.571876028323846,56.89820007324219
