signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-03-18,0,78.3499984741211,78.3499984741211,4.098402517283393,74.62499992370606
2,2024-04-05,1,85.83000183105469,85.83000183105469,8.591065742574777,79.3515998840332
3,2024-04-16,2,82.12999725341797,82.12999725341797,4.63573950529207,81.62339965820313
4,2024-04-23,3,81.06999969482422,81.06999969482422,14.502474728436026,82.62279968261718
5,2024-06-12,4,97.45999908447266,97.45999908447266,19.272246065513755,88.78519989013672
6,2024-07-22,5,100.44000244140624,100.44000244140624,17.164237881458114,95.84340026855469
7,2024-07-26,6,92.43000030517578,92.43000030517578,15.180527670751877,96.32120025634765
8,2024-09-04,7,101.3499984741211,101.3499984741211,15.487537672901476,97.28860000610352
9,2024-09-10,8,99.70999908447266,99.70999908447266,19.602685545789484,97.51959991455078
10,2024-11-19,9,119.41999816894533,119.41999816894533,7.567583171886512,116.00179992675781
11,2024-12-17,10,135.02000427246094,135.02000427246094,15.347948210329715,125.14640029907227
12,2025-01-03,11,121.83999633789062,121.83999633789062,5.560260108306289,126.26800018310547
13,2025-06-10,12,72.37000274658203,72.37000274658203,14.943362452520907,62.16080017089844
14,2025-06-16,13,70.25,70.25,1.8886941620905868,63.43980018615723
15,2025-06-20,14,68.2300033569336,68.2300033569336,18.852519957670076,64.77340026855468
