signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-03-27,0,189.31158447265625,189.31158447265625,7.2882402031702735,188.29724365234375
2,2024-06-21,1,227.1475067138672,227.1475067138672,12.420939639806885,210.37176177978515
3,2024-06-25,2,226.4494781494141,226.4494781494141,4.114051484627627,211.73707977294922
4,2024-06-28,3,224.4046173095703,224.4046173095703,7.932064440709328,213.98038024902343
5,2024-07-02,4,224.3849639892578,224.3849639892578,10.071895025080005,215.63101318359375
6,2024-07-22,5,235.98565673828125,235.98565673828125,3.582053296851109,225.36571685791014
7,2024-07-26,6,222.60552978515625,222.60552978515625,13.648175655085396,226.80670928955078
8,2024-10-16,7,224.52723693847656,224.52723693847656,17.272117744904296,221.43453826904297
9,2024-10-23,8,223.89556884765625,223.89556884765625,15.11631105545682,223.02551147460937
10,2024-11-01,9,222.5434112548828,222.5434112548828,15.169642511152063,223.99305267333983
11,2025-01-30,10,210.52137756347656,210.52137756347656,9.790530363864322,213.58209197998048
12,2025-03-05,11,228.42996215820312,228.42996215820312,17.10628731076503,216.04395294189453
13,2025-03-07,12,224.8363342285156,224.8363342285156,3.1353487635905597,216.65890411376952
14,2025-05-27,13,215.906982421875,215.906982421875,19.60527179315263,198.71226745605466
15,2025-07-23,14,228.0800018310547,228.0800018310547,11.609908766128317,230.1334628295898
16,2025-07-25,15,227.82000732421875,227.82000732421875,18.376767626212267,230.26143890380857
17,2025-08-07,16,223.1199951171875,223.1199951171875,16.257930130378668,231.12737030029297
