level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
92.86000061035156,2025-07-07,79,2025-07-07,-1,,,True,False
92.70999908447266,2025-08-29,86,2025-08-29,-1,,,True,False
