date,timeframe,monthly_mb_total_stocks,monthly_mb_advancing_stocks,monthly_mb_declining_stocks,monthly_mb_unchanged_stocks,monthly_mb_net_advances,monthly_mb_ad_ratio,monthly_mb_ad_line,monthly_mb_advance_pct,monthly_mb_decline_pct,monthly_mb_avg_pct_change,monthly_mb_pct_change_volatility,monthly_mb_long_new_highs,monthly_mb_long_new_lows,monthly_mb_total_stocks_hl_long,monthly_mb_net_long_new_highs,monthly_mb_hl_ratio_long,monthly_mb_long_new_highs_pct,monthly_mb_long_new_lows_pct,monthly_mb_net_hl_line_long,monthly_mb_medium_new_highs,monthly_mb_medium_new_lows,monthly_mb_total_stocks_hl_medium,monthly_mb_net_medium_new_highs,monthly_mb_hl_ratio_medium,monthly_mb_medium_new_highs_pct,monthly_mb_medium_new_lows_pct,monthly_mb_net_hl_line_medium,monthly_mb_short_new_highs,monthly_mb_short_new_lows,monthly_mb_total_stocks_hl_short,monthly_mb_net_short_new_highs,monthly_mb_hl_ratio_short,monthly_mb_short_new_highs_pct,monthly_mb_short_new_lows_pct,monthly_mb_net_hl_line_short,monthly_mb_stocks_above_ma_3,monthly_mb_total_stocks_ma_3,monthly_mb_pct_above_ma_3,monthly_mb_stocks_above_ma_6,monthly_mb_total_stocks_ma_6,monthly_mb_pct_above_ma_6,monthly_mb_stocks_above_ma_12,monthly_mb_total_stocks_ma_12,monthly_mb_pct_above_ma_12,monthly_mb_long_new_highs_gt_100,monthly_mb_long_success_condition,monthly_mb_medium_new_highs_gt_100,monthly_mb_medium_success_condition,monthly_mb_short_new_highs_gt_100,monthly_mb_short_success_condition,monthly_mb_ad_ratio_gt_2_0,monthly_mb_ad_ratio_lt_0_5,monthly_mb_strong_advance_breadth,monthly_mb_weak_advance_breadth,monthly_mb_timeframe,monthly_mb_universe,monthly_mb_hl_periods,monthly_mb_ma_periods,monthly_mb_bullish_momentum_5d,monthly_mb_bearish_momentum_5d,monthly_mb_net_momentum_5d,monthly_mb_bullish_momentum_10d,monthly_mb_bearish_momentum_10d,monthly_mb_net_momentum_10d,monthly_mb_bullish_momentum_20d,monthly_mb_bearish_momentum_20d,monthly_mb_net_momentum_20d,monthly_mb_overall_breadth_score,monthly_mb_breadth_rating,monthly_mb_signal_strength,monthly_mb_threshold_classification,monthly_mb_market_participation
2024-08-08,monthly,101,94,7,0,87,13.43,538,93.07,6.93,3.07,3.38,6,6,101,0,1.00,5.94,5.94,540,34,20,101,14,1.70,33.66,19.80,566,101,101,101,0,1.00,100.00,100.00,0,93,101,92.08,64,101,63.37,42,101,41.58,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.60,-0.20,0.40,0.40,0.00,0.35,0.30,0.05,18.61,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),93.07
2024-08-09,monthly,101,58,43,0,15,1.35,553,57.43,42.57,0.32,1.75,12,2,101,10,6.00,11.88,1.98,550,50,10,101,40,5.00,49.50,9.90,606,101,101,101,0,1.00,100.00,100.00,0,87,101,86.14,81,101,80.20,43,101,42.57,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.40,0.00,0.30,0.40,-0.10,0.30,0.30,0.00,11.49,Very Poor,Neutral,Neutral,57.43
2024-08-12,monthly,101,31,70,0,-39,0.44,514,30.69,69.31,-0.43,1.33,9,6,101,3,1.50,8.91,5.94,553,45,16,101,29,2.81,44.55,15.84,635,101,101,101,0,1.00,100.00,100.00,0,34,101,33.66,67,101,66.34,40,101,39.60,0,0,0,0,1,1,0,1,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.30,0.40,-0.10,0.30,0.30,0.00,6.14,Very Poor,Weak Signal (Bearish),Neutral,30.69
2024-08-13,monthly,101,93,8,0,85,11.62,599,92.08,7.92,2.20,2.80,14,3,101,11,4.67,13.86,2.97,564,66,11,101,55,6.00,65.35,10.89,690,101,101,101,0,1.00,100.00,100.00,0,93,101,92.08,88,101,87.13,65,101,64.36,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.40,0.40,0.00,0.30,0.30,0.00,18.42,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),92.08
2024-08-14,monthly,101,55,46,0,9,1.20,608,54.46,45.54,0.04,1.50,19,1,101,18,19.00,18.81,0.99,582,63,7,101,56,9.00,62.38,6.93,746,101,101,101,0,1.00,100.00,100.00,0,80,101,79.21,82,101,81.19,66,101,65.35,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.30,0.40,-0.10,0.30,0.30,0.00,10.89,Very Poor,Neutral,Neutral,54.46
2024-08-15,monthly,101,92,9,0,83,10.22,691,91.09,8.91,2.22,2.04,33,1,101,32,33.00,32.67,0.99,614,87,4,101,83,21.75,86.14,3.96,829,101,101,101,0,1.00,100.00,100.00,0,87,101,86.14,91,101,90.10,80,101,79.21,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.40,0.30,0.10,0.35,0.25,0.10,18.22,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),91.09
2024-08-16,monthly,101,56,44,1,12,1.27,703,55.45,43.56,0.22,1.17,25,1,101,24,25.00,24.75,0.99,638,50,7,101,43,7.14,49.50,6.93,872,101,101,101,0,1.00,100.00,100.00,0,85,101,84.16,92,101,91.09,87,101,86.14,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.40,0.20,0.20,0.35,0.25,0.10,11.09,Very Poor,Neutral,Neutral,55.45
2024-08-19,monthly,101,91,8,2,83,11.38,786,90.10,7.92,1.11,1.14,42,0,101,42,,41.58,0.00,680,61,13,101,48,4.69,60.40,12.87,920,101,101,101,0,1.00,100.00,100.00,0,87,101,86.14,101,101,100.00,98,101,97.03,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.00,0.60,0.50,0.10,0.40,0.35,0.25,0.10,18.02,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),90.10
2024-08-20,monthly,101,39,62,0,-23,0.63,763,38.61,61.39,-0.33,1.51,41,1,101,40,41.00,40.59,0.99,720,60,15,101,45,4.00,59.41,14.85,965,101,101,101,0,1.00,100.00,100.00,0,63,101,62.38,85,101,84.16,95,101,94.06,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.40,0.10,0.30,0.35,0.25,0.10,7.72,Very Poor,Neutral,Neutral,38.61
2024-08-21,monthly,101,82,19,0,63,4.32,826,81.19,18.81,0.92,1.19,52,1,101,51,52.00,51.49,0.99,771,65,7,101,58,9.29,64.36,6.93,1023,101,101,101,0,1.00,100.00,100.00,0,79,101,78.22,93,101,92.08,97,101,96.04,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.00,0.60,0.50,0.00,0.50,0.40,0.20,0.20,16.24,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),81.19
2024-08-22,monthly,101,21,80,0,-59,0.26,767,20.79,79.21,-1.33,1.54,45,1,101,44,45.00,44.55,0.99,815,50,42,101,8,1.19,49.50,41.58,1031,101,101,101,0,1.00,100.00,100.00,0,34,101,33.66,46,101,45.54,90,101,89.11,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.40,0.10,0.30,0.40,0.25,0.15,4.16,Very Poor,Weak Signal (Bearish),Neutral,20.79
2024-08-23,monthly,101,85,16,0,69,5.31,836,84.16,15.84,1.28,2.34,34,1,101,33,34.00,33.66,0.99,848,42,26,101,16,1.62,41.58,25.74,1047,101,101,101,0,1.00,100.00,100.00,0,71,101,70.30,70,101,69.31,93,101,92.08,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.20,0.40,0.50,0.10,0.40,0.40,0.25,0.15,16.83,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),84.16
2024-08-26,monthly,101,45,56,0,-11,0.80,825,44.55,55.45,-0.78,3.17,38,2,101,36,19.00,37.62,1.98,884,42,26,101,16,1.62,41.58,25.74,1063,101,101,101,0,1.00,100.00,100.00,0,59,101,58.42,53,101,52.48,82,101,81.19,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.50,0.10,0.40,0.40,0.25,0.15,8.91,Very Poor,Neutral,Neutral,44.55
2024-08-27,monthly,101,57,44,0,13,1.30,838,56.44,43.56,0.21,1.26,23,2,101,21,11.50,22.77,1.98,905,32,42,101,-10,0.76,31.68,41.58,1053,101,101,101,0,1.00,100.00,100.00,0,50,101,49.50,61,101,60.40,79,101,78.22,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.40,0.10,0.30,0.40,0.25,0.15,11.29,Very Poor,Neutral,Neutral,56.44
2024-08-28,monthly,101,18,81,2,-63,0.22,775,17.82,80.20,-1.10,1.40,23,7,101,16,3.29,22.77,6.93,921,29,51,101,-22,0.57,28.71,50.50,1031,101,101,101,0,1.00,100.00,100.00,0,26,101,25.74,39,101,38.61,62,101,61.39,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.40,0.20,0.20,0.35,0.30,0.05,3.56,Very Poor,Weak Signal (Bearish),Neutral,17.82
2024-08-29,monthly,101,66,35,0,31,1.89,806,65.35,34.65,0.53,1.50,29,3,101,26,9.67,28.71,2.97,947,54,30,101,24,1.80,53.47,29.70,1055,101,101,101,0,1.00,100.00,100.00,0,57,101,56.44,51,101,50.50,61,101,60.40,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.30,0.20,0.10,0.35,0.25,0.10,13.07,Very Poor,Neutral,Neutral,65.35
2024-08-30,monthly,101,85,16,0,69,5.31,875,84.16,15.84,1.09,1.57,23,3,101,20,7.67,22.77,2.97,967,41,19,101,22,2.16,40.59,18.81,1077,101,101,101,0,1.00,100.00,100.00,0,86,101,85.15,77,101,76.24,72,101,71.29,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.40,0.20,0.20,0.40,0.20,0.20,16.83,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),84.16
2024-09-03,monthly,101,22,79,0,-57,0.28,818,21.78,78.22,-2.60,3.22,17,34,101,-17,0.50,16.83,33.66,950,29,62,101,-33,0.47,28.71,61.39,1044,101,101,101,0,1.00,100.00,100.00,0,27,101,26.73,36,101,35.64,38,101,37.62,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.30,0.30,0.00,0.40,0.20,0.20,4.36,Very Poor,Weak Signal (Bearish),Neutral,21.78
2024-09-04,monthly,101,53,48,0,5,1.10,823,52.48,47.52,-0.31,2.39,11,37,101,-26,0.30,10.89,36.63,924,20,56,101,-36,0.36,19.80,55.45,1008,101,101,101,0,1.00,100.00,100.00,0,26,101,25.74,30,101,29.70,38,101,37.62,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.30,0.30,0.00,0.35,0.20,0.15,10.50,Very Poor,Neutral,Neutral,52.48
2024-09-05,monthly,101,28,73,0,-45,0.38,778,27.72,72.28,-0.50,1.52,9,31,101,-22,0.29,8.91,30.69,902,12,53,101,-41,0.23,11.88,52.48,967,101,101,101,0,1.00,100.00,100.00,0,34,101,33.66,21,101,20.79,28,101,27.72,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.20,0.40,-0.20,0.35,0.20,0.15,5.54,Very Poor,Weak Signal (Bearish),Neutral,27.72
2024-09-06,monthly,101,10,91,0,-81,0.11,697,9.90,90.10,-1.87,1.86,5,54,101,-49,0.09,4.95,53.47,853,19,73,101,-54,0.26,18.81,72.28,913,101,101,101,0,1.00,100.00,100.00,0,7,101,6.93,10,101,9.90,13,101,12.87,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.60,-0.40,0.20,0.40,-0.20,0.30,0.25,0.05,1.98,Very Poor,Weak Signal (Bearish),Neutral,9.90
2024-09-09,monthly,101,85,16,0,69,5.31,766,84.16,15.84,1.36,2.03,7,18,101,-11,0.39,6.93,17.82,842,26,28,101,-2,0.93,25.74,27.72,911,101,101,101,0,1.00,100.00,100.00,0,59,101,58.42,28,101,27.72,34,101,33.66,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.60,-0.40,0.20,0.40,-0.20,0.35,0.25,0.10,16.83,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),84.16
2024-09-10,monthly,101,58,42,1,16,1.38,782,57.43,41.58,0.29,1.50,12,22,101,-10,0.55,11.88,21.78,832,37,28,101,9,1.32,36.63,27.72,920,101,101,101,0,1.00,100.00,100.00,0,72,101,71.29,45,101,44.55,33,101,32.67,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.20,0.40,-0.20,0.35,0.25,0.10,11.49,Very Poor,Neutral,Neutral,57.43
2024-09-11,monthly,101,69,32,0,37,2.16,819,68.32,31.68,1.46,2.52,9,36,101,-27,0.25,8.91,35.64,805,55,50,101,5,1.10,54.46,49.50,925,101,101,101,0,1.00,100.00,100.00,0,74,101,73.27,72,101,71.29,48,101,47.52,0,0,0,0,1,1,1,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.20,0.40,-0.20,0.30,0.25,0.05,13.66,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),68.32
2024-09-12,monthly,101,78,23,0,55,3.39,874,77.23,22.77,0.73,2.03,22,6,101,16,3.67,21.78,5.94,821,65,11,101,54,5.91,64.36,10.89,979,101,101,101,0,1.00,100.00,100.00,0,80,101,79.21,77,101,76.24,59,101,58.42,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.30,0.30,0.00,0.35,0.25,0.10,15.45,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),77.23
2024-09-13,monthly,101,76,24,1,52,3.17,926,75.25,23.76,0.95,2.06,28,3,101,25,9.33,27.72,2.97,846,83,4,101,79,20.75,82.18,3.96,1058,101,101,101,0,1.00,100.00,100.00,0,83,101,82.18,91,101,90.10,75,101,74.26,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.00,0.60,0.40,0.30,0.10,0.35,0.25,0.10,15.05,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),75.25
2024-09-16,monthly,101,58,43,0,15,1.35,941,57.43,42.57,0.10,1.68,27,4,101,23,6.75,26.73,3.96,869,55,13,101,42,4.23,54.46,12.87,1100,101,101,101,0,1.00,100.00,100.00,0,67,101,66.34,89,101,88.12,78,101,77.23,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.30,0.30,0.00,0.35,0.25,0.10,11.49,Very Poor,Neutral,Neutral,57.43
2024-09-17,monthly,101,49,51,1,-2,0.96,939,48.51,50.50,-0.01,1.52,22,3,101,19,7.33,21.78,2.97,888,52,27,101,25,1.93,51.49,26.73,1125,101,101,101,0,1.00,100.00,100.00,0,48,101,47.52,69,101,68.32,77,101,76.24,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.30,0.20,0.10,0.30,0.25,0.05,9.70,Very Poor,Neutral,Neutral,48.51
2024-09-18,monthly,101,35,65,1,-30,0.54,909,34.65,64.36,-0.32,1.17,23,6,101,17,3.83,22.77,5.94,905,39,37,101,2,1.05,38.61,36.63,1127,101,101,101,0,1.00,100.00,100.00,0,37,101,36.63,52,101,51.49,67,101,66.34,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.30,0.20,0.10,0.30,0.25,0.05,6.93,Very Poor,Neutral,Neutral,34.65
2024-09-19,monthly,101,87,13,1,74,6.69,983,86.14,12.87,2.11,2.01,55,1,101,54,55.00,54.46,0.99,959,75,10,101,65,7.50,74.26,9.90,1192,101,101,101,0,1.00,100.00,100.00,0,83,101,82.18,77,101,76.24,86,101,85.15,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.40,0.10,0.30,0.30,0.25,0.05,17.23,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),86.14
2024-09-20,monthly,101,33,68,0,-35,0.49,948,32.67,67.33,-0.29,2.86,17,5,101,12,3.40,16.83,4.95,971,23,31,101,-8,0.74,22.77,30.69,1184,101,101,101,0,1.00,100.00,100.00,0,66,101,65.35,61,101,60.40,81,101,80.20,0,0,0,0,1,1,0,1,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.40,0.00,0.40,0.30,0.20,0.10,6.53,Very Poor,Weak Signal (Bearish),Neutral,32.67
2024-09-23,monthly,101,63,37,1,26,1.70,974,62.38,36.63,0.28,1.38,26,4,101,22,6.50,25.74,3.96,993,34,22,101,12,1.55,33.66,21.78,1196,101,101,101,0,1.00,100.00,100.00,0,52,101,51.49,64,101,63.37,75,101,74.26,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.30,0.00,0.30,0.25,0.20,0.05,12.48,Very Poor,Neutral,Neutral,62.38
2024-09-24,monthly,101,62,39,0,23,1.59,997,61.39,38.61,0.34,1.63,28,5,101,23,5.60,27.72,4.95,1016,51,29,101,22,1.76,50.50,28.71,1218,101,101,101,0,1.00,100.00,100.00,0,65,101,64.36,66,101,65.35,72,101,71.29,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.30,0.00,0.30,0.25,0.20,0.05,12.28,Very Poor,Neutral,Neutral,61.39
2024-09-25,monthly,101,39,61,1,-22,0.64,975,38.61,60.40,-0.27,1.35,21,10,101,11,2.10,20.79,9.90,1027,34,39,101,-5,0.87,33.66,38.61,1213,101,101,101,0,1.00,100.00,100.00,0,46,101,45.54,55,101,54.46,65,101,64.36,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.30,0.00,0.30,0.25,0.20,0.05,7.72,Very Poor,Neutral,Neutral,38.61
2024-09-26,monthly,101,67,34,0,33,1.97,1008,66.34,33.66,1.16,2.78,38,3,101,35,12.67,37.62,2.97,1062,60,23,101,37,2.61,59.41,22.77,1250,101,101,101,0,1.00,100.00,100.00,0,67,101,66.34,61,101,60.40,70,101,69.31,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.20,0.00,0.20,0.25,0.15,0.10,13.27,Very Poor,Neutral,Neutral,66.34
2024-09-27,monthly,101,47,53,1,-6,0.89,1002,46.53,52.48,-0.04,1.56,23,4,101,19,5.75,22.77,3.96,1081,46,20,101,26,2.30,45.54,19.80,1276,101,101,101,0,1.00,100.00,100.00,0,62,101,61.39,61,101,60.40,71,101,70.30,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.00,0.10,0.25,0.15,0.10,9.31,Very Poor,Neutral,Neutral,46.53
2024-09-30,monthly,101,54,46,1,8,1.17,1010,53.47,45.54,-0.07,1.20,9,8,101,1,1.12,8.91,7.92,1082,23,46,101,-23,0.50,22.77,45.54,1253,101,101,101,0,1.00,100.00,100.00,0,52,101,51.49,67,101,66.34,74,101,73.27,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.00,0.10,0.20,0.15,0.05,10.69,Very Poor,Neutral,Neutral,53.47
2024-10-01,monthly,101,23,78,0,-55,0.29,955,22.77,77.23,-1.04,1.86,12,18,101,-6,0.67,11.88,17.82,1076,26,75,101,-49,0.35,25.74,74.26,1204,101,101,101,0,1.00,100.00,100.00,0,26,101,25.74,29,101,28.71,39,101,38.61,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.10,0.10,0.00,0.20,0.15,0.05,4.55,Very Poor,Weak Signal (Bearish),Neutral,22.77
2024-10-02,monthly,101,62,39,0,23,1.59,978,61.39,38.61,0.32,1.38,12,17,101,-5,0.71,11.88,16.83,1071,20,39,101,-19,0.51,19.80,38.61,1185,101,101,101,0,1.00,100.00,100.00,0,41,101,40.59,37,101,36.63,52,101,51.49,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.10,0.10,0.00,0.20,0.15,0.05,12.28,Very Poor,Neutral,Neutral,61.39
2024-10-03,monthly,101,26,74,1,-48,0.35,930,25.74,73.27,-0.26,1.49,11,21,101,-10,0.52,10.89,20.79,1061,19,45,101,-26,0.42,18.81,44.55,1159,101,101,101,0,1.00,100.00,100.00,0,33,101,32.67,24,101,23.76,39,101,38.61,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.40,-0.40,0.00,0.20,-0.20,0.20,0.15,0.05,5.15,Very Poor,Weak Signal (Bearish),Neutral,25.74
2024-10-04,monthly,101,84,17,0,67,4.94,997,83.17,16.83,1.23,1.62,21,16,101,5,1.31,20.79,15.84,1066,65,21,101,44,3.10,64.36,20.79,1203,101,101,101,0,1.00,100.00,100.00,0,74,101,73.27,58,101,57.43,54,101,53.47,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.10,0.20,-0.10,0.25,0.10,0.15,16.63,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),83.17
2024-10-07,monthly,101,20,80,1,-60,0.25,937,19.80,79.21,-0.90,1.31,16,28,101,-12,0.57,15.84,27.72,1054,34,41,101,-7,0.83,33.66,40.59,1196,101,101,101,0,1.00,100.00,100.00,0,36,101,35.64,38,101,37.62,40,101,39.60,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.60,-0.40,0.10,0.30,-0.20,0.20,0.15,0.05,3.96,Very Poor,Weak Signal (Bearish),Neutral,19.80
2024-10-08,monthly,101,87,12,2,75,7.25,1012,86.14,11.88,1.15,1.50,19,11,101,8,1.73,18.81,10.89,1062,39,24,101,15,1.62,38.61,23.76,1211,101,101,101,0,1.00,100.00,100.00,0,65,101,64.36,64,101,63.37,58,101,57.43,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.40,0.00,0.20,0.30,-0.10,0.25,0.15,0.10,17.23,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),86.14
2024-10-09,monthly,101,80,21,0,59,3.81,1071,79.21,20.79,0.92,1.51,31,9,101,22,3.44,30.69,8.91,1084,71,18,101,53,3.94,70.30,17.82,1264,101,101,101,0,1.00,100.00,100.00,0,85,101,84.16,78,101,77.23,69,101,68.32,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.40,0.20,0.30,0.30,0.00,0.30,0.15,0.15,15.84,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),79.21
2024-10-10,monthly,101,36,65,0,-29,0.55,1042,35.64,64.36,-0.17,1.58,23,8,101,15,2.88,22.77,7.92,1099,42,18,101,24,2.33,41.58,17.82,1288,101,101,101,0,1.00,100.00,100.00,0,52,101,51.49,70,101,69.31,67,101,66.34,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.20,0.40,0.30,0.30,0.00,0.25,0.15,0.10,7.13,Very Poor,Neutral,Neutral,35.64
2024-10-11,monthly,101,81,20,0,61,4.05,1103,80.20,19.80,0.98,2.22,32,5,101,27,6.40,31.68,4.95,1126,65,12,101,53,5.42,64.36,11.88,1341,101,101,101,0,1.00,100.00,100.00,0,80,101,79.21,80,101,79.21,75,101,74.26,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.20,0.40,0.40,0.30,0.10,0.25,0.15,0.10,16.04,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),80.20
2024-10-14,monthly,101,75,25,1,50,3.00,1153,74.26,24.75,0.72,1.74,39,3,101,36,13.00,38.61,2.97,1162,70,12,101,58,5.83,69.31,11.88,1399,101,101,101,0,1.00,100.00,100.00,0,80,101,79.21,88,101,87.13,86,101,85.15,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.80,0.00,0.80,0.50,0.30,0.20,0.30,0.15,0.15,14.85,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),74.26
2024-10-15,monthly,101,39,62,0,-23,0.63,1130,38.61,61.39,-1.45,3.13,35,10,101,25,3.50,34.65,9.90,1187,61,42,101,19,1.45,60.40,41.58,1418,101,101,101,0,1.00,100.00,100.00,0,49,101,48.51,56,101,55.45,71,101,70.30,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.00,0.60,0.50,0.20,0.30,0.30,0.15,0.15,7.72,Very Poor,Neutral,Neutral,38.61
2024-10-16,monthly,101,52,49,0,3,1.06,1133,51.49,48.51,0.12,1.72,16,7,101,9,2.29,15.84,6.93,1196,24,37,101,-13,0.65,23.76,36.63,1405,101,101,101,0,1.00,100.00,100.00,0,42,101,41.58,55,101,54.46,71,101,70.30,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.50,0.20,0.30,0.30,0.15,0.15,10.30,Very Poor,Neutral,Neutral,51.49
2024-10-17,monthly,101,51,50,0,1,1.02,1134,50.50,49.50,-0.18,1.29,23,9,101,14,2.56,22.77,8.91,1210,31,31,101,0,1.00,30.69,30.69,1405,101,101,101,0,1.00,100.00,100.00,0,47,101,46.53,48,101,47.52,61,101,60.40,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.50,0.10,0.40,0.25,0.15,0.10,10.10,Very Poor,Neutral,Neutral,50.50
2024-10-18,monthly,101,73,28,0,45,2.61,1179,72.28,27.72,0.74,2.08,17,8,101,9,2.12,16.83,7.92,1219,35,29,101,6,1.21,34.65,28.71,1411,101,101,101,0,1.00,100.00,100.00,0,66,101,65.35,61,101,60.40,73,101,72.28,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.50,0.10,0.40,0.30,0.15,0.15,14.46,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),72.28
