date,timeframe,daily_mb_total_stocks,daily_mb_advancing_stocks,daily_mb_declining_stocks,daily_mb_unchanged_stocks,daily_mb_net_advances,daily_mb_ad_ratio,daily_mb_ad_line,daily_mb_advance_pct,daily_mb_decline_pct,daily_mb_avg_pct_change,daily_mb_pct_change_volatility,daily_mb_long_new_highs,daily_mb_long_new_lows,daily_mb_total_stocks_hl_long,daily_mb_net_long_new_highs,daily_mb_hl_ratio_long,daily_mb_long_new_highs_pct,daily_mb_long_new_lows_pct,daily_mb_net_hl_line_long,daily_mb_medium_new_highs,daily_mb_medium_new_lows,daily_mb_total_stocks_hl_medium,daily_mb_net_medium_new_highs,daily_mb_hl_ratio_medium,daily_mb_medium_new_highs_pct,daily_mb_medium_new_lows_pct,daily_mb_net_hl_line_medium,daily_mb_short_new_highs,daily_mb_short_new_lows,daily_mb_total_stocks_hl_short,daily_mb_net_short_new_highs,daily_mb_hl_ratio_short,daily_mb_short_new_highs_pct,daily_mb_short_new_lows_pct,daily_mb_net_hl_line_short,daily_mb_stocks_above_ma_20,daily_mb_total_stocks_ma_20,daily_mb_pct_above_ma_20,daily_mb_stocks_above_ma_50,daily_mb_total_stocks_ma_50,daily_mb_pct_above_ma_50,daily_mb_stocks_above_ma_200,daily_mb_total_stocks_ma_200,daily_mb_pct_above_ma_200,daily_mb_long_new_highs_gt_100,daily_mb_long_success_condition,daily_mb_medium_new_highs_gt_100,daily_mb_medium_success_condition,daily_mb_short_new_highs_gt_100,daily_mb_short_success_condition,daily_mb_ad_ratio_gt_2_0,daily_mb_ad_ratio_lt_0_5,daily_mb_strong_advance_breadth,daily_mb_weak_advance_breadth,daily_mb_strong_ma_breadth_20,daily_mb_weak_ma_breadth_20,daily_mb_strong_ma_breadth_50,daily_mb_weak_ma_breadth_50,daily_mb_strong_ma_breadth_200,daily_mb_weak_ma_breadth_200,daily_mb_timeframe,daily_mb_universe,daily_mb_hl_periods,daily_mb_ma_periods,daily_mb_bullish_momentum_5d,daily_mb_bearish_momentum_5d,daily_mb_net_momentum_5d,daily_mb_bullish_momentum_10d,daily_mb_bearish_momentum_10d,daily_mb_net_momentum_10d,daily_mb_bullish_momentum_20d,daily_mb_bearish_momentum_20d,daily_mb_net_momentum_20d,daily_mb_breadth_thrust,daily_mb_breadth_deterioration,daily_mb_ad_thrust,daily_mb_new_highs_expansion,daily_mb_new_lows_expansion,daily_mb_total_bullish_signals,daily_mb_total_bearish_signals,daily_mb_net_signal_score,daily_mb_overall_breadth_score,daily_mb_breadth_rating,daily_mb_signal_strength,daily_mb_threshold_classification,daily_mb_market_participation,daily_mb_consecutive_bullish_days,daily_mb_consecutive_bearish_days
2024-01-17,daily,979,224,749,6,-525,0.30,-1238,22.88,76.51,-0.76,1.31,0,0,979,0,,0.00,0.00,0,0,0,979,0,,0.00,0.00,0,86,386,979,-300,0.22,8.78,39.43,-421,316,979,32.28,0,979,0.00,0,979,0.00,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.00,3.00,-3.00,0.10,3.20,-3.10,0.09,3.27,-3.18,0,1,0,0,0,0,4,-4,14.26,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),22.88,0.00,11.00
2024-01-18,daily,979,669,303,7,366,2.21,-872,68.34,30.95,0.65,1.71,0,0,979,0,,0.00,0.00,0,0,0,979,0,,0.00,0.00,0,113,219,979,-106,0.52,11.54,22.37,-527,427,979,43.62,0,979,0.00,0,979,0.00,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.00,2.80,-2.80,0.10,3.00,-2.90,0.08,3.17,-3.08,0,1,1,0,0,1,3,-2,26.75,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),68.34,0.00,12.00
2024-01-19,daily,979,738,233,8,505,3.17,-367,75.38,23.80,0.93,2.15,0,0,979,0,,0.00,0.00,0,0,0,979,0,,0.00,0.00,0,203,132,979,71,1.54,20.74,13.48,-456,518,979,52.91,0,979,0.00,0,979,0.00,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.20,2.60,-2.40,0.20,2.90,-2.70,0.15,3.08,-2.92,0,1,1,0,0,2,3,-1,30.95,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),75.38,0.00,13.00
2024-01-22,daily,979,749,224,6,525,3.34,158,76.51,22.88,0.94,3.25,0,0,979,0,,0.00,0.00,0,0,0,979,0,,0.00,0.00,0,314,61,979,253,5.15,32.07,6.23,-203,621,979,63.43,0,979,0.00,0,979,0.00,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.40,2.40,-2.00,0.30,2.80,-2.50,0.21,3.00,-2.79,0,0,1,0,0,2,2,0,34.33,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),76.51,0.00,0.00
2024-01-23,daily,979,460,516,3,-56,0.89,102,46.99,52.71,-0.07,1.68,0,0,979,0,,0.00,0.00,0,207,54,979,153,3.83,21.14,5.52,153,207,54,979,153,3.83,21.14,5.52,-50,591,979,60.37,0,979,0.00,0,979,0.00,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.40,2.20,-1.80,0.20,2.70,-2.50,0.20,2.93,-2.73,0,0,0,0,0,0,2,-2,27.51,Poor,Moderate Bearish,Breadth Deterioration (Bearish),46.99,0.00,1.00
2024-01-24,daily,979,269,703,7,-434,0.38,-332,27.48,71.81,-0.69,1.86,0,0,979,0,,0.00,0.00,0,211,97,979,114,2.18,21.55,9.91,267,211,97,979,114,2.18,21.55,9.91,64,501,979,51.17,0,979,0.00,0,979,0.00,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.40,2.20,-1.80,0.20,2.60,-2.40,0.19,2.94,-2.75,0,1,0,0,0,0,4,-4,20.85,Poor,Strong Bearish,Breadth Deterioration (Bearish),27.48,0.00,2.00
2024-01-25,daily,979,740,232,7,508,3.19,176,75.59,23.70,0.73,2.06,0,0,979,0,,0.00,0.00,0,152,64,979,88,2.38,15.53,6.54,355,152,64,979,88,2.38,15.53,6.54,152,621,979,63.43,0,979,0.00,0,979,0.00,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.60,2.20,-1.60,0.30,2.50,-2.20,0.24,2.88,-2.65,0,0,1,0,0,2,2,0,34.15,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),75.59,0.00,0.00
2024-01-26,daily,979,548,425,6,123,1.29,299,55.98,43.41,0.19,1.85,0,0,979,0,,0.00,0.00,0,137,27,979,110,5.07,13.99,2.76,465,137,27,979,110,5.07,13.99,2.76,262,630,979,64.35,0,979,0.00,0,979,0.00,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.40,2.20,-1.80,0.30,2.40,-2.10,0.22,2.83,-2.61,0,0,0,0,0,0,2,-2,30.50,Poor,Moderate Bearish,Breadth Deterioration (Bearish),55.98,0.00,1.00
2024-01-29,daily,979,760,214,5,546,3.55,845,77.63,21.86,1.02,1.85,0,0,979,0,,0.00,0.00,0,155,36,979,119,4.31,15.83,3.68,584,155,36,979,119,4.31,15.83,3.68,381,697,979,71.20,0,979,0.00,0,979,0.00,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.40,2.20,-1.80,0.40,2.30,-1.90,0.26,2.79,-2.53,0,0,1,0,0,2,2,0,36.89,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),77.63,0.00,0.00
2024-01-30,daily,979,451,523,5,-72,0.86,773,46.07,53.42,-0.22,1.75,0,0,979,0,,0.00,0.00,0,218,36,979,182,6.06,22.27,3.68,766,218,36,979,182,6.06,22.27,3.68,563,666,979,68.03,0,979,0.00,0,979,0.00,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.40,2.20,-1.80,0.40,2.20,-1.80,0.25,2.75,-2.50,0,0,0,0,0,0,2,-2,29.62,Poor,Moderate Bearish,Breadth Deterioration (Bearish),46.07,0.00,1.00
2024-01-31,daily,979,110,864,5,-754,0.13,19,11.24,88.25,-1.57,1.86,0,0,979,0,,0.00,0.00,0,157,82,979,75,1.91,16.04,8.38,841,168,82,979,86,2.05,17.16,8.38,649,488,979,49.85,0,979,0.00,0,979,0.00,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.40,2.20,-1.80,0.40,2.20,-1.80,0.25,2.70,-2.45,0,1,0,0,0,0,4,-4,17.20,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),11.24,0.00,2.00
2024-02-01,daily,980,774,202,3,572,3.83,591,78.98,20.61,1.24,2.24,0,0,980,0,,0.00,0.00,0,113,137,980,-24,0.82,11.53,13.98,817,129,137,980,-8,0.94,13.16,13.98,641,626,980,63.88,0,980,0.00,0,980,0.00,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.40,2.20,-1.80,0.50,2.20,-1.70,0.30,2.60,-2.30,0,0,1,0,0,2,2,0,34.96,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),78.98,0.00,0.00
2024-02-02,daily,980,459,516,5,-57,0.89,534,46.84,52.65,-0.04,2.36,0,0,980,0,,0.00,0.00,0,176,102,980,74,1.73,17.96,10.41,891,193,105,980,88,1.84,19.69,10.71,729,555,980,56.63,0,980,0.00,0,980,0.00,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.60,2.20,-1.60,0.50,2.20,-1.70,0.35,2.55,-2.20,0,1,0,0,0,1,3,-2,26.36,Poor,Moderate Bearish,Breadth Deterioration (Bearish),46.84,0.00,1.00
2024-02-05,daily,980,159,816,5,-657,0.19,-123,16.22,83.27,-1.09,1.95,0,0,980,0,,0.00,0.00,0,70,163,980,-93,0.43,7.14,16.63,798,77,170,980,-93,0.45,7.86,17.35,636,443,980,45.20,0,980,0.00,0,980,0.00,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,daily,Russell1000,252;63;20,20;50;200,0.60,2.40,-1.80,0.50,2.30,-1.80,0.40,2.55,-2.15,0,1,0,0,0,1,4,-3,16.80,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),16.22,0.00,2.00
2024-02-06,daily,980,686,283,11,403,2.42,280,70.00,28.88,0.73,2.15,0,0,980,0,,0.00,0.00,0,101,93,980,8,1.09,10.31,9.49,806,112,103,980,9,1.09,11.43,10.51,645,539,980,55.00,548,980,55.92,0,980,0.00,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,0.80,2.20,-1.40,0.60,2.20,-1.60,0.40,2.45,-2.05,0,0,1,0,0,2,1,1,44.48,Fair,Weak Signal (Bearish),Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),70.00,1.00,0.00
2024-02-07,daily,980,597,375,8,222,1.59,502,60.92,38.27,0.40,2.11,0,0,980,0,,0.00,0.00,0,189,80,980,109,2.36,19.29,8.16,915,202,91,980,111,2.22,20.61,9.29,756,546,980,55.71,548,980,55.92,0,980,0.00,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.00,1.80,-0.80,0.70,2.00,-1.30,0.45,2.30,-1.85,0,0,0,0,0,1,1,0,42.88,Fair,Weak Signal (Bearish),Breadth Deterioration (Bearish),60.92,0.00,0.00
2024-02-08,daily,980,624,355,1,269,1.76,771,63.67,36.22,0.67,2.73,0,0,980,0,,0.00,0.00,0,178,81,980,97,2.20,18.16,8.27,1012,198,89,980,109,2.22,20.20,9.08,865,593,980,60.51,578,980,58.98,0,980,0.00,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.00,1.60,-0.60,0.70,1.90,-1.20,0.50,2.20,-1.70,0,0,0,0,0,1,1,0,45.63,Fair,Weak Signal (Bearish),Breadth Deterioration (Bearish),63.67,0.00,0.00
2024-02-09,daily,980,664,311,5,353,2.13,1124,67.76,31.73,0.54,2.19,0,0,980,0,,0.00,0.00,0,182,53,980,129,3.43,18.57,5.41,1141,209,59,980,150,3.54,21.33,6.02,1015,610,980,62.24,592,980,60.41,0,980,0.00,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.00,1.40,-0.40,0.80,1.80,-1.00,0.55,2.10,-1.55,0,0,1,0,0,2,1,1,47.33,Fair,Weak Signal (Bearish),Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),67.76,1.00,0.00
2024-02-12,daily,980,676,300,4,376,2.25,1500,68.98,30.61,0.80,1.75,0,0,980,0,,0.00,0.00,0,210,16,980,194,13.12,21.43,1.63,1335,261,21,980,240,12.43,26.63,2.14,1255,678,980,69.18,648,980,66.12,0,980,0.00,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.00,1.00,0.00,0.80,1.70,-0.90,0.60,2.00,-1.40,0,0,1,0,0,2,1,1,51.08,Fair,Weak Signal (Bearish),Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),68.98,2.00,0.00
2024-02-13,daily,980,90,888,2,-798,0.10,702,9.18,90.61,-2.18,2.51,0,0,980,0,,0.00,0.00,0,36,167,980,-131,0.22,3.67,17.04,1204,40,191,980,-151,0.21,4.08,19.49,1104,475,980,48.47,495,980,50.51,0,980,0.00,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.00,1.20,-0.20,0.90,1.70,-0.80,0.65,1.95,-1.30,0,0,0,0,0,1,2,-1,29.00,Poor,Moderate Bearish,Breadth Deterioration (Bearish),9.18,0.00,1.00
2024-02-14,daily,980,812,162,6,650,5.01,1352,82.86,16.53,1.52,2.34,0,0,980,0,,0.00,0.00,0,108,51,980,57,2.12,11.02,5.20,1261,119,55,980,64,2.16,12.14,5.61,1168,571,980,58.27,582,980,59.39,0,980,0.00,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.20,1.20,0.00,1.10,1.50,-0.40,0.75,1.85,-1.10,0,0,1,0,0,3,1,2,48.90,Fair,Weak Signal (Bearish),Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),82.86,1.00,0.00
2024-02-15,daily,980,796,176,8,620,4.52,1972,81.22,17.96,1.35,2.75,0,0,980,0,,0.00,0.00,0,220,25,980,195,8.80,22.45,2.55,1456,271,25,980,246,10.84,27.65,2.55,1414,689,980,70.31,664,980,67.76,0,980,0.00,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.40,1.20,0.20,1.20,1.40,-0.20,0.85,1.80,-0.95,0,0,1,0,0,3,1,2,54.28,Fair,Weak Signal (Bearish),Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),81.22,2.00,0.00
2024-02-16,daily,980,313,660,7,-347,0.47,1625,31.94,67.35,-0.56,2.35,0,0,980,0,,0.00,0.00,0,179,36,980,143,4.97,18.27,3.67,1599,209,46,980,163,4.54,21.33,4.69,1577,632,980,64.49,622,980,63.47,0,980,0.00,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.40,1.20,0.20,1.20,1.30,-0.10,0.85,1.75,-0.90,0,0,0,0,0,1,1,0,41.60,Fair,Moderate Bearish,Breadth Deterioration (Bearish),31.94,0.00,0.00
2024-02-20,daily,980,339,637,4,-298,0.53,1327,34.59,65.00,-0.59,1.84,0,0,980,0,,0.00,0.00,0,81,67,980,14,1.21,8.27,6.84,1613,99,89,980,10,1.11,10.10,9.08,1587,591,980,60.31,600,980,61.22,0,980,0.00,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.40,1.20,0.20,1.20,1.10,0.10,0.85,1.70,-0.85,0,0,0,0,0,1,1,0,40.32,Fair,Weak Signal (Bearish),Breadth Deterioration (Bearish),34.59,0.00,0.00
2024-02-21,daily,980,550,424,6,126,1.30,1453,56.12,43.27,0.03,2.08,0,0,980,0,,0.00,0.00,0,82,53,980,29,1.55,8.37,5.41,1642,115,83,980,32,1.39,11.73,8.47,1619,602,980,61.43,624,980,63.67,0,980,0.00,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.40,1.00,0.40,1.20,1.10,0.10,0.90,1.65,-0.75,0,0,0,0,0,1,1,0,45.57,Fair,Weak Signal (Bearish),Breadth Deterioration (Bearish),56.12,0.00,0.00
2024-02-22,daily,980,720,257,3,463,2.80,1916,73.47,26.22,1.07,2.55,0,0,980,0,,0.00,0.00,0,195,31,980,164,6.29,19.90,3.16,1806,217,36,980,181,6.03,22.14,3.67,1800,666,980,67.96,651,980,66.43,0,980,0.00,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.40,1.00,0.40,1.30,1.10,0.20,1.00,1.55,-0.55,0,0,1,0,0,3,1,2,51.69,Fair,Weak Signal (Bearish),Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),73.47,1.00,0.00
2024-02-23,daily,980,646,326,8,320,1.98,2236,65.92,33.27,0.38,2.13,0,0,980,0,,0.00,0.00,0,224,26,980,198,8.62,22.86,2.65,2004,257,30,980,227,8.57,26.22,3.06,2027,688,980,70.20,675,980,68.88,0,980,0.00,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.20,1.00,0.20,1.30,1.10,0.20,1.00,1.50,-0.50,0,0,0,0,0,1,1,0,51.46,Fair,Weak Signal (Bearish),Breadth Deterioration (Bearish),65.92,0.00,0.00
2024-02-26,daily,980,366,604,10,-238,0.61,1998,37.35,61.63,-0.16,1.91,0,0,980,0,,0.00,0.00,0,176,38,980,138,4.63,17.96,3.88,2142,195,41,980,154,4.76,19.90,4.18,2181,643,980,65.61,636,980,64.90,0,980,0.00,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.20,1.00,0.20,1.30,1.10,0.20,1.05,1.45,-0.40,0,0,0,0,0,1,1,0,43.38,Fair,Weak Signal (Bearish),Breadth Deterioration (Bearish),37.35,0.00,0.00
2024-02-27,daily,980,615,360,5,255,1.71,2253,62.76,36.73,0.71,4.37,0,0,980,0,,0.00,0.00,0,142,29,980,113,4.90,14.49,2.96,2255,169,33,980,136,5.12,17.24,3.37,2317,697,980,71.12,666,980,67.96,0,980,0.00,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,daily,Russell1000,252;63;20,20;50;200,1.20,1.00,0.20,1.30,1.10,0.20,1.05,1.40,-0.35,0,0,0,0,0,1,1,0,50.88,Fair,Weak Signal (Bearish),Breadth Deterioration (Bearish),62.76,0.00,0.00
