date,timeframe,monthly_mb_total_stocks,monthly_mb_advancing_stocks,monthly_mb_declining_stocks,monthly_mb_unchanged_stocks,monthly_mb_net_advances,monthly_mb_ad_ratio,monthly_mb_ad_line,monthly_mb_advance_pct,monthly_mb_decline_pct,monthly_mb_avg_pct_change,monthly_mb_pct_change_volatility,monthly_mb_long_new_highs,monthly_mb_long_new_lows,monthly_mb_total_stocks_hl_long,monthly_mb_net_long_new_highs,monthly_mb_hl_ratio_long,monthly_mb_long_new_highs_pct,monthly_mb_long_new_lows_pct,monthly_mb_net_hl_line_long,monthly_mb_medium_new_highs,monthly_mb_medium_new_lows,monthly_mb_total_stocks_hl_medium,monthly_mb_net_medium_new_highs,monthly_mb_hl_ratio_medium,monthly_mb_medium_new_highs_pct,monthly_mb_medium_new_lows_pct,monthly_mb_net_hl_line_medium,monthly_mb_short_new_highs,monthly_mb_short_new_lows,monthly_mb_total_stocks_hl_short,monthly_mb_net_short_new_highs,monthly_mb_hl_ratio_short,monthly_mb_short_new_highs_pct,monthly_mb_short_new_lows_pct,monthly_mb_net_hl_line_short,monthly_mb_stocks_above_ma_3,monthly_mb_total_stocks_ma_3,monthly_mb_pct_above_ma_3,monthly_mb_stocks_above_ma_6,monthly_mb_total_stocks_ma_6,monthly_mb_pct_above_ma_6,monthly_mb_stocks_above_ma_12,monthly_mb_total_stocks_ma_12,monthly_mb_pct_above_ma_12,monthly_mb_long_new_highs_gt_100,monthly_mb_long_success_condition,monthly_mb_medium_new_highs_gt_100,monthly_mb_medium_success_condition,monthly_mb_short_new_highs_gt_100,monthly_mb_short_success_condition,monthly_mb_ad_ratio_gt_2_0,monthly_mb_ad_ratio_lt_0_5,monthly_mb_strong_advance_breadth,monthly_mb_weak_advance_breadth,monthly_mb_timeframe,monthly_mb_universe,monthly_mb_hl_periods,monthly_mb_ma_periods,monthly_mb_bullish_momentum_5d,monthly_mb_bearish_momentum_5d,monthly_mb_net_momentum_5d,monthly_mb_bullish_momentum_10d,monthly_mb_bearish_momentum_10d,monthly_mb_net_momentum_10d,monthly_mb_bullish_momentum_20d,monthly_mb_bearish_momentum_20d,monthly_mb_net_momentum_20d,monthly_mb_overall_breadth_score,monthly_mb_breadth_rating,monthly_mb_signal_strength,monthly_mb_threshold_classification,monthly_mb_market_participation
2024-05-16,monthly,987,387,590,10,-203,0.66,5662,39.21,59.78,-0.38,2.89,279,33,987,246,8.45,28.27,3.34,5533,416,254,987,162,1.64,42.15,25.73,6663,987,987,987,0,1.00,100.00,100.00,0,514,987,52.08,629,987,63.73,767,987,77.71,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.40,0.00,2.40,2.40,0.05,2.35,7.84,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),39.21
2024-05-17,monthly,987,536,447,4,89,1.20,5751,54.31,45.29,0.11,1.78,188,54,987,134,3.48,19.05,5.47,5667,266,416,987,-150,0.64,26.95,42.15,6513,987,987,987,0,1.00,100.00,100.00,0,477,987,48.33,595,987,60.28,729,987,73.86,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.30,0.00,2.30,2.40,0.05,2.35,10.86,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),54.31
2024-05-20,monthly,987,472,508,7,-36,0.93,5715,47.82,51.47,0.09,1.59,240,68,987,172,3.53,24.32,6.89,5839,362,367,987,-5,0.99,36.68,37.18,6508,987,987,987,0,1.00,100.00,100.00,0,487,987,49.34,552,987,55.93,650,987,65.86,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.20,0.00,2.20,2.35,0.05,2.30,9.56,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),47.82
2024-05-21,monthly,987,449,532,6,-83,0.84,5632,45.49,53.90,-0.24,1.63,158,123,987,35,1.28,16.01,12.46,5874,300,434,987,-134,0.69,30.40,43.97,6374,987,987,987,0,1.00,100.00,100.00,0,431,987,43.67,474,987,48.02,606,987,61.40,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.20,0.00,2.20,2.30,0.05,2.25,9.10,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),45.49
2024-05-22,monthly,987,321,660,6,-339,0.49,5293,32.52,66.87,-0.53,1.90,155,190,987,-35,0.82,15.70,19.25,5839,304,528,987,-224,0.58,30.80,53.50,6150,987,987,987,0,1.00,100.00,100.00,0,325,987,32.93,349,987,35.36,494,987,50.05,1,1,1,1,1,1,0,1,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.00,2.00,2.20,0.00,2.20,2.30,0.05,2.25,6.50,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),32.52
2024-05-23,monthly,987,127,858,2,-731,0.15,4562,12.87,86.93,-1.48,1.80,102,361,987,-259,0.28,10.33,36.58,5580,187,743,987,-556,0.25,18.95,75.28,5594,987,987,987,0,1.00,100.00,100.00,0,105,987,10.64,153,987,15.50,267,987,27.05,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.10,0.10,2.00,2.30,0.10,2.20,2.57,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),12.87
2024-05-24,monthly,987,708,274,5,434,2.58,4996,71.73,27.76,0.73,1.95,89,219,987,-130,0.41,9.02,22.19,5450,157,378,987,-221,0.42,15.91,38.30,5373,987,987,987,0,1.00,100.00,100.00,0,438,987,44.38,302,987,30.60,333,987,33.74,0,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.20,0.10,2.10,2.35,0.10,2.25,14.35,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),71.73
2024-05-28,monthly,987,270,712,5,-442,0.38,4554,27.36,72.14,-0.53,4.42,100,374,987,-274,0.27,10.13,37.89,5176,265,516,987,-251,0.51,26.85,52.28,5122,987,987,987,0,1.00,100.00,100.00,0,355,987,35.97,237,987,24.01,266,987,26.95,0,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.40,1.80,2.20,0.20,2.00,2.30,0.15,2.15,5.47,Very Poor,Weak Signal (Bearish),Neutral,27.36
2024-05-29,monthly,987,145,836,6,-691,0.17,3863,14.69,84.70,-1.00,3.06,35,584,987,-549,0.06,3.55,59.17,4627,78,776,987,-698,0.10,7.90,78.62,4424,987,987,987,0,1.00,100.00,100.00,0,133,987,13.48,152,987,15.40,177,987,17.93,0,1,0,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.60,1.60,2.20,0.30,1.90,2.30,0.15,2.15,2.94,Very Poor,Weak Signal (Bearish),Neutral,14.69
2024-05-30,monthly,987,702,279,6,423,2.52,4286,71.12,28.27,0.75,9.05,56,235,987,-179,0.24,5.67,23.81,4448,190,340,987,-150,0.56,19.25,34.45,4274,987,987,987,0,1.00,100.00,100.00,0,535,987,54.20,334,987,33.84,240,987,24.32,0,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.60,1.80,2.20,0.30,1.90,2.35,0.15,2.20,14.22,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),71.12
2024-05-31,monthly,987,794,190,3,604,4.18,4890,80.45,19.25,1.09,2.57,103,189,987,-86,0.54,10.44,19.15,4362,668,265,987,403,2.52,67.68,26.85,4677,987,987,987,0,1.00,100.00,100.00,0,795,987,80.55,670,987,67.88,429,987,43.47,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.40,2.20,2.30,0.30,2.00,2.35,0.15,2.20,16.09,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),80.45
2024-06-03,monthly,987,349,633,5,-284,0.55,4606,35.36,64.13,-0.48,2.13,157,166,987,-9,0.95,15.91,16.82,4353,649,246,987,403,2.64,65.75,24.92,5080,987,987,987,0,1.00,100.00,100.00,0,509,987,51.57,538,987,54.51,381,987,38.60,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.40,2.00,2.30,0.30,2.00,2.30,0.15,2.15,7.07,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),35.36
2024-06-04,monthly,987,338,644,5,-306,0.52,4300,34.25,65.25,-0.69,1.91,95,220,987,-125,0.43,9.63,22.29,4228,252,406,987,-154,0.62,25.53,41.13,4926,987,987,987,0,1.00,100.00,100.00,0,327,987,33.13,450,987,45.59,350,987,35.46,0,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.30,0.30,2.00,2.25,0.15,2.10,6.85,Very Poor,Neutral,Neutral,34.25
2024-06-05,monthly,987,676,308,3,368,2.19,4668,68.49,31.21,0.91,1.96,114,129,987,-15,0.88,11.55,13.07,4213,270,360,987,-90,0.75,27.36,36.47,4836,987,987,987,0,1.00,100.00,100.00,0,580,987,58.76,569,987,57.65,445,987,45.09,1,1,1,1,1,1,1,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.30,0.30,2.00,2.25,0.15,2.10,13.70,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),68.49
2024-06-06,monthly,987,394,582,11,-188,0.68,4480,39.92,58.97,-0.11,3.18,131,104,987,27,1.26,13.27,10.54,4240,426,261,987,165,1.63,43.16,26.44,5001,987,987,987,0,1.00,100.00,100.00,0,500,987,50.66,471,987,47.72,432,987,43.77,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.30,0.30,2.00,2.25,0.15,2.10,7.98,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),39.92
2024-06-07,monthly,987,295,683,9,-388,0.43,4092,29.89,69.20,-0.59,1.88,78,174,987,-96,0.45,7.90,17.63,4144,274,472,987,-198,0.58,27.76,47.82,4803,987,987,987,0,1.00,100.00,100.00,0,271,987,27.46,329,987,33.33,377,987,38.20,0,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.30,0.30,2.00,2.20,0.20,2.00,5.98,Very Poor,Weak Signal (Bearish),Neutral,29.89
2024-06-10,monthly,987,554,425,8,129,1.30,4221,56.13,43.06,0.34,1.92,97,213,987,-116,0.46,9.83,21.58,4028,243,566,987,-323,0.43,24.62,57.35,4480,987,987,987,0,1.00,100.00,100.00,0,475,987,48.13,452,987,45.80,429,987,43.47,0,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.20,0.30,1.90,2.20,0.20,2.00,11.23,Very Poor,Neutral,Neutral,56.13
2024-06-11,monthly,987,347,630,10,-283,0.55,3938,35.16,63.83,-0.38,1.87,75,209,987,-134,0.36,7.60,21.18,3894,208,453,987,-245,0.46,21.07,45.90,4235,987,987,987,0,1.00,100.00,100.00,0,403,987,40.83,377,987,38.20,378,987,38.30,0,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.20,0.20,2.00,2.20,0.20,2.00,7.03,Very Poor,Neutral,Neutral,35.16
2024-06-12,monthly,987,655,327,5,328,2.00,4266,66.36,33.13,0.96,2.21,282,92,987,190,3.07,28.57,9.32,4084,767,192,987,575,3.99,77.71,19.45,4810,987,987,987,0,1.00,100.00,100.00,0,604,987,61.20,543,987,55.02,523,987,52.99,1,1,1,1,1,1,1,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.20,0.10,2.10,2.20,0.20,2.00,13.27,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),66.36
2024-06-13,monthly,987,303,674,10,-371,0.45,3895,30.70,68.29,-0.60,1.82,85,228,987,-143,0.37,8.61,23.10,3941,150,417,987,-267,0.36,15.20,42.25,4543,987,987,987,0,1.00,100.00,100.00,0,416,987,42.15,434,987,43.97,443,987,44.88,0,1,1,1,1,1,0,1,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.10,0.10,2.00,2.15,0.20,1.95,6.14,Very Poor,Weak Signal (Bearish),Neutral,30.70
2024-06-14,monthly,988,234,749,4,-515,0.31,3380,23.68,75.81,-0.92,2.05,41,334,988,-293,0.12,4.15,33.81,3648,68,676,988,-608,0.10,6.88,68.42,3935,988,988,988,0,1.00,100.00,100.00,0,229,988,23.18,312,988,31.58,324,988,32.79,0,1,0,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.15,0.25,1.90,4.74,Very Poor,Weak Signal (Bearish),Neutral,23.68
2024-06-17,monthly,988,684,298,6,386,2.30,3766,69.23,30.16,0.69,1.81,120,203,988,-83,0.59,12.15,20.55,3565,338,394,988,-56,0.86,34.21,39.88,3879,988,988,988,0,1.00,100.00,100.00,0,577,988,58.40,496,988,50.20,417,988,42.21,1,1,1,1,1,1,1,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.15,0.25,1.90,13.85,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),69.23
2024-06-18,monthly,988,578,395,15,183,1.46,3949,58.50,39.98,0.19,1.99,173,123,988,50,1.41,17.51,12.45,3615,609,190,988,419,3.21,61.64,19.23,4298,988,988,988,0,1.00,100.00,100.00,0,638,988,64.57,539,988,54.55,479,988,48.48,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.15,0.25,1.90,11.70,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),58.50
2024-06-20,monthly,988,517,468,3,49,1.10,3998,52.33,47.37,-0.02,1.92,177,147,988,30,1.20,17.91,14.88,3645,496,263,988,233,1.89,50.20,26.62,4531,988,988,988,0,1.00,100.00,100.00,0,553,988,55.97,551,988,55.77,523,988,52.94,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.15,0.25,1.90,10.47,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),52.33
2024-06-21,monthly,988,599,379,10,220,1.58,4218,60.63,38.36,0.31,1.76,134,101,988,33,1.33,13.56,10.22,3678,389,342,988,47,1.14,39.37,34.62,4578,988,988,988,0,1.00,100.00,100.00,0,574,988,58.10,643,988,65.08,569,988,57.59,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.15,0.25,1.90,12.13,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),60.63
2024-06-24,monthly,988,677,306,5,371,2.21,4589,68.52,30.97,0.50,2.26,291,30,988,261,9.70,29.45,3.04,3939,675,114,988,561,5.92,68.32,11.54,5139,988,988,988,0,1.00,100.00,100.00,0,723,988,73.18,721,988,72.98,668,988,67.61,1,1,1,1,1,1,1,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.00,2.00,2.00,0.10,1.90,2.15,0.20,1.95,13.70,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),68.52
2024-06-25,monthly,988,266,717,5,-451,0.37,4138,26.92,72.57,-0.62,1.97,102,115,988,-13,0.89,10.32,11.64,3926,212,388,988,-176,0.55,21.46,39.27,4963,988,988,988,0,1.00,100.00,100.00,0,347,988,35.12,487,988,49.29,533,988,53.95,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.10,0.25,1.85,5.38,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),26.92
2024-06-26,monthly,988,374,606,8,-232,0.62,3906,37.85,61.34,-0.18,1.88,65,163,988,-98,0.40,6.58,16.50,3828,149,597,988,-448,0.25,15.08,60.43,4515,988,988,988,0,1.00,100.00,100.00,0,285,988,28.85,377,988,38.16,479,988,48.48,0,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.10,0.20,1.90,7.57,Very Poor,Neutral,Neutral,37.85
2024-06-27,monthly,988,597,384,7,213,1.55,4119,60.43,38.87,0.34,1.71,120,116,988,4,1.03,12.15,11.74,3832,311,336,988,-25,0.93,31.48,34.01,4490,988,988,988,0,1.00,100.00,100.00,0,529,988,53.54,446,988,45.14,515,988,52.13,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.10,0.15,1.95,12.09,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),60.43
2024-06-28,monthly,988,555,429,4,126,1.29,4245,56.17,43.42,0.19,1.94,208,111,988,97,1.87,21.05,11.23,3929,643,271,988,372,2.37,65.08,27.43,4862,988,988,988,0,1.00,100.00,100.00,0,571,988,57.79,489,988,49.49,538,988,54.45,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.05,0.15,1.90,11.23,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),56.17
2024-07-01,monthly,988,254,729,5,-475,0.35,3770,25.71,73.79,-0.79,1.65,187,212,988,-25,0.88,18.93,21.46,3904,410,490,988,-80,0.84,41.50,49.60,4782,988,988,988,0,1.00,100.00,100.00,0,317,988,32.09,348,988,35.22,428,988,43.32,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.00,0.40,1.60,2.00,0.20,1.80,2.00,0.20,1.80,5.14,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),25.71
2024-07-02,monthly,988,639,341,8,298,1.87,4068,64.68,34.51,0.39,1.44,132,211,988,-79,0.63,13.36,21.36,3825,221,445,988,-224,0.50,22.37,45.04,4558,988,988,988,0,1.00,100.00,100.00,0,489,988,49.49,456,988,46.15,487,988,49.29,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.00,0.20,1.80,12.94,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),64.68
2024-07-03,monthly,988,533,446,9,87,1.20,4155,53.95,45.14,0.18,1.37,163,76,988,87,2.14,16.50,7.69,3912,337,202,988,135,1.67,34.11,20.45,4693,988,988,988,0,1.00,100.00,100.00,0,594,988,60.12,510,988,51.62,481,988,48.68,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.00,0.20,1.80,10.79,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),53.95
2024-07-05,monthly,988,399,581,8,-182,0.69,3973,40.38,58.81,-0.23,1.66,96,201,988,-105,0.48,9.72,20.34,3807,263,474,988,-211,0.55,26.62,47.98,4482,988,988,988,0,1.00,100.00,100.00,0,430,988,43.52,409,988,41.40,427,988,43.22,0,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.00,0.20,1.80,8.08,Very Poor,Neutral,Neutral,40.38
2024-07-08,monthly,988,559,421,8,138,1.33,4111,56.58,42.61,0.21,1.68,124,82,988,42,1.51,12.55,8.30,3849,416,250,988,166,1.66,42.11,25.30,4648,988,988,988,0,1.00,100.00,100.00,0,500,988,50.61,482,988,48.79,454,988,45.95,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.20,1.80,2.00,0.20,1.80,11.32,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),56.58
2024-07-09,monthly,988,358,620,10,-262,0.58,3849,36.23,62.75,-0.36,1.61,127,202,988,-75,0.63,12.85,20.45,3774,338,439,988,-101,0.77,34.21,44.43,4547,988,988,988,0,1.00,100.00,100.00,0,413,988,41.80,437,988,44.23,414,988,41.90,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.00,2.00,2.00,0.20,1.80,2.00,0.15,1.85,7.25,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),36.23
2024-07-10,monthly,988,764,219,5,545,3.49,4394,77.33,22.17,0.84,1.60,172,158,988,14,1.09,17.41,15.99,3788,441,322,988,119,1.37,44.64,32.59,4666,988,988,988,0,1.00,100.00,100.00,0,703,988,71.15,646,988,65.38,576,988,58.30,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.10,0.10,2.00,2.05,0.15,1.90,15.47,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),77.33
2024-07-11,monthly,988,818,168,2,650,4.87,5044,82.79,17.00,1.75,2.40,457,37,988,420,12.35,46.26,3.74,4208,802,109,988,693,7.36,81.17,11.03,5359,988,988,988,0,1.00,100.00,100.00,0,837,988,84.72,813,988,82.29,780,988,78.95,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.10,2.10,2.10,0.15,1.95,16.56,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),82.79
2024-07-12,monthly,988,796,188,4,608,4.23,5652,80.57,19.03,1.00,1.79,580,10,988,570,58.00,58.70,1.01,4778,797,62,988,735,12.85,80.67,6.28,6094,988,988,988,0,1.00,100.00,100.00,0,858,988,86.84,854,988,86.44,830,988,84.01,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.00,2.60,2.30,0.10,2.20,2.15,0.15,2.00,16.11,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),80.57
2024-07-15,monthly,988,613,371,4,242,1.65,5894,62.04,37.55,0.45,2.56,478,36,988,442,13.28,48.38,3.64,5220,588,156,988,432,3.77,59.51,15.79,6526,988,988,988,0,1.00,100.00,100.00,0,711,988,71.96,805,988,81.48,813,988,82.29,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.00,2.60,2.30,0.10,2.20,2.15,0.15,2.00,12.41,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),62.04
2024-07-16,monthly,988,877,108,3,769,8.12,6663,88.77,10.93,2.05,2.09,620,30,988,590,20.67,62.75,3.04,5810,715,124,988,591,5.77,72.37,12.55,7117,988,988,988,0,1.00,100.00,100.00,0,858,988,86.84,882,988,89.27,877,988,88.77,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.80,0.00,2.80,2.40,0.00,2.40,2.20,0.10,2.10,17.75,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),88.77
2024-07-17,monthly,988,408,575,5,-167,0.71,6496,41.30,58.20,-0.81,3.00,530,81,988,449,6.54,53.64,8.20,6259,592,223,988,369,2.65,59.92,22.57,7486,988,988,988,0,1.00,100.00,100.00,0,611,988,61.84,756,988,76.52,812,988,82.19,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.00,2.60,2.40,0.00,2.40,2.20,0.10,2.10,8.26,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),41.30
2024-07-18,monthly,988,200,785,3,-585,0.25,5911,20.24,79.45,-1.12,1.91,374,112,988,262,3.34,37.85,11.34,6521,407,415,988,-8,0.98,41.19,42.00,7478,988,988,988,0,1.00,100.00,100.00,0,225,988,22.77,520,988,52.63,731,988,73.99,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.40,0.10,2.30,2.20,0.15,2.05,4.05,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),20.24
2024-07-19,monthly,988,309,672,7,-363,0.46,5548,31.28,68.02,-0.56,1.80,33,90,988,-57,0.37,3.34,9.11,6464,53,637,988,-584,0.08,5.36,64.47,6894,988,988,988,0,1.00,100.00,100.00,0,182,988,18.42,321,988,32.49,650,988,65.79,0,1,0,1,1,1,0,1,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.40,0.10,2.30,2.20,0.15,2.05,6.26,Very Poor,Weak Signal (Bearish),Neutral,31.28
2024-07-22,monthly,988,774,206,8,568,3.76,6116,78.34,20.85,1.01,1.71,69,40,988,29,1.72,6.98,4.05,6493,173,396,988,-223,0.44,17.51,40.08,6671,988,988,988,0,1.00,100.00,100.00,0,703,988,71.15,495,988,50.10,732,988,74.09,0,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.50,0.10,2.40,2.25,0.15,2.10,15.67,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),78.34
2024-07-23,monthly,988,454,530,4,-76,0.86,6040,45.95,53.64,-0.01,2.19,153,41,988,112,3.73,15.49,4.15,6605,540,210,988,330,2.57,54.66,21.26,7001,988,988,988,0,1.00,100.00,100.00,0,585,988,59.21,465,988,47.06,672,988,68.02,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.50,0.10,2.40,2.25,0.15,2.10,9.19,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),45.95
2024-07-24,monthly,988,225,760,3,-535,0.30,5505,22.77,76.92,-1.69,3.28,99,161,988,-62,0.61,10.02,16.30,6543,273,547,988,-274,0.50,27.63,55.36,6727,988,988,988,0,1.00,100.00,100.00,0,213,988,21.56,234,988,23.68,428,988,43.32,0,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.40,1.80,2.40,0.20,2.20,2.25,0.15,2.10,4.55,Very Poor,Weak Signal (Bearish),Neutral,22.77
2024-07-25,monthly,989,614,368,6,246,1.67,5751,62.08,37.21,0.59,3.31,215,213,989,2,1.01,21.74,21.54,6545,445,530,989,-85,0.84,44.99,53.59,6642,989,989,989,0,1.00,100.00,100.00,0,471,989,47.62,432,989,43.68,491,989,49.65,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.30,0.20,2.10,2.25,0.15,2.10,12.42,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),62.08
2024-07-26,monthly,989,857,127,5,730,6.75,6481,86.65,12.84,1.58,3.11,215,67,989,148,3.21,21.74,6.77,6693,444,108,989,336,4.11,44.89,10.92,6978,989,989,989,0,1.00,100.00,100.00,0,833,989,84.23,659,989,66.63,611,989,61.78,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.30,0.20,2.10,2.30,0.15,2.15,17.33,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),86.65
2024-07-29,monthly,989,507,474,8,33,1.07,6514,51.26,47.93,-0.00,1.65,174,58,989,116,3.00,17.59,5.86,6809,455,115,989,340,3.96,46.01,11.63,7318,989,989,989,0,1.00,100.00,100.00,0,687,989,69.46,660,989,66.73,612,989,61.88,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.30,0.20,2.10,2.30,0.15,2.15,10.25,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),51.26
