date,timeframe,monthly_mb_total_stocks,monthly_mb_advancing_stocks,monthly_mb_declining_stocks,monthly_mb_unchanged_stocks,monthly_mb_net_advances,monthly_mb_ad_ratio,monthly_mb_ad_line,monthly_mb_advance_pct,monthly_mb_decline_pct,monthly_mb_avg_pct_change,monthly_mb_pct_change_volatility,monthly_mb_long_new_highs,monthly_mb_long_new_lows,monthly_mb_total_stocks_hl_long,monthly_mb_net_long_new_highs,monthly_mb_hl_ratio_long,monthly_mb_long_new_highs_pct,monthly_mb_long_new_lows_pct,monthly_mb_net_hl_line_long,monthly_mb_medium_new_highs,monthly_mb_medium_new_lows,monthly_mb_total_stocks_hl_medium,monthly_mb_net_medium_new_highs,monthly_mb_hl_ratio_medium,monthly_mb_medium_new_highs_pct,monthly_mb_medium_new_lows_pct,monthly_mb_net_hl_line_medium,monthly_mb_short_new_highs,monthly_mb_short_new_lows,monthly_mb_total_stocks_hl_short,monthly_mb_net_short_new_highs,monthly_mb_hl_ratio_short,monthly_mb_short_new_highs_pct,monthly_mb_short_new_lows_pct,monthly_mb_net_hl_line_short,monthly_mb_stocks_above_ma_3,monthly_mb_total_stocks_ma_3,monthly_mb_pct_above_ma_3,monthly_mb_stocks_above_ma_6,monthly_mb_total_stocks_ma_6,monthly_mb_pct_above_ma_6,monthly_mb_stocks_above_ma_12,monthly_mb_total_stocks_ma_12,monthly_mb_pct_above_ma_12,monthly_mb_long_new_highs_gt_100,monthly_mb_long_success_condition,monthly_mb_medium_new_highs_gt_100,monthly_mb_medium_success_condition,monthly_mb_short_new_highs_gt_100,monthly_mb_short_success_condition,monthly_mb_ad_ratio_gt_2_0,monthly_mb_ad_ratio_lt_0_5,monthly_mb_strong_advance_breadth,monthly_mb_weak_advance_breadth,monthly_mb_timeframe,monthly_mb_universe,monthly_mb_hl_periods,monthly_mb_ma_periods,monthly_mb_bullish_momentum_5d,monthly_mb_bearish_momentum_5d,monthly_mb_net_momentum_5d,monthly_mb_bullish_momentum_10d,monthly_mb_bearish_momentum_10d,monthly_mb_net_momentum_10d,monthly_mb_bullish_momentum_20d,monthly_mb_bearish_momentum_20d,monthly_mb_net_momentum_20d,monthly_mb_overall_breadth_score,monthly_mb_breadth_rating,monthly_mb_signal_strength,monthly_mb_threshold_classification,monthly_mb_market_participation
2024-03-08,monthly,500,245,252,3,-7,0.97,1974,49.00,50.40,-0.13,1.41,167,16,500,151,10.44,33.40,3.20,2404,283,96,500,187,2.95,56.60,19.20,2720,500,500,500,0,1.00,100.00,100.00,0,307,500,61.40,337,500,67.40,359,500,71.80,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.00,2.20,2.05,0.05,2.00,9.80,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),49.00
2024-03-11,monthly,500,283,215,2,68,1.32,2042,56.60,43.00,0.18,1.53,115,44,500,71,2.61,23.00,8.80,2475,191,232,500,-41,0.82,38.20,46.40,2679,500,500,500,0,1.00,100.00,100.00,0,282,500,56.40,333,500,66.60,358,500,71.60,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.00,2.20,2.10,0.05,2.05,11.32,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),56.60
2024-03-12,monthly,500,299,198,3,101,1.51,2143,59.80,39.60,0.31,1.58,112,16,500,96,7.00,22.40,3.20,2571,193,108,500,85,1.79,38.60,21.60,2764,500,500,500,0,1.00,100.00,100.00,0,329,500,65.80,365,500,73.00,394,500,78.80,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.00,2.20,2.15,0.05,2.10,11.96,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),59.80
2024-03-13,monthly,500,267,230,3,37,1.16,2180,53.40,46.00,0.09,1.74,150,18,500,132,8.33,30.00,3.60,2703,267,81,500,186,3.30,53.40,16.20,2950,500,500,500,0,1.00,100.00,100.00,0,292,500,58.40,323,500,64.60,368,500,73.60,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.00,2.20,2.20,0.00,2.20,2.20,0.00,2.20,10.68,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),53.40
2024-03-14,monthly,500,111,386,3,-275,0.29,1905,22.20,77.20,-0.91,1.39,79,73,500,6,1.08,15.80,14.60,2709,130,301,500,-171,0.43,26.00,60.20,2779,500,500,500,0,1.00,100.00,100.00,0,131,500,26.20,188,500,37.60,265,500,53.00,0,1,1,1,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,2.00,0.20,1.80,2.20,0.10,2.10,2.20,0.05,2.15,4.44,Very Poor,Weak Signal (Bearish),Neutral,22.20
2024-03-15,monthly,500,226,272,2,-46,0.83,1859,45.20,54.40,-0.19,1.62,63,93,500,-30,0.68,12.60,18.60,2679,90,286,500,-196,0.31,18.00,57.20,2583,500,500,500,0,1.00,100.00,100.00,0,145,500,29.00,169,500,33.80,228,500,45.60,0,1,0,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.00,0.20,1.80,2.20,0.10,2.10,2.15,0.05,2.10,9.04,Very Poor,Neutral,Neutral,45.20
2024-03-18,monthly,500,307,190,3,117,1.62,1976,61.40,38.00,0.30,1.14,78,37,500,41,2.11,15.60,7.40,2720,180,106,500,74,1.70,36.00,21.20,2657,500,500,500,0,1.00,100.00,100.00,0,288,500,57.60,203,500,40.60,248,500,49.60,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.00,0.20,1.80,2.20,0.10,2.10,2.15,0.05,2.10,12.28,Very Poor,Neutral,Neutral,61.40
2024-03-19,monthly,500,382,114,4,268,3.35,2244,76.40,22.80,0.58,1.19,96,50,500,46,1.92,19.20,10.00,2766,246,107,500,139,2.30,49.20,21.40,2796,500,500,500,0,1.00,100.00,100.00,0,386,500,77.20,298,500,59.60,304,500,60.80,0,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.20,0.20,2.00,2.30,0.10,2.20,2.20,0.05,2.15,15.28,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),76.40
2024-03-20,monthly,500,378,118,4,260,3.20,2504,75.60,23.60,0.91,1.50,170,32,500,138,5.31,34.00,6.40,2904,358,97,500,261,3.69,71.60,19.40,3057,500,500,500,0,1.00,100.00,100.00,0,421,500,84.20,409,500,81.80,366,500,73.20,1,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.40,0.20,2.20,2.30,0.10,2.20,2.25,0.05,2.20,15.12,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),75.60
2024-03-21,monthly,500,373,125,2,248,2.98,2752,74.60,25.00,0.73,1.60,231,16,500,215,14.44,46.20,3.20,3119,406,58,500,348,7.00,81.20,11.60,3405,500,500,500,0,1.00,100.00,100.00,0,380,500,76.00,427,500,85.40,392,500,78.40,1,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.60,0.00,2.60,2.30,0.10,2.20,2.25,0.05,2.20,14.92,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),74.60
2024-03-22,monthly,500,123,371,6,-248,0.33,2504,24.60,74.20,-0.61,1.29,117,31,500,86,3.77,23.40,6.20,3205,157,92,500,65,1.71,31.40,18.40,3470,500,500,500,0,1.00,100.00,100.00,0,204,500,40.80,361,500,72.20,336,500,67.20,1,1,1,1,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,2.60,0.20,2.40,2.30,0.20,2.10,2.25,0.10,2.15,4.92,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),24.60
2024-03-25,monthly,500,187,308,5,-121,0.61,2383,37.40,61.60,-0.17,1.33,71,45,500,26,1.58,14.20,9.00,3231,97,262,500,-165,0.37,19.40,52.40,3305,500,500,500,0,1.00,100.00,100.00,0,142,500,28.40,257,500,51.40,310,500,62.00,0,1,0,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.60,0.20,2.40,2.30,0.20,2.10,2.25,0.10,2.15,7.48,Very Poor,Neutral,Neutral,37.40
2024-03-26,monthly,501,221,272,7,-51,0.81,2332,44.11,54.29,-0.14,1.29,76,44,501,32,1.73,15.17,8.78,3263,131,219,501,-88,0.60,26.15,43.71,3217,501,501,501,0,1.00,100.00,100.00,0,191,501,38.12,211,501,42.12,301,501,60.08,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.40,0.20,2.20,2.30,0.20,2.10,2.25,0.10,2.15,8.82,Very Poor,Neutral,Neutral,44.11
2024-03-27,monthly,502,446,54,1,392,8.26,2724,88.84,10.76,1.51,1.53,160,10,502,150,16.00,31.87,1.99,3413,354,87,502,267,4.07,70.52,17.33,3484,502,502,502,0,1.00,100.00,100.00,0,445,502,88.65,412,502,82.07,414,502,82.47,1,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.40,0.20,2.20,2.40,0.20,2.20,2.30,0.10,2.20,17.77,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),88.84
2024-03-28,monthly,502,364,137,1,227,2.66,2951,72.51,27.29,0.40,1.07,225,4,502,221,56.25,44.82,0.80,3634,401,32,502,369,12.53,79.88,6.37,3853,502,502,502,0,1.00,100.00,100.00,0,432,502,86.06,418,502,83.27,428,502,85.26,1,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.40,0.20,2.20,2.50,0.10,2.40,2.35,0.10,2.25,14.50,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),72.51
2024-04-01,monthly,502,137,363,2,-226,0.38,2725,27.29,72.31,-0.55,1.36,107,19,502,88,5.63,21.31,3.78,3722,158,162,502,-4,0.98,31.47,32.27,3849,502,502,502,0,1.00,100.00,100.00,0,155,502,30.88,314,502,62.55,358,502,71.31,1,1,1,1,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,2.40,0.20,2.20,2.50,0.20,2.30,2.35,0.15,2.20,5.46,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),27.29
2024-04-02,monthly,502,103,397,2,-294,0.26,2431,20.52,79.08,-0.87,1.48,70,93,502,-23,0.75,13.94,18.53,3699,82,371,502,-289,0.22,16.33,73.90,3560,502,502,502,0,1.00,100.00,100.00,0,94,502,18.73,185,502,36.85,254,502,50.60,0,1,0,1,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,2.40,0.40,2.00,2.50,0.30,2.20,2.35,0.20,2.15,4.10,Very Poor,Weak Signal (Bearish),Neutral,20.52
2024-04-03,monthly,502,279,221,2,58,1.26,2489,55.58,44.02,0.16,1.66,64,79,502,-15,0.81,12.75,15.74,3684,106,203,502,-97,0.52,21.12,40.44,3463,502,502,502,0,1.00,100.00,100.00,0,194,502,38.65,176,502,35.06,251,502,50.00,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.40,0.40,2.00,2.40,0.30,2.10,2.35,0.20,2.15,11.12,Very Poor,Neutral,Neutral,55.58
2024-04-04,monthly,502,70,429,3,-359,0.16,2130,13.94,85.46,-1.08,1.66,116,133,502,-17,0.87,23.11,26.49,3667,315,284,502,31,1.11,62.75,56.57,3494,502,502,502,0,1.00,100.00,100.00,0,82,502,16.33,80,502,15.94,151,502,30.08,1,1,1,1,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,2.20,0.60,1.60,2.30,0.40,1.90,2.30,0.25,2.05,2.79,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),13.94
2024-04-05,monthly,502,370,131,1,239,2.82,2369,73.71,26.10,0.70,1.28,31,97,502,-66,0.32,6.18,19.32,3601,54,247,502,-193,0.22,10.76,49.20,3301,502,502,502,0,1.00,100.00,100.00,0,271,502,53.98,168,502,33.47,202,502,40.24,0,1,0,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.20,0.60,1.60,2.30,0.40,1.90,2.30,0.25,2.05,14.74,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),73.71
2024-04-08,monthly,502,284,216,2,68,1.31,2437,56.57,43.03,0.27,1.35,49,49,502,0,1.00,9.76,9.76,3601,120,80,502,40,1.50,23.90,15.94,3341,502,502,502,0,1.00,100.00,100.00,0,360,502,71.71,259,502,51.59,230,502,45.82,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.40,1.80,2.30,0.30,2.00,2.30,0.25,2.05,11.31,Very Poor,Neutral,Neutral,56.57
2024-04-09,monthly,502,322,177,3,145,1.82,2582,64.14,35.26,0.34,1.49,71,88,502,-17,0.81,14.14,17.53,3584,282,170,502,112,1.66,56.18,33.86,3453,502,502,502,0,1.00,100.00,100.00,0,326,502,64.94,322,502,64.14,263,502,52.39,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.20,2.00,2.30,0.30,2.00,2.30,0.25,2.05,12.83,Very Poor,Neutral,Neutral,64.14
2024-04-10,monthly,502,78,423,1,-345,0.18,2237,15.54,84.26,-1.59,1.65,9,221,502,-212,0.04,1.79,44.02,3372,35,393,502,-358,0.09,6.97,78.29,3095,502,502,502,0,1.00,100.00,100.00,0,78,502,15.54,107,502,21.31,121,502,24.10,0,1,0,1,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,2.20,0.40,1.80,2.30,0.40,1.90,2.30,0.30,2.00,3.11,Very Poor,Weak Signal (Bearish),Neutral,15.54
2024-04-11,monthly,502,238,263,1,-25,0.90,2212,47.41,52.39,-0.05,2.75,27,169,502,-142,0.16,5.38,33.67,3230,78,264,502,-186,0.30,15.54,52.59,2909,502,502,502,0,1.00,100.00,100.00,0,122,502,24.30,139,502,27.69,133,502,26.49,0,1,0,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.20,2.00,2.20,0.40,1.80,2.30,0.30,2.00,9.48,Very Poor,Neutral,Neutral,47.41
2024-04-12,monthly,502,43,456,3,-413,0.09,1799,8.57,90.84,-1.54,1.65,20,282,502,-262,0.07,3.98,56.18,2968,47,372,502,-325,0.13,9.36,74.10,2584,502,502,502,0,1.00,100.00,100.00,0,36,502,7.17,26,502,5.18,46,502,9.16,0,1,0,1,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,2.00,0.40,1.60,2.10,0.50,1.60,2.30,0.30,2.00,1.71,Very Poor,Weak Signal (Bearish),Neutral,8.57
2024-04-15,monthly,502,76,422,4,-346,0.18,1453,15.14,84.06,-0.95,1.23,8,301,502,-293,0.03,1.59,59.96,2675,100,389,502,-289,0.26,19.92,77.49,2295,502,502,502,0,1.00,100.00,100.00,0,31,502,6.18,11,502,2.19,20,502,3.98,0,1,0,1,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,2.00,0.60,1.40,2.10,0.50,1.60,2.30,0.35,1.95,3.03,Very Poor,Weak Signal (Bearish),Neutral,15.14
2024-04-16,monthly,502,159,340,3,-181,0.47,1272,31.67,67.73,-0.50,1.36,2,332,502,-330,0.01,0.40,66.14,2345,23,386,502,-363,0.06,4.58,76.89,1932,502,502,502,0,1.00,100.00,100.00,0,101,502,20.12,27,502,5.38,23,502,4.58,0,1,0,1,1,1,0,1,0,0,monthly,SP500,12;3;1,3;6;12,2.00,0.60,1.40,2.10,0.40,1.70,2.30,0.35,1.95,6.33,Very Poor,Weak Signal (Bearish),Neutral,31.67
2024-04-17,monthly,502,202,299,1,-97,0.68,1175,40.24,59.56,-0.23,1.72,5,210,502,-205,0.02,1.00,41.83,2140,50,235,502,-185,0.21,9.96,46.81,1747,502,502,502,0,1.00,100.00,100.00,0,168,502,33.47,69,502,13.75,41,502,8.17,0,1,0,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.00,0.40,1.60,2.10,0.40,1.70,2.25,0.35,1.90,8.05,Very Poor,Neutral,Neutral,40.24
2024-04-18,monthly,502,258,241,3,17,1.07,1192,51.39,48.01,-0.06,1.47,11,194,502,-183,0.06,2.19,38.65,1957,178,211,502,-33,0.84,35.46,42.03,1714,502,502,502,0,1.00,100.00,100.00,0,239,502,47.61,130,502,25.90,63,502,12.55,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.00,0.40,1.60,2.10,0.30,1.80,2.20,0.35,1.85,10.28,Very Poor,Neutral,Neutral,51.39
2024-04-19,monthly,502,326,173,3,153,1.88,1345,64.94,34.46,0.21,2.10,33,150,502,-117,0.22,6.57,29.88,1840,202,175,502,27,1.15,40.24,34.86,1741,502,502,502,0,1.00,100.00,100.00,0,293,502,58.37,233,502,46.41,129,502,25.70,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.30,1.70,2.15,0.35,1.80,12.99,Very Poor,Neutral,Neutral,64.94
2024-04-22,monthly,502,413,83,6,330,4.98,1675,82.27,16.53,0.81,1.09,65,71,502,-6,0.92,12.95,14.14,1834,288,90,502,198,3.20,57.37,17.93,1939,502,502,502,0,1.00,100.00,100.00,0,401,502,79.88,328,502,65.34,181,502,36.06,0,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.20,0.00,2.20,2.10,0.30,1.80,2.20,0.30,1.90,16.45,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),82.27
2024-04-23,monthly,502,393,104,5,289,3.78,1964,78.29,20.72,0.98,1.98,92,23,502,69,4.00,18.33,4.58,1903,377,41,502,336,9.20,75.10,8.17,2275,502,502,502,0,1.00,100.00,100.00,0,420,502,83.67,412,502,82.07,264,502,52.59,0,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.30,1.90,2.25,0.30,1.95,15.66,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),78.29
2024-04-24,monthly,502,278,221,3,57,1.26,2021,55.38,44.02,0.16,1.83,84,44,502,40,1.91,16.73,8.76,1943,277,141,502,136,1.96,55.18,28.09,2411,502,502,502,0,1.00,100.00,100.00,0,353,502,70.32,407,502,81.08,286,502,56.97,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.20,2.00,2.25,0.30,1.95,11.08,Very Poor,Neutral,Neutral,55.38
2024-04-25,monthly,502,190,310,2,-120,0.61,1901,37.85,61.75,-0.26,1.96,87,86,502,1,1.01,17.33,17.13,1944,156,252,502,-96,0.62,31.08,50.20,2315,502,502,502,0,1.00,100.00,100.00,0,212,502,42.23,323,502,64.34,269,502,53.59,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.20,2.00,2.20,0.30,1.90,7.57,Very Poor,Neutral,Neutral,37.85
2024-04-26,monthly,502,265,234,3,31,1.13,1932,52.79,46.61,0.20,2.00,67,40,502,27,1.68,13.35,7.97,1971,186,97,502,89,1.92,37.05,19.32,2404,502,502,502,0,1.00,100.00,100.00,0,226,502,45.02,277,502,55.18,305,502,60.76,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.10,2.10,2.15,0.30,1.85,10.56,Very Poor,Neutral,Neutral,52.79
2024-04-29,monthly,502,359,140,3,219,2.56,2151,71.51,27.89,0.67,1.48,89,25,502,64,3.56,17.73,4.98,2035,256,51,502,205,5.02,51.00,10.16,2609,502,502,502,0,1.00,100.00,100.00,0,372,502,74.10,346,502,68.92,358,502,71.31,0,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.40,0.00,2.40,2.30,0.00,2.30,2.20,0.25,1.95,14.30,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),71.51
2024-04-30,monthly,502,57,442,3,-385,0.13,1766,11.35,88.05,-1.52,1.89,59,82,502,-23,0.72,11.75,16.33,2012,124,273,502,-149,0.45,24.70,54.38,2460,502,502,502,0,1.00,100.00,100.00,0,105,502,20.92,145,502,28.88,245,502,48.80,0,1,1,1,1,1,0,1,0,1,monthly,SP500,12;3;1,3;6;12,2.20,0.20,2.00,2.30,0.10,2.20,2.20,0.25,1.95,2.27,Very Poor,Weak Signal (Bearish),Neutral,11.35
2024-05-01,monthly,502,241,258,3,-17,0.93,1749,48.01,51.39,-0.32,2.68,86,114,502,-28,0.75,17.13,22.71,1984,153,339,502,-186,0.45,30.48,67.53,2274,502,502,502,0,1.00,100.00,100.00,0,152,502,30.28,164,502,32.67,233,502,46.41,0,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.20,2.00,2.30,0.10,2.20,2.20,0.25,1.95,9.60,Very Poor,Neutral,Neutral,48.01
2024-05-02,monthly,502,359,142,1,217,2.53,1966,71.51,28.29,0.72,2.31,73,74,502,-1,0.99,14.54,14.74,1983,124,172,502,-48,0.72,24.70,34.26,2226,502,502,502,0,1.00,100.00,100.00,0,329,502,65.54,244,502,48.61,270,502,53.78,0,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.40,0.20,2.20,2.40,0.10,2.30,2.25,0.20,2.05,14.30,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),71.51
2024-05-03,monthly,502,373,126,3,247,2.96,2213,74.30,25.10,0.69,1.81,130,28,502,102,4.64,25.90,5.58,2085,300,76,502,224,3.95,59.76,15.14,2450,502,502,502,0,1.00,100.00,100.00,0,381,502,75.90,309,502,61.55,294,502,58.57,1,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.60,0.20,2.40,2.50,0.10,2.40,2.25,0.20,2.05,14.86,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),74.30
2024-05-06,monthly,502,388,111,3,277,3.50,2490,77.29,22.11,0.88,1.44,132,14,502,118,9.43,26.29,2.79,2203,287,40,502,247,7.18,57.17,7.97,2697,502,502,502,0,1.00,100.00,100.00,0,403,502,80.28,387,502,77.09,341,502,67.93,1,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.60,0.20,2.40,2.50,0.10,2.40,2.30,0.20,2.10,15.46,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),77.29
2024-05-07,monthly,502,321,179,2,142,1.79,2632,63.94,35.66,0.21,1.85,170,16,502,154,10.62,33.86,3.19,2357,328,57,502,271,5.75,65.34,11.35,2968,502,502,502,0,1.00,100.00,100.00,0,376,502,74.90,431,502,85.86,359,502,71.51,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.60,0.00,2.60,2.40,0.10,2.30,2.30,0.20,2.10,12.79,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),63.94
2024-05-08,monthly,502,246,254,2,-8,0.97,2624,49.00,50.60,-0.05,1.35,105,27,502,78,3.89,20.92,5.38,2435,203,153,502,50,1.33,40.44,30.48,3018,502,502,502,0,1.00,100.00,100.00,0,275,502,54.78,379,502,75.50,340,502,67.73,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.60,0.00,2.60,2.40,0.10,2.30,2.30,0.15,2.15,9.80,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),49.00
2024-05-09,monthly,502,412,90,0,322,4.58,2946,82.07,17.93,0.86,1.94,145,12,502,133,12.08,28.88,2.39,2568,267,91,502,176,2.93,53.19,18.13,3194,502,502,502,0,1.00,100.00,100.00,0,396,502,78.88,421,502,83.86,396,502,78.88,1,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.60,0.00,2.60,2.50,0.10,2.40,2.35,0.15,2.20,16.41,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),82.07
2024-05-10,monthly,502,301,194,7,107,1.55,3053,59.96,38.65,0.19,1.61,207,10,502,197,20.70,41.24,1.99,2765,377,47,502,330,8.02,75.10,9.36,3524,502,502,502,0,1.00,100.00,100.00,0,373,502,74.30,392,502,78.09,407,502,81.08,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.40,0.00,2.40,2.50,0.10,2.40,2.35,0.10,2.25,11.99,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),59.96
2024-05-13,monthly,502,213,284,5,-71,0.75,2982,42.43,56.57,-0.08,1.27,174,10,502,164,17.40,34.66,1.99,2929,289,92,502,197,3.14,57.57,18.33,3721,502,502,502,0,1.00,100.00,100.00,0,229,502,45.62,334,502,66.53,385,502,76.69,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.00,2.20,2.40,0.10,2.30,2.35,0.05,2.30,8.49,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),42.43
2024-05-14,monthly,502,316,182,4,134,1.74,3116,62.95,36.25,0.45,1.21,124,17,502,107,7.29,24.70,3.39,3036,199,194,502,5,1.03,39.64,38.65,3726,502,502,502,0,1.00,100.00,100.00,0,289,502,57.57,342,502,68.13,392,502,78.09,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.00,2.20,2.40,0.00,2.40,2.35,0.05,2.30,12.59,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),62.95
2024-05-15,monthly,502,365,133,4,232,2.74,3348,72.71,26.49,0.89,1.75,222,14,502,208,15.86,44.22,2.79,3244,296,114,502,182,2.60,58.96,22.71,3908,502,502,502,0,1.00,100.00,100.00,0,367,502,73.11,377,502,75.10,408,502,81.27,1,1,1,1,1,1,1,0,1,0,monthly,SP500,12;3;1,3;6;12,2.40,0.00,2.40,2.50,0.00,2.50,2.40,0.05,2.35,14.54,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),72.71
2024-05-16,monthly,502,224,270,8,-46,0.83,3302,44.62,53.78,-0.17,1.46,185,13,502,172,14.23,36.85,2.59,3416,256,99,502,157,2.59,51.00,19.72,4065,502,502,502,0,1.00,100.00,100.00,0,297,502,59.16,337,502,67.13,397,502,79.08,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.00,2.20,2.40,0.00,2.40,2.40,0.05,2.35,8.92,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),44.62
2024-05-17,monthly,502,296,203,3,93,1.46,3395,58.96,40.44,0.17,1.03,110,22,502,88,5.00,21.91,4.38,3504,148,184,502,-36,0.80,29.48,36.65,4029,502,502,502,0,1.00,100.00,100.00,0,273,502,54.38,335,502,66.73,395,502,78.69,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.00,2.20,2.30,0.00,2.30,2.40,0.05,2.35,11.79,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),58.96
2024-05-20,monthly,502,222,276,4,-54,0.80,3341,44.22,54.98,-0.03,1.45,135,35,502,100,3.86,26.89,6.97,3604,192,184,502,8,1.04,38.25,36.65,4037,502,502,502,0,1.00,100.00,100.00,0,240,502,47.81,289,502,57.57,345,502,68.73,1,1,1,1,1,1,0,0,0,0,monthly,SP500,12;3;1,3;6;12,2.20,0.00,2.20,2.20,0.00,2.20,2.35,0.05,2.30,8.84,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),44.22
