ticker,date,timeframe,current_price,data_points,daily_ema10,daily_ema10slope,daily_ema20,daily_ema20slope,daily_sma10,daily_sma10slope,daily_price2_sma10pct,daily_sma20,daily_sma20slope,daily_price2_sma20pct,daily_sma50,daily_sma50slope,daily_price2_sma50pct,daily_sma200,daily_sma200slope,daily_price2_sma200pct,daily_sma250,daily_sma250slope,daily_price2_sma250pct,daily_sma350,daily_sma350slope,daily_price2_sma350pct,daily_rsi_14,daily_price_position_52w,daily_macd,daily_macd_signal,daily_macd_histogram,atr,atr_pct,sma50,atrext_dollar,atrext_percent,atr_percentile_100,daily_daily_daily_1d_pct_change,daily_5period_pct_change,daily_10period_pct_change,daily_daily_daily_3d_pct_change,daily_daily_daily_5d_pct_change,daily_daily_weekly_7d_pct_change,daily_daily_weekly_14d_pct_change,daily_daily_monthly_22d_pct_change,daily_daily_monthly_44d_pct_change,daily_daily_quarterly_66d_pct_change,daily_daily_quarterly_132d_pct_change,daily_daily_yearly_252d_pct_change,daily_momentum_20,daily_quarter_pct_change,daily_half_year_pct_change,daily_year_pct_change,daily_avg_volume_20,daily_volume_trend,obv,obv_trend,daily_ATH,daily_ATL,daily_is_new_ATH,daily_is_new_ATL,daily_distance_from_ATH_pct,daily_distance_from_ATL_pct,daily_ATH_ATL_position_pct,daily_candle_strength,daily_candle_strength_pct,daily_body_ratio,daily_upper_wick_ratio,daily_lower_wick_ratio,daily_oppression_factor,daily_candle_type,daily_is_bullish,total_range,body_size,daily_wick_dominance,directional_strength,daily_avg_candle_strength_5,daily_avg_candle_strength_5_pct,trend_days_10_pct,daily_priceabovesma10,daily_priceaboveema20,daily_priceabovesma50,daily_sma10vssma20,daily_sma20vssma50,daily_sma50vssma200,daily_perfectbullishalignment,daily_at_20day_high,daily_at_20day_low,daily_5day_low_vs_30day_high,SP500,NASDAQ100,Russell1000,Russell3000,SP100,NASDAQComposite,DowJonesIndustrialAverage,SP500CommunicationServices,SP500ConsumerDiscretionary,SP500ConsumerStaples,SP500Energy,SP500Financials,SP500HealthCare,SP500Industrials,SP500InformationTechnology,SP500Utilities
XLC,2025-09-05,daily,114.6900,421,112.3483,0.3151,111.1582,0.2488,112.1020,0.2476,2.3086,111.0715,0.2782,3.2578,108.7376,0.1771,5.4741,101.0291,0.0839,13.5218,98.7902,0.1108,16.0945,94.2698,0.0908,21.6614,68.8602,1.0000,1.4839,1.2334,0.2505,1.2100,1.0550,108.7376,4.9193,5.1886,0.2000,0.3763,2.9626,3.0366,1.4417,2.9626,3.1478,3.5108,6.4606,7.1869,13.1467,14.7007,35.9269,2.9269,10.0386,18.5449,35.9269,5763875.0000,0.2645,306258000,1544695.0000,114.6900,70.5766,True,False,0.0000,62.5042,100.0000,0.2252,22.5200,0.3426,0.3147,0.3426,0.3426,Weak Body,True,1.2550,0.4300,0.6574,0.3426,0.3597,35.9700,66.6667,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XLY,2025-09-05,daily,235.1100,421,232.4083,0.2338,230.2977,0.3296,233.0290,0.4060,0.8930,230.3635,0.6248,2.0604,224.7500,0.3988,4.6096,215.8707,0.0855,8.9124,212.2709,0.1944,10.7594,202.7232,0.1572,15.9759,63.2823,0.9563,2.8574,2.7913,0.0661,2.9754,1.2655,224.7500,3.4819,3.6424,0.2600,-0.5457,1.4542,0.8623,1.8057,1.4542,0.5818,2.2395,5.2135,7.6511,9.3622,11.2171,28.1925,2.5249,9.7289,19.9220,28.1925,6445755.0000,0.8255,36057900,-65700.0000,237.8155,167.9069,False,False,-1.1376,40.0240,96.1300,0.2130,21.3000,0.3583,0.4056,0.2361,0.4056,Weak Body,False,3.6000,1.2900,0.6417,0.3583,0.4449,44.4900,55.5556,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XLP,2025-09-05,daily,80.8700,421,80.9594,-0.0841,81.2098,-0.0649,80.8620,-0.1768,0.0099,81.6515,-0.0151,-0.9571,81.2950,0.0008,-0.5228,80.1377,0.0079,0.9139,80.1469,-0.0003,0.9023,78.8643,0.0256,2.5433,40.1710,0.7028,-0.2234,-0.0701,-0.1533,0.8087,1.0000,81.2950,-0.5255,-0.5228,0.1400,0.3101,0.1114,-1.9401,0.3474,0.1114,0.1238,-1.2697,-0.9189,-1.5102,-1.6609,-0.1633,-0.6763,-2.0653,-0.0678,1.4703,-0.6763,15788190.0000,-0.0067,62057900,-619280.0000,83.2200,68.7943,False,False,-2.8238,17.5534,83.7097,0.2231,22.3100,0.2907,0.4767,0.2326,0.2326,Weak Body,True,0.8600,0.2500,0.7093,0.2907,0.2416,24.1600,44.4444,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XLE,2025-09-05,daily,87.3600,421,88.4444,0.1463,87.7659,0.1626,88.9700,0.3596,-1.8096,87.1300,0.2023,0.2640,86.8340,0.0589,0.6058,86.4261,-0.0141,1.0806,86.6345,0.0112,0.8374,87.0672,-0.0123,0.3363,58.4906,0.6034,0.8056,0.6936,0.1121,1.4150,1.6198,86.8340,0.3717,0.3740,0.1400,-1.1205,-3.3521,-0.8850,-1.2770,-3.3521,-2.0847,2.7160,3.1161,1.3575,5.3729,-0.9513,2.8039,4.8937,2.0636,-2.6675,2.8039,14301935.0000,0.2468,487784500,3238265.0000,94.9419,75.8232,False,False,-7.9859,15.2154,60.3430,0.4785,47.8500,0.5756,0.1686,0.2558,0.1686,Moderate Body,False,1.7200,0.9900,0.4244,0.5756,0.3562,35.6200,66.6667,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XLF,2025-09-05,daily,53.0700,421,53.4647,0.0417,53.1839,0.0559,53.6340,0.1016,-1.0516,53.0690,0.0988,0.0019,52.6664,0.0567,0.7663,50.2485,0.0228,5.6152,49.3648,0.0358,7.5058,47.0833,0.0384,12.7150,56.7329,0.9051,0.3700,0.3613,0.0087,0.6091,1.1478,52.6664,0.6626,0.6676,0.2600,-1.9220,-1.7040,-0.9334,-0.8037,-1.7040,-1.3202,1.0857,2.1559,0.7403,4.2519,4.5283,18.5212,2.4054,4.4154,8.8721,18.5212,35924035.0000,0.2022,1279866200,7673055.0000,54.0600,36.4360,False,False,-1.8313,45.6528,94.3827,0.6772,67.7200,0.7536,0.1014,0.1449,0.1014,Strong Body,False,1.3800,1.0400,0.2464,0.7536,0.3217,32.1700,55.5556,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XLV,2025-09-05,daily,137.9000,421,137.0193,0.1610,136.1299,0.1733,137.2050,0.0766,0.5065,135.7170,0.3107,1.6085,134.6250,0.0913,2.4327,138.3113,-0.0412,-0.2974,140.5941,-0.0648,-1.9162,141.5849,-0.0033,-2.6026,58.6844,0.3683,1.0726,0.9467,0.1259,1.5618,1.1326,134.6250,2.0969,2.1479,0.0000,0.4516,0.3420,-0.1954,0.7231,0.3420,0.6790,1.4791,5.6624,2.6347,4.1557,-5.5194,-10.4608,4.3012,2.0687,-5.2297,-10.4608,12867035.0000,0.2047,-16171000,5525150.0000,154.6105,128.1582,False,False,-10.8081,7.6014,36.8277,0.3855,38.5500,0.4662,0.3609,0.1729,0.1729,Moderate Body,True,1.3300,0.6200,0.5338,0.4662,0.3422,34.2200,55.5556,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XLI,2025-09-05,daily,150.9300,421,151.4304,-0.1746,151.4555,-0.0673,151.9280,0.0012,-0.6569,151.5345,0.0148,-0.3989,150.9508,0.1535,-0.0138,139.2287,0.0533,8.4043,138.1706,0.0945,9.2345,133.5991,0.0822,12.9723,51.8407,0.8957,0.1827,0.4252,-0.2425,1.7210,1.1402,150.9508,-0.0121,-0.0121,0.3900,-0.5404,-0.7105,-1.4431,0.7543,-0.7105,-1.4496,-0.0662,0.0000,1.3633,5.3217,12.8777,18.9882,-0.2498,4.9566,14.2278,18.9882,9335030.0000,0.5930,21257200,-1656375.0000,154.9900,107.9520,False,False,-2.6195,39.8121,91.3686,0.2683,26.8300,0.3060,0.1231,0.5709,0.1231,Weak Body,False,2.6800,0.8200,0.6940,0.3060,0.3853,38.5300,33.3333,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XLB,2025-09-05,daily,91.9600,421,91.4568,0.0503,90.9684,0.0833,91.8190,0.1604,0.1536,90.7550,0.1960,1.3277,90.2766,0.0966,1.8647,87.1608,-0.0005,5.5062,88.3269,0.0037,4.1133,88.3013,0.0058,4.1434,64.5991,0.8109,0.6194,0.5736,0.0458,1.1039,1.2004,90.2766,1.5250,1.5534,0.0400,0.3273,-0.3468,-0.2387,1.0883,-0.3468,-0.2062,2.7371,5.0611,1.6245,5.3436,5.5210,2.1905,2.5313,4.9846,6.6725,2.1905,6022320.0000,0.1827,33980200,1479660.0000,96.1728,73.8936,False,False,-4.3805,24.4492,81.0909,0.1615,16.1500,0.2158,0.5324,0.2518,0.2518,Weak Body,True,1.3900,0.3000,0.7842,0.2158,0.2023,20.2300,55.5556,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XLRE,2025-09-05,daily,42.1800,421,41.8804,-0.0033,41.8148,0.0065,42.0070,0.0374,0.4118,41.6635,0.0159,1.2397,41.7454,0.0034,1.0411,41.2370,-0.0018,2.2867,41.5575,-0.0010,1.4979,40.4892,0.0154,4.1760,59.5078,0.7443,0.0731,0.0529,0.0202,0.5037,1.1943,41.7454,0.8627,0.8717,0.0500,0.4764,-0.3073,-0.3779,1.6876,-0.3073,-0.0237,3.0288,1.8103,1.6876,2.2132,-0.0374,-0.3472,1.7351,1.3370,1.5504,-0.3472,6024965.0000,0.1357,113563700,367355.0000,44.0461,34.2202,False,False,-4.2366,23.2606,81.0087,0.3875,38.7500,0.4348,0.4565,0.1087,0.1087,Moderate Body,True,0.4600,0.2000,0.5652,0.4348,0.2800,28.0000,44.4444,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
XLU,2025-09-05,daily,83.4700,421,84.3872,-0.2031,84.7527,-0.1188,84.5670,-0.1862,-1.2972,85.2540,-0.1229,-2.0926,84.2060,0.0633,-0.8740,79.4728,0.0345,5.0296,79.1069,0.0389,5.5154,76.0967,0.0606,9.6894,29.8311,0.7387,-0.2108,0.1469,-0.3577,0.9822,1.1767,84.2060,-0.7493,-0.7428,0.0400,-0.5718,-1.0081,-2.9870,-0.4294,-1.0081,-2.1224,-2.0880,-2.5111,1.7803,2.0019,8.4789,11.8388,-2.6282,3.8803,6.8764,11.8388,9788420.0000,0.2357,300015900,-2671930.0000,87.3200,57.2975,False,False,-4.4091,45.6783,87.1763,0.3047,30.4700,0.3582,0.1493,0.4925,0.1493,Weak Body,False,1.3400,0.4800,0.6418,0.3582,0.2221,22.2100,22.2222,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMH,2025-09-05,daily,293.2800,421,291.7224,-0.6965,291.8767,-0.3123,292.7190,-0.2692,0.1916,293.8610,0.0736,-0.1977,289.3926,0.4593,1.3433,249.8703,0.1914,17.3729,248.8102,0.2368,17.8730,246.2296,0.1908,19.1083,47.1328,0.9292,0.7461,1.7575,-1.0114,5.8765,2.0037,289.3926,0.6615,0.6704,0.4300,-0.6066,1.0300,-0.1226,2.3915,1.0300,-1.4715,-1.2060,2.3236,4.8327,17.8826,28.1874,31.1284,-2.9452,11.9902,28.0922,31.1284,7546240.0000,0.7525,103558300,151970.0000,301.9200,164.2620,False,False,-2.8617,78.5441,93.7236,0.2993,29.9300,0.3034,0.0136,0.6831,0.0136,Weak Body,False,5.9000,1.7900,0.6966,0.3034,0.4930,49.3000,66.6667,True,True,True,False,True,True,True,False,False,False,,,,,,,,,,,,,,,,
