ticker
NVDA
MSFT
AAPL
GOOGL
GOOG
AMZN
META
AVGO
TSLA
BRK-A
BRK-B
TSM
JPM
WMT
LLY
V
ORCL
MA
NFLX
XOM
JNJ
COST
HD
PLTR
BAC
ABBV
PG
CVX
SAP
BABA
KO
ASML
GE
TMUS
UNH
CSCO
AMD
PM
TM
AZN
NVO
NVS
C
MUFG
PDD
QCOM
GEV
ISRG
SONY
ANET
SPGI
ACN
APP
BSX
AMGN
HPQ
LULU
VRSN
NTRS
NTRSO
BNTX
FE
AFRM
NUTR
TMUSL
GDL
BIPJ
NXJ
EDHL
RFM
HGLB
XLF
XLE
XLK
XLV
XLI
XLB
XLRE
XLP
XLY
XLU
XLC
VGT
SPY
QQQ
