ticker,timeframe,signal_date,signal_type,current_price,vstop_long,vstop_short,vstop2_long,vstop2_short,atr_value,signal_strength,atr1_score,screen_type,signal_close_price,price_change_pct,days_since_signal,vstop,vstop2,vstopseries,uptrend,volume,score,signal_day_change_abs,signal_day_change_pct,performance_since_signal
AAPL,daily,2025-08-07,Long,239.6900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,219.7806,9.0588,29,205.3787,212.5797,208.9792,True,54837300,34.0588,1.1487,0.5254,9.0588
ABNB,daily,2025-08-22,Long,123.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,129.9200,-4.7029,14,119.7856,124.8528,122.3192,True,4326500,25.0000,2.7500,2.1625,-4.7029
ADBE,daily,2025-08-19,Long,348.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,361.0300,-3.3404,17,336.4250,348.7275,342.5763,True,4661700,25.0000,1.8100,0.5039,-3.3404
ADI,daily,2025-08-13,Long,247.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,237.6300,3.9726,23,221.6000,229.6150,225.6075,True,2166100,28.9726,4.6600,2.0003,3.9726
ADP,daily,2025-06-12,Short,295.9700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,308.2100,-3.9713,85,324.4003,316.3051,320.3527,False,1892500,28.9713,3.1940,-1.0257,-3.9713
ADSK,daily,2025-08-29,Long,326.3700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,314.7000,3.7083,7,291.8278,303.2639,297.5459,True,1632200,31.7083,3.3000,-1.0377,3.7083
AEP,daily,2025-09-04,Short,108.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,108.6400,-0.4878,1,113.5903,111.1152,112.3527,False,3664400,38.4878,1.9000,-1.7188,-0.4878
AMAT,daily,2025-07-31,Short,162.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,180.0600,-9.6135,36,195.3391,187.6996,191.5194,False,7034900,34.6135,2.1800,1.2255,-9.6135
AMD,daily,2025-08-21,Short,151.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,163.7100,-7.6782,15,184.5363,174.1231,179.3297,False,77964300,32.6782,2.1500,-1.2963,-7.6782
AMGN,daily,2025-08-06,Short,283.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,284.6700,-0.3618,30,306.2179,295.4439,300.8309,False,2299400,25.3618,10.8400,-3.6682,-0.3618
AMZN,daily,2025-08-14,Long,232.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,230.9800,0.5845,22,215.7440,223.3620,219.5530,True,36694400,25.5845,3.5800,1.5743,0.5845
APP,daily,2025-07-31,Long,490.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,390.7000,25.4773,36,336.1640,363.4320,349.7980,True,8139600,35.0000,10.7000,2.8158,25.4773
ARM,daily,2025-07-31,Short,138.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,141.3750,-2.2670,36,161.3396,151.3573,156.3484,False,2815600,27.2670,6.9750,-4.7017,-2.2670
ASML,daily,2025-08-13,Long,781.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,755.5700,3.4583,23,701.6023,728.5862,715.0942,True,1885900,28.4583,4.9400,0.6581,3.4583
