signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value,ema_value
1,2024-01-08,0,61.0,61.0,0.0,,60.70666631062826
2,2024-04-22,1,65.95999908447266,65.95999908447266,10.569151077074178,64.28666559855144,64.76467410474226
3,2024-05-13,2,64.4800033569336,64.4800033569336,0.6424984252489577,64.37000020345052,64.28058517472061
4,2024-05-27,3,62.9900016784668,62.9900016784668,9.744742618423848,63.036668141682945,62.97514666908487
5,2024-07-01,4,59.7599983215332,59.7599983215332,23.098587916970878,59.46666590372721,59.824534732283034
6,2024-09-09,5,70.0999984741211,70.0999984741211,5.81190472774792,70.47333272298177,69.88757171426904
7,2024-11-04,6,83.01000213623047,83.01000213623047,10.911618074926157,80.65333302815755,81.0259679794235
8,2025-01-13,7,91.80999755859376,91.80999755859376,14.267553685192654,87.58999888102214,88.64229935165494
9,2025-04-07,8,62.59000015258789,62.59000015258789,7.296728850564596,62.03666687011719,62.83634589884546
10,2025-05-26,9,70.27999877929688,70.27999877929688,9.282595154205586,70.76999918619792,70.10590800819716
11,2025-06-02,10,73.43000030517578,73.43000030517578,22.930822643664523,71.18666585286458,71.76795415668647
12,2025-07-14,11,74.16999816894531,74.16999816894531,8.675794844758652,74.03999837239583,73.5184043988258
13,2025-08-11,12,69.2300033569336,69.2300033569336,8.352682177604985,67.99666849772136,69.38490262096543
