signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-04-22,0,90.62989044189452,90.62989044189452,7.14284545412969,84.2135009765625
2,2025-05-26,1,58.040000915527344,58.040000915527344,19.230740290425583,58.179481506347656
