signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value,ema_value
1,2024-01-22,0,10.619999885559082,10.619999885559082,22.97299038850654,10.539999961853027,10.590666643778484
2,2024-03-04,1,8.729999542236328,8.729999542236328,23.333335099396695,8.669999758402506,8.848308648065622
3,2024-03-25,2,8.729999542236328,8.729999542236328,5.617895657242786,8.569999694824219,8.648513853440804
4,2024-05-27,3,8.239999771118164,8.239999771118164,9.345788145200967,8.006666660308838,8.075250742369718
5,2024-06-24,4,7.440000057220459,7.440000057220459,18.045090138329343,7.286666552225749,7.441578147650535
6,2024-09-09,5,8.489999771118164,8.489999771118164,10.294110428501405,7.849999904632568,8.002915677733963
7,2024-10-14,6,7.820000171661377,7.820000171661377,3.333354526082446,7.706666787465413,7.793841222217499
8,2025-01-20,7,10.25,10.25,4.666709899902344,9.823333422342936,10.0516854652875
9,2025-03-17,8,10.739999771118164,10.739999771118164,16.85389225085926,10.666666348775228,10.675357882449216
10,2025-04-14,9,8.109999656677246,8.109999656677246,12.396690198079233,8.049999713897705,8.371584598240082
11,2025-05-26,10,9.970000267028809,9.970000267028809,18.55672738391476,9.376666704813639,9.478774855907027
12,2025-09-01,11,12.109999656677246,12.109999656677246,24.285731802186156,11.966666539510092,11.967426605781995
