level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
5839.41015625,2025-07-07,79,2025-07-07,-1,,,True,False
5774.47998046875,2025-08-25,86,2025-08-25,-1,,,True,False
