signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-09-09,0,153.5691375732422,153.5691375732422,14.764347806152152,150.48292541503906
2,2025-09-01,1,150.9499969482422,150.9499969482422,10.399983723958334,149.46666463216147
