signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value,ema_value
1,2024-01-08,0,596.5399780273438,596.5399780273438,0.0,,585.893310546875
2,2024-03-25,1,504.6000061035156,504.6000061035156,14.469349821851504,498.85999552408856,508.84259704582394
3,2024-04-22,2,477.55999755859375,477.55999755859375,6.386474512976029,472.22332763671875,476.418660210133
4,2024-06-03,3,465.4299926757813,465.4299926757813,18.696950515615455,461.8733317057292,463.6602876034605
5,2024-08-05,4,536.2999877929688,536.2999877929688,15.342770939176933,534.9699910481771,536.7973536604572
6,2025-01-13,5,429.989990234375,429.989990234375,1.3392997031346032,422.1600036621094,427.7584865572487
7,2025-02-10,6,460.1600036621094,460.1600036621094,16.1202691547643,443.5600077311198,446.9749109029921
8,2025-03-03,7,449.3999938964844,449.3999938964844,20.04342342478828,444.0933329264323,445.751861116292
9,2025-06-23,8,385.8299865722656,385.8299865722656,6.860624901443978,384.80999755859375,387.7103799921391
10,2025-08-11,9,354.8500061035156,354.8500061035156,19.30588832715173,347.8999938964844,352.43437617578087
